,f01_stimulus_1,f01_stimulus_2,f01_stimulus_3,f01_stimulus_4,f01_stimulus_5,f02_stimulus_1,f02_stimulus_2,f02_stimulus_3,f02_stimulus_4,f02_stimulus_5,f03_stimulus_1,f03_stimulus_2,f03_stimulus_3,f03_stimulus_4,f03_stimulus_5,f04_stimulus_1,f04_stimulus_2,f04_stimulus_3,f04_stimulus_4,f04_stimulus_5,f05_stimulus_1,f05_stimulus_2,f05_stimulus_3,f05_stimulus_4,f05_stimulus_5
0.0005,-0.27910892,-0.27910892,-0.27910892,-0.27910892,-0.27910892,-0.1490099,-0.1490099,-0.1490099,-0.1490099,-0.1490099,-0.049802,-0.049802,-0.049802,-0.049802,-0.049802,-0.3290099,-0.3290099,-0.3290099,-0.3290099,-0.3290099,0,0,0,0,0
0.0015,-0.27910892,-0.27910892,-0.27910892,-0.27910892,-0.27910892,-0.1490099,-0.1490099,-0.1490099,-0.1490099,-0.1490099,-0.049802,-0.049802,-0.049802,-0.049802,-0.049802,-0.3290099,-0.3290099,-0.3290099,-0.3290099,-0.3290099,0,0,0,0,0
0.0025,-0.27910892,-0.27910892,-0.27910892,-0.27910892,-0.27910892,-0.1490099,-0.1490099,-0.1490099,-0.1490099,-0.1490099,-0.049802,-0.049802,-0.049802,-0.049802,-0.049802,-0.3290099,-0.3290099,-0.3290099,-0.3290099,-0.3290099,0,0,0,0,0
0.0035,-0.27910892,-0.27910892,-0.27910892,-0.27910892,-0.27910892,-0.1490099,-0.1490099,-0.1490099,-0.1490099,-0.1490099,-0.049802,-0.049802,-0.049802,-0.049802,-0.049802,-0.3290099,-0.3290099,-0.3290099,-0.3290099,-0.3290099,0,0,0,0,0
0.0045,-0.27910892,-0.27910892,-0.27910892,-0.27910892,-0.27910892,-0.1490099,-0.1490099,-0.1490099,-0.1490099,-0.1490099,-0.049802,-0.049802,-0.049802,-0.049802,-0.049802,-0.3290099,-0.3290099,-0.3290099,-0.3290099,-0.3290099,0,0,0,0,0
0.0055,-0.27910892,-0.27910892,-0.27910892,-0.27910892,-0.27910892,-0.1490099,-0.1490099,-0.1490099,-0.1490099,-0.1490099,-0.049802,-0.049802,-0.049802,-0.049802,-0.049802,-0.3290099,-0.3290099,-0.3290099,-0.3290099,-0.3290099,0,0,0,0,0
0.0065,-0.27910892,-0.27910892,-0.27910892,-0.27910892,-0.27910892,-0.1490099,-0.1490099,-0.1490099,-0.1490099,-0.1490099,-0.049802,-0.049802,-0.049802,-0.049802,-0.049802,-0.3290099,-0.3290099,-0.3290099,-0.3290099,-0.3290099,0,0,0,0,0
0.0075,-0.27910892,-0.27910892,-0.27910892,9.72089108,9.62188118,-0.1490099,-0.1490099,-0.1490099,-0.1490099,59.2569307,-0.049802,-0.049802,-0.049802,-0.049802,-0.049802,-0.3290099,-0.3290099,9.6709901,19.6709901,-0.3290099,0,0,0,0,0
0.0085,-0.27910892,-0.27910892,9.72089108,29.72089108,9.62188118,-0.1490099,-0.1490099,9.8509901,9.8509901,9.7519802,-0.049802,-0.049802,9.950198,9.950198,19.7521782,-0.3290099,-0.3290099,-0.3290099,9.6709901,19.4729703,0,0,0,0,0
0.0095,-0.27910892,-0.27910892,19.72089108,-0.27910892,19.52287128,-0.1490099,-0.1490099,9.8509901,29.8509901,69.1579208,-0.049802,-0.049802,-0.049802,-0.049802,-0.049802,-0.3290099,-0.3290099,-0.3290099,49.6709901,29.3739604,0,0,0,0,0
0.0105,-0.27910892,-0.27910892,-0.27910892,19.72089108,9.62188118,-0.1490099,-0.1490099,9.8509901,19.8509901,9.7519802,-0.049802,-0.049802,-0.049802,-0.049802,9.8511881,-0.3290099,-0.3290099,19.6709901,9.6709901,9.5719802,0,0,0,0,0
0.0115,-0.27910892,-0.27910892,9.72089108,19.72089108,29.42386138,-0.1490099,-0.1490099,49.8509901,49.8509901,19.6529703,-0.049802,-0.049802,9.950198,9.950198,29.6531683,-0.3290099,-0.3290099,-0.3290099,39.6709901,9.5719802,0,0,0,0,0
0.0125,-0.27910892,-0.27910892,9.72089108,-0.27910892,9.62188118,-0.1490099,-0.1490099,19.8509901,19.8509901,19.6529703,-0.049802,-0.049802,9.950198,19.950198,9.8511881,-0.3290099,-0.3290099,19.6709901,19.6709901,19.4729703,0,0,0,0,0
0.0135,-0.27910892,9.72089108,29.72089108,29.72089108,29.42386138,-0.1490099,-0.1490099,69.8509901,39.8509901,9.7519802,-0.049802,-0.049802,19.950198,9.950198,9.8511881,-0.3290099,-0.3290099,9.6709901,19.6709901,29.3739604,0,0,0,0,0
0.0145,-0.27910892,-0.27910892,9.72089108,9.72089108,19.52287128,-0.1490099,9.8509901,29.8509901,9.8509901,39.4549505,-0.049802,9.950198,29.950198,29.950198,19.7521782,-0.3290099,9.6709901,-0.3290099,19.6709901,19.4729703,0,0,10,0,0
0.0155,-0.27910892,-0.27910892,-0.27910892,-0.27910892,-0.27910892,-0.1490099,19.8509901,29.8509901,-0.1490099,9.7519802,-0.049802,-0.049802,9.950198,-0.049802,19.7521782,-0.3290099,9.6709901,9.6709901,9.6709901,9.5719802,0,0,0,0,0
0.0165,-0.27910892,9.72089108,-0.27910892,-0.27910892,-0.27910892,-0.1490099,19.8509901,-0.1490099,-0.1490099,-0.1490099,-0.049802,-0.049802,19.950198,19.950198,39.5541584,-0.3290099,19.6709901,9.6709901,9.6709901,-0.3290099,0,0,0,0,0
0.0175,-0.27910892,-0.27910892,-0.27910892,9.72089108,-0.27910892,-0.1490099,9.8509901,9.8509901,-0.1490099,-0.1490099,-0.049802,9.950198,-0.049802,-0.049802,-0.049802,29.3739604,39.6709901,-0.3290099,-0.3290099,-0.3290099,0,0,0,0,0
0.0185,-0.27910892,-0.27910892,9.72089108,-0.27910892,-0.27910892,-0.1490099,9.8509901,-0.1490099,-0.1490099,9.7519802,-0.049802,19.950198,9.950198,-0.049802,-0.049802,9.5719802,9.6709901,9.6709901,-0.3290099,-0.3290099,0,10,0,0,0
0.0195,-0.27910892,19.72089108,9.72089108,-0.27910892,-0.27910892,-0.1490099,59.8509901,-0.1490099,-0.1490099,-0.1490099,-0.049802,-0.049802,9.950198,-0.049802,-0.049802,9.5719802,9.6709901,-0.3290099,-0.3290099,-0.3290099,0,0,0,0,0
0.0205,-0.27910892,19.72089108,-0.27910892,-0.27910892,-0.27910892,-0.1490099,-0.1490099,-0.1490099,-0.1490099,-0.1490099,-0.049802,19.950198,-0.049802,-0.049802,-0.049802,9.5719802,9.6709901,-0.3290099,-0.3290099,-0.3290099,0,0,0,0,0
0.0215,19.52287128,9.72089108,9.72089108,-0.27910892,-0.27910892,-0.1490099,9.8509901,-0.1490099,-0.1490099,-0.1490099,9.8511881,9.950198,-0.049802,-0.049802,-0.049802,-0.3290099,-0.3290099,-0.3290099,-0.3290099,-0.3290099,0,0,0,0,0
0.0225,-0.27910892,9.72089108,-0.27910892,-0.27910892,-0.27910892,-0.1490099,-0.1490099,-0.1490099,-0.1490099,-0.1490099,-0.049802,9.950198,-0.049802,-0.049802,-0.049802,-0.3290099,-0.3290099,-0.3290099,-0.3290099,-0.3290099,0,10,0,0,0
0.0235,9.62188118,-0.27910892,-0.27910892,-0.27910892,-0.27910892,-0.1490099,-0.1490099,-0.1490099,-0.1490099,-0.1490099,-0.049802,-0.049802,-0.049802,-0.049802,-0.049802,-0.3290099,9.6709901,-0.3290099,-0.3290099,-0.3290099,0,0,0,0,0
0.0245,-0.27910892,9.72089108,-0.27910892,9.72089108,-0.27910892,-0.1490099,-0.1490099,-0.1490099,-0.1490099,-0.1490099,-0.049802,-0.049802,-0.049802,-0.049802,-0.049802,-0.3290099,9.6709901,-0.3290099,-0.3290099,-0.3290099,0,0,0,0,0
0.0255,-0.27910892,-0.27910892,-0.27910892,-0.27910892,-0.27910892,-0.1490099,19.8509901,-0.1490099,-0.1490099,-0.1490099,-0.049802,-0.049802,-0.049802,-0.049802,-0.049802,-0.3290099,9.6709901,-0.3290099,-0.3290099,-0.3290099,0,0,0,0,0
0.0265,-0.27910892,9.72089108,-0.27910892,-0.27910892,-0.27910892,-0.1490099,9.8509901,-0.1490099,-0.1490099,-0.1490099,-0.049802,-0.049802,-0.049802,-0.049802,-0.049802,19.4729703,-0.3290099,-0.3290099,-0.3290099,-0.3290099,0,0,0,0,0
0.0275,-0.27910892,-0.27910892,-0.27910892,-0.27910892,-0.27910892,-0.1490099,9.8509901,-0.1490099,-0.1490099,-0.1490099,-0.049802,-0.049802,-0.049802,-0.049802,-0.049802,-0.3290099,9.6709901,-0.3290099,-0.3290099,-0.3290099,0,0,0,0,0
0.0285,-0.27910892,-0.27910892,-0.27910892,-0.27910892,-0.27910892,-0.1490099,-0.1490099,-0.1490099,-0.1490099,-0.1490099,-0.049802,-0.049802,-0.049802,-0.049802,-0.049802,-0.3290099,-0.3290099,-0.3290099,-0.3290099,-0.3290099,0,0,0,0,0
0.0295,-0.27910892,-0.27910892,-0.27910892,-0.27910892,-0.27910892,-0.1490099,-0.1490099,-0.1490099,-0.1490099,-0.1490099,-0.049802,-0.049802,-0.049802,-0.049802,-0.049802,-0.3290099,-0.3290099,-0.3290099,-0.3290099,-0.3290099,0,0,0,0,0
0.0305,-0.27910892,-0.27910892,-0.27910892,-0.27910892,-0.27910892,-0.1490099,-0.1490099,-0.1490099,-0.1490099,-0.1490099,-0.049802,-0.049802,-0.049802,-0.049802,-0.049802,-0.3290099,-0.3290099,-0.3290099,-0.3290099,-0.3290099,0,0,0,0,0
0.0315,-0.27910892,-0.27910892,-0.27910892,-0.27910892,-0.27910892,-0.1490099,-0.1490099,-0.1490099,-0.1490099,-0.1490099,-0.049802,-0.049802,-0.049802,-0.049802,-0.049802,19.4729703,-0.3290099,-0.3290099,-0.3290099,-0.3290099,0,0,0,0,0
0.0325,-0.27910892,-0.27910892,-0.27910892,-0.27910892,-0.27910892,9.7519802,-0.1490099,-0.1490099,-0.1490099,-0.1490099,-0.049802,-0.049802,-0.049802,-0.049802,-0.049802,-0.3290099,9.6709901,-0.3290099,-0.3290099,-0.3290099,0,0,0,0,0
