,f01_stimulus_1,f01_stimulus_2,f01_stimulus_3,f01_stimulus_4,f01_stimulus_5,f02_stimulus_1,f02_stimulus_2,f02_stimulus_3,f02_stimulus_4,f02_stimulus_5,f03_stimulus_1,f03_stimulus_2,f03_stimulus_3,f03_stimulus_4,f03_stimulus_5,f04_stimulus_1,f04_stimulus_2,f04_stimulus_3,f04_stimulus_4,f04_stimulus_5,f05_stimulus_1,f05_stimulus_2,f05_stimulus_3,f05_stimulus_4,f05_stimulus_5
0.0005,6.97018634,-5.52981366,6.89254654,0.72018634,6.97018634,-3.71556678,-3.71556678,-3.71556678,-3.71556678,-3.71556678,-0.44910714,-0.44910714,-0.44910714,-0.44910714,-0.44910714,-0.08101708,-0.08101708,-0.08101708,-0.08101708,-0.08101708,-0.04363354,-0.04363354,-0.04363354,-0.04363354,-0.04363354
0.0015,-5.52981366,-5.52981366,0.68136644,-5.52981366,-5.52981366,-3.71556678,2.49561332,-3.71556678,-3.71556678,2.53443322,-0.44910714,-0.44910714,-0.44910714,-0.44910714,-0.44910714,-0.08101708,-0.08101708,-0.08101708,-0.08101708,-0.08101708,-0.04363354,-0.04363354,-0.04363354,-0.04363354,-0.04363354
0.0025,0.72018634,0.68136644,0.68136644,0.72018634,6.97018634,-3.71556678,-3.71556678,2.49561332,8.78443322,-3.71556678,-0.44910714,-0.44910714,-0.44910714,-0.44910714,5.80089286,-0.08101708,-0.08101708,-0.08101708,-0.08101708,-0.08101708,-0.04363354,-0.04363354,-0.04363354,-0.04363354,-0.04363354
0.0035,-5.52981366,0.68136644,6.89254654,13.22018634,0.72018634,-3.71556678,-3.71556678,-3.71556678,-3.71556678,2.53443322,-0.44910714,-0.44910714,-0.44910714,-0.44910714,-0.44910714,-0.08101708,-0.08101708,-0.08101708,-0.08101708,-0.08101708,-0.04363354,-0.04363354,-0.04363354,-0.04363354,-0.04363354
0.0045,0.72018634,-5.52981366,-5.52981366,-5.52981366,-5.52981366,-3.71556678,-3.71556678,8.70679342,21.28443322,52.53443322,-0.44910714,-0.44910714,-0.44910714,5.80089286,-0.44910714,-0.08101708,-0.08101708,-0.08101708,-0.08101708,-0.08101708,-0.04363354,-0.04363354,-0.04363354,-0.04363354,-0.04363354
0.0055,-5.52981366,6.89254654,13.10372674,31.97018634,31.97018634,-3.71556678,-3.71556678,45.97387422,52.53443322,240.0344332,-0.44910714,5.76207296,-0.44910714,12.05089286,5.80089286,-0.08101708,-0.08101708,-0.08101708,-0.08101708,6.16898292,-0.04363354,-0.04363354,-0.04363354,6.20636646,-0.04363354
0.0065,6.97018634,0.68136644,13.10372674,56.97018634,56.97018634,2.53443322,2.49561332,2.49561332,15.03443322,27.53443322,-0.44910714,-0.44910714,-0.44910714,-0.44910714,-0.44910714,-0.08101708,-0.08101708,-0.08101708,-0.08101708,-0.08101708,-0.04363354,-0.04363354,-0.04363354,-0.04363354,-0.04363354
0.0075,-5.52981366,6.89254654,62.79316774,231.9701863,300.7201863,-3.71556678,-3.71556678,-3.71556678,71.28443322,40.03443322,-0.44910714,-0.44910714,-0.44910714,-0.44910714,12.05089286,-0.08101708,-0.08101708,6.13016302,-0.08101708,-0.08101708,-0.04363354,-0.04363354,-0.04363354,-0.04363354,-0.04363354
0.0085,0.72018634,0.68136644,50.37080744,219.4701863,181.9701863,-3.71556678,8.70679342,2.49561332,58.78443322,33.78443322,-0.44910714,-0.44910714,5.76207296,5.80089286,-0.44910714,-0.08101708,-0.08101708,6.13016302,-0.08101708,-0.08101708,-0.04363354,-0.04363354,-0.04363354,-0.04363354,-0.04363354
0.0095,0.72018634,6.89254654,100.0602484,256.9701863,281.9701863,-3.71556678,-3.71556678,39.76269412,21.28443322,33.78443322,-0.44910714,-0.44910714,-0.44910714,5.80089286,12.05089286,-0.08101708,-0.08101708,-0.08101708,-0.08101708,-0.08101708,-0.04363354,-0.04363354,-0.04363354,-0.04363354,-0.04363354
0.0105,0.72018634,0.68136644,131.116149,263.2201863,181.9701863,8.78443322,2.49561332,45.97387422,115.0344332,46.28443322,-0.44910714,-0.44910714,11.97325306,-0.44910714,37.05089286,-0.08101708,-0.08101708,-0.08101708,-0.08101708,6.16898292,-0.04363354,-0.04363354,-0.04363354,-0.04363354,-0.04363354
0.0115,6.97018634,25.52608694,242.9173913,131.9701863,69.47018634,-3.71556678,8.70679342,39.76269412,83.78443322,71.28443322,-0.44910714,-0.44910714,11.97325306,18.30089286,12.05089286,-0.08101708,-0.08101708,-0.08101708,-0.08101708,6.16898292,-0.04363354,-0.04363354,-0.04363354,-0.04363354,-0.04363354
0.0125,6.97018634,19.31490684,199.4391304,63.22018634,6.97018634,-3.71556678,8.70679342,58.39623442,58.78443322,33.78443322,-0.44910714,5.76207296,5.76207296,5.80089286,-0.44910714,-0.08101708,-0.08101708,12.34134312,-0.08101708,6.16898292,-0.04363354,-0.04363354,-0.04363354,6.20636646,-0.04363354
0.0135,13.22018634,44.15962734,137.3273292,13.22018634,-5.52981366,-3.71556678,27.34033382,64.60741462,33.78443322,2.53443322,-0.44910714,-0.44910714,11.97325306,5.80089286,-0.44910714,-0.08101708,-0.08101708,-0.08101708,6.16898292,-0.08101708,-0.04363354,-0.04363354,-0.04363354,-0.04363354,-0.04363354
0.0145,6.97018634,62.79316774,112.4826087,0.72018634,-5.52981366,2.53443322,21.12915372,64.60741462,-3.71556678,-3.71556678,-0.44910714,18.18443326,5.76207296,-0.44910714,-0.44910714,-0.08101708,-0.08101708,6.13016302,-0.08101708,-0.08101708,6.20636646,-0.04363354,-0.04363354,-0.04363354,-0.04363354
0.0155,25.72018634,75.21552794,62.79316774,-5.52981366,0.72018634,15.03443322,52.18505432,27.34033382,2.53443322,8.78443322,5.80089286,11.97325306,11.97325306,-0.44910714,-0.44910714,-0.08101708,-0.08101708,-0.08101708,-0.08101708,-0.08101708,-0.04363354,-0.04363354,-0.04363354,-0.04363354,-0.04363354
0.0165,13.22018634,143.5385093,13.10372674,-5.52981366,-5.52981366,27.53443322,77.02977482,2.49561332,-3.71556678,-3.71556678,-0.44910714,-0.44910714,5.76207296,-0.44910714,-0.44910714,-0.08101708,6.13016302,-0.08101708,-0.08101708,-0.08101708,-0.04363354,-0.04363354,-0.04363354,-0.04363354,-0.04363354
0.0175,19.47018634,81.42670804,6.89254654,-5.52981366,-5.52981366,2.53443322,33.55151392,8.70679342,15.03443322,-3.71556678,-0.44910714,5.76207296,-0.44910714,-0.44910714,-0.44910714,-0.08101708,-0.08101708,-0.08101708,-0.08101708,-0.08101708,-0.04363354,-0.04363354,-0.04363354,-0.04363354,-0.04363354
