,f01_stimulus_1,f01_stimulus_2,f01_stimulus_3,f01_stimulus_4,f01_stimulus_5,f02_stimulus_1,f02_stimulus_2,f02_stimulus_3,f02_stimulus_4,f02_stimulus_5,f03_stimulus_1,f03_stimulus_2,f03_stimulus_3,f03_stimulus_4,f03_stimulus_5,f04_stimulus_1,f04_stimulus_2,f04_stimulus_3,f04_stimulus_4,f04_stimulus_5,f05_stimulus_1,f05_stimulus_2,f05_stimulus_3,f05_stimulus_4,f05_stimulus_5
0.0005,-0.16883464,-0.16883464,5.26594796,-0.16883464,-0.16883464,-0.09797458,-0.09797458,-0.09797458,-0.09797458,-0.09797458,-0.23969468,-0.23969468,-0.23969468,-0.23969468,-0.23969468,-0.0925695,-0.0925695,-0.0925695,-0.0925695,-0.0925695,-0.02176882,-0.02176882,-0.02176882,-0.02176882,-0.02176882
0.0015,-0.16883464,-0.16883464,-0.16883464,-0.16883464,-0.16883464,5.36650632,-0.09797458,-0.09797458,-0.09797458,-0.09797458,-0.23969468,5.19508792,5.19508792,-0.23969468,-0.23969468,-0.0925695,-0.0925695,-0.0925695,-0.0925695,-0.0925695,-0.02176882,-0.02176882,-0.02176882,-0.02176882,-0.02176882
0.0025,-0.16883464,-0.16883464,-0.16883464,-0.16883464,-0.16883464,-0.09797458,-0.09797458,-0.09797458,-0.09797458,-0.09797458,-0.23969468,-0.23969468,-0.23969468,-0.23969468,-0.23969468,-0.0925695,5.3422131,-0.0925695,-0.0925695,-0.0925695,5.44271208,-0.02176882,-0.02176882,-0.02176882,-0.02176882
0.0035,-0.16883464,-0.16883464,-0.16883464,-0.16883464,-0.16883464,-0.09797458,-0.09797458,-0.09797458,-0.09797458,-0.09797458,-0.23969468,-0.23969468,5.19508792,-0.23969468,-0.23969468,-0.0925695,-0.0925695,-0.0925695,-0.0925695,-0.0925695,-0.02176882,-0.02176882,-0.02176882,-0.02176882,-0.02176882
0.0045,-0.16883464,-0.16883464,-0.16883464,-0.16883464,-0.16883464,-0.09797458,-0.09797458,5.33680802,-0.09797458,-0.09797458,-0.23969468,-0.23969468,-0.23969468,-0.23969468,-0.23969468,-0.0925695,-0.0925695,-0.0925695,-0.0925695,-0.0925695,5.44271208,-0.02176882,-0.02176882,-0.02176882,-0.02176882
0.0055,-0.16883464,-0.16883464,-0.16883464,-0.16883464,-0.16883464,-0.09797458,-0.09797458,-0.09797458,-0.09797458,-0.09797458,-0.23969468,-0.23969468,5.19508792,-0.23969468,-0.23969468,-0.0925695,-0.0925695,-0.0925695,-0.0925695,-0.0925695,-0.02176882,-0.02176882,-0.02176882,-0.02176882,-0.02176882
0.0065,5.29564626,-0.16883464,-0.16883464,-0.16883464,-0.16883464,-0.09797458,-0.09797458,-0.09797458,-0.09797458,-0.09797458,-0.23969468,-0.23969468,-0.23969468,-0.23969468,-0.23969468,-0.0925695,-0.0925695,-0.0925695,-0.0925695,-0.0925695,-0.02176882,-0.02176882,-0.02176882,-0.02176882,-0.02176882
0.0075,-0.16883464,-0.16883464,-0.16883464,-0.16883464,-0.16883464,-0.09797458,-0.09797458,-0.09797458,-0.09797458,-0.09797458,-0.23969468,-0.23969468,-0.23969468,-0.23969468,-0.23969468,-0.0925695,-0.0925695,-0.0925695,-0.0925695,-0.0925695,-0.02176882,-0.02176882,-0.02176882,-0.02176882,-0.02176882
0.0085,5.29564626,-0.16883464,-0.16883464,-0.16883464,-0.16883464,-0.09797458,-0.09797458,5.33680802,-0.09797458,-0.09797458,-0.23969468,-0.23969468,-0.23969468,-0.23969468,-0.23969468,-0.0925695,-0.0925695,-0.0925695,-0.0925695,-0.0925695,-0.02176882,-0.02176882,-0.02176882,-0.02176882,-0.02176882
0.0095,-0.16883464,-0.16883464,-0.16883464,-0.16883464,-0.16883464,-0.09797458,-0.09797458,-0.09797458,-0.09797458,-0.09797458,-0.23969468,-0.23969468,-0.23969468,-0.23969468,-0.23969468,-0.0925695,-0.0925695,-0.0925695,-0.0925695,-0.0925695,-0.02176882,-0.02176882,-0.02176882,-0.02176882,-0.02176882
0.0105,-0.16883464,5.26594796,5.26594796,-0.16883464,-0.16883464,5.36650632,-0.09797458,-0.09797458,-0.09797458,-0.09797458,-0.23969468,-0.23969468,-0.23969468,-0.23969468,-0.23969468,-0.0925695,-0.0925695,-0.0925695,-0.0925695,-0.0925695,-0.02176882,-0.02176882,-0.02176882,-0.02176882,-0.02176882
0.0115,-0.16883464,-0.16883464,-0.16883464,-0.16883464,-0.16883464,-0.09797458,-0.09797458,-0.09797458,-0.09797458,-0.09797458,-0.23969468,-0.23969468,-0.23969468,-0.23969468,-0.23969468,-0.0925695,-0.0925695,-0.0925695,-0.0925695,-0.0925695,-0.02176882,-0.02176882,-0.02176882,-0.02176882,-0.02176882
0.0125,-0.16883464,-0.16883464,-0.16883464,-0.16883464,-0.16883464,-0.09797458,-0.09797458,-0.09797458,-0.09797458,-0.09797458,-0.23969468,-0.23969468,5.19508792,-0.23969468,-0.23969468,-0.0925695,5.3422131,-0.0925695,-0.0925695,-0.0925695,-0.02176882,-0.02176882,-0.02176882,-0.02176882,-0.02176882
0.0135,-0.16883464,-0.16883464,-0.16883464,-0.16883464,-0.16883464,-0.09797458,-0.09797458,-0.09797458,-0.09797458,-0.09797458,-0.23969468,-0.23969468,-0.23969468,-0.23969468,-0.23969468,-0.0925695,-0.0925695,-0.0925695,-0.0925695,-0.0925695,-0.02176882,-0.02176882,-0.02176882,-0.02176882,-0.02176882
0.0145,-0.16883464,-0.16883464,-0.16883464,-0.16883464,-0.16883464,-0.09797458,-0.09797458,-0.09797458,-0.09797458,-0.09797458,-0.23969468,-0.23969468,-0.23969468,-0.23969468,5.22478622,-0.0925695,-0.0925695,-0.0925695,-0.0925695,-0.0925695,-0.02176882,-0.02176882,-0.02176882,-0.02176882,-0.02176882
0.0155,-0.16883464,5.26594796,-0.16883464,-0.16883464,-0.16883464,-0.09797458,-0.09797458,-0.09797458,-0.09797458,5.36650632,5.22478622,-0.23969468,-0.23969468,-0.23969468,5.22478622,-0.0925695,-0.0925695,-0.0925695,-0.0925695,5.3719114,-0.02176882,-0.02176882,-0.02176882,-0.02176882,-0.02176882
0.0165,-0.16883464,-0.16883464,-0.16883464,-0.16883464,5.29564626,-0.09797458,-0.09797458,-0.09797458,-0.09797458,-0.09797458,-0.23969468,-0.23969468,-0.23969468,-0.23969468,5.22478622,-0.0925695,-0.0925695,-0.0925695,-0.0925695,10.8363922,-0.02176882,-0.02176882,-0.02176882,-0.02176882,-0.02176882
0.0175,-0.16883464,5.26594796,-0.16883464,-0.16883464,5.29564626,-0.09797458,-0.09797458,5.33680802,-0.09797458,5.36650632,-0.23969468,-0.23969468,-0.23969468,-0.23969468,5.22478622,-0.0925695,-0.0925695,-0.0925695,-0.0925695,-0.0925695,-0.02176882,-0.02176882,-0.02176882,-0.02176882,10.90719288
0.0185,-0.16883464,-0.16883464,-0.16883464,-0.16883464,5.29564626,-0.09797458,-0.09797458,-0.09797458,-0.09797458,-0.09797458,-0.23969468,-0.23969468,-0.23969468,-0.23969468,5.22478622,-0.0925695,-0.0925695,-0.0925695,-0.0925695,-0.0925695,-0.02176882,-0.02176882,-0.02176882,-0.02176882,-0.02176882
