,f01_stimulus_1,f01_stimulus_2,f01_stimulus_3,f01_stimulus_4,f01_stimulus_5,f02_stimulus_1,f02_stimulus_2,f02_stimulus_3,f02_stimulus_4,f02_stimulus_5,f03_stimulus_1,f03_stimulus_2,f03_stimulus_3,f03_stimulus_4,f03_stimulus_5,f04_stimulus_1,f04_stimulus_2,f04_stimulus_3,f04_stimulus_4,f04_stimulus_5
0.0005,-1.53526998,2.06185232,-1.53526998,2.07483832,2.07483832,-1.16433784,2.43278446,2.43278446,-1.16433784,-1.16433784,-1.44538088,2.15174142,-1.44538088,-1.44538088,-1.44538088,3.26399242,-0.34611588,-0.34611588,-0.34611588,-0.34611588
0.0015,2.07483832,-1.53526998,2.06185232,-1.53526998,2.07483832,2.44577046,6.02990676,2.43278446,-1.16433784,-1.16433784,5.77483572,2.15174142,-1.44538088,2.16472742,-1.44538088,3.26399242,-0.34611588,-0.34611588,-0.34611588,-0.34611588
0.0025,-1.53526998,-1.53526998,2.06185232,-1.53526998,-1.53526998,2.44577046,-1.16433784,2.43278446,-1.16433784,-1.16433784,-1.44538088,-1.44538088,2.15174142,-1.44538088,2.16472742,3.26399242,-0.34611588,-0.34611588,-0.34611588,-0.34611588
0.0035,5.68494662,-1.53526998,-1.53526998,-1.53526998,-1.53526998,-1.16433784,2.43278446,-1.16433784,-1.16433784,-1.16433784,-1.44538088,2.15174142,2.15174142,2.16472742,-1.44538088,-0.34611588,-0.34611588,-0.34611588,3.26399242,-0.34611588
0.0045,-1.53526998,-1.53526998,-1.53526998,2.07483832,-1.53526998,-1.16433784,-1.16433784,-1.16433784,2.44577046,-1.16433784,-1.44538088,-1.44538088,-1.44538088,-1.44538088,2.16472742,-0.34611588,-0.34611588,-0.34611588,-0.34611588,-0.34611588
0.0055,-1.53526998,-1.53526998,2.06185232,-1.53526998,2.07483832,-1.16433784,-1.16433784,2.43278446,-1.16433784,-1.16433784,2.16472742,2.15174142,2.15174142,-1.44538088,2.16472742,-0.34611588,-0.34611588,-0.34611588,-0.34611588,-0.34611588
0.0065,9.29505492,-1.53526998,2.06185232,-1.53526998,-1.53526998,2.44577046,2.43278446,2.43278446,-1.16433784,-1.16433784,-1.44538088,-1.44538088,-1.44538088,2.16472742,-1.44538088,-0.34611588,-0.34611588,-0.34611588,-0.34611588,-0.34611588
0.0075,2.07483832,-1.53526998,-1.53526998,-1.53526998,9.29505492,-1.16433784,-1.16433784,-1.16433784,-1.16433784,-1.16433784,-1.44538088,-1.44538088,-1.44538088,2.16472742,2.16472742,-0.34611588,-0.34611588,-0.34611588,-0.34611588,-0.34611588
0.0085,2.07483832,-1.53526998,5.65897462,-1.53526998,2.07483832,2.44577046,-1.16433784,-1.16433784,6.05587876,6.05587876,5.77483572,-1.44538088,-1.44538088,2.16472742,2.16472742,-0.34611588,-0.34611588,-0.34611588,-0.34611588,-0.34611588
0.0095,-1.53526998,2.06185232,2.06185232,5.68494662,9.29505492,2.44577046,-1.16433784,6.02990676,49.37717836,16.88620366,-1.44538088,2.15174142,2.15174142,2.16472742,2.16472742,-0.34611588,-0.34611588,-0.34611588,-0.34611588,-0.34611588
0.0105,2.07483832,5.65897462,2.06185232,5.68494662,27.34559642,-1.16433784,-1.16433784,24.01551826,2.44577046,34.93674516,2.16472742,-1.44538088,5.74886372,-1.44538088,9.38494402,-0.34611588,-0.34611588,-0.34611588,-0.34611588,3.26399242
0.0115,-1.53526998,5.65897462,5.65897462,5.68494662,16.51527152,-1.16433784,-1.16433784,20.41839596,9.66598706,6.05587876,-1.44538088,2.15174142,2.15174142,2.16472742,2.16472742,-0.34611588,-0.34611588,-0.34611588,-0.34611588,-0.34611588
