,f01_stimulus_1,f01_stimulus_2,f01_stimulus_3,f01_stimulus_4,f01_stimulus_5,f02_stimulus_1,f02_stimulus_2,f02_stimulus_3,f02_stimulus_4,f02_stimulus_5,f03_stimulus_1,f03_stimulus_2,f03_stimulus_3,f03_stimulus_4,f03_stimulus_5
0.0395,-0.64730136,-0.64730136,-0.64730136,-0.64730136,-0.64730136,-1.11401798,-1.11401798,-1.11401798,-1.11401798,-1.11401798,-0.578036,-0.578036,8.0426537,-0.578036,8.0426537
0.0405,-0.64730136,-0.64730136,-0.64730136,-0.64730136,-0.64730136,-1.11401798,16.27728632,7.50667172,-1.11401798,-1.11401798,-0.578036,8.1176162,-0.578036,-0.578036,-0.578036
0.0415,-0.64730136,16.74400294,-0.64730136,-0.64730136,-0.64730136,7.50667172,16.27728632,-1.11401798,-1.11401798,-1.11401798,-0.578036,-0.578036,-0.578036,-0.578036,8.0426537
0.0425,-0.64730136,-0.64730136,-0.64730136,-0.64730136,-0.64730136,-1.11401798,-1.11401798,-1.11401798,-1.11401798,-1.11401798,-0.578036,16.8132683,16.6633433,-0.578036,-0.578036
0.0435,7.97338834,8.04835084,-0.64730136,-0.64730136,-0.64730136,-1.11401798,-1.11401798,24.74805102,7.50667172,-1.11401798,-0.578036,8.1176162,-0.578036,-0.578036,-0.578036
0.0445,-0.64730136,25.43965514,-0.64730136,-0.64730136,-0.64730136,-1.11401798,24.97293852,-1.11401798,16.12736132,-1.11401798,8.0426537,-0.578036,-0.578036,-0.578036,-0.578036
0.0455,-0.64730136,8.04835084,-0.64730136,-0.64730136,-0.64730136,-1.11401798,16.27728632,7.50667172,-1.11401798,-1.11401798,-0.578036,-0.578036,-0.578036,-0.578036,-0.578036
0.0465,16.59407794,-0.64730136,-0.64730136,-0.64730136,-0.64730136,-1.11401798,7.58163422,7.50667172,-1.11401798,7.50667172,-0.578036,-0.578036,8.0426537,-0.578036,-0.578036
0.0475,-0.64730136,25.43965514,-0.64730136,7.97338834,-0.64730136,-1.11401798,-1.11401798,16.12736132,-1.11401798,-1.11401798,-0.578036,-0.578036,-0.578036,-0.578036,-0.578036
0.0485,-0.64730136,-0.64730136,-0.64730136,-0.64730136,-0.64730136,-1.11401798,7.58163422,16.12736132,7.50667172,-1.11401798,-0.578036,-0.578036,-0.578036,8.0426537,8.0426537
0.0495,-0.64730136,-0.64730136,-0.64730136,-0.64730136,-0.64730136,-1.11401798,7.58163422,-1.11401798,-1.11401798,-1.11401798,-0.578036,-0.578036,-0.578036,-0.578036,-0.578036
0.0505,-0.64730136,-0.64730136,-0.64730136,-0.64730136,-0.64730136,7.50667172,-1.11401798,7.50667172,-1.11401798,-1.11401798,-0.578036,-0.578036,-0.578036,-0.578036,-0.578036
0.0515,-0.64730136,-0.64730136,-0.64730136,-0.64730136,-0.64730136,-1.11401798,-1.11401798,7.50667172,-1.11401798,16.12736132,-0.578036,-0.578036,-0.578036,-0.578036,-0.578036
0.0525,-0.64730136,-0.64730136,-0.64730136,-0.64730136,-0.64730136,7.50667172,7.58163422,7.50667172,-1.11401798,-1.11401798,-0.578036,-0.578036,-0.578036,8.0426537,-0.578036
0.0535,-0.64730136,-0.64730136,-0.64730136,-0.64730136,-0.64730136,-1.11401798,7.58163422,7.50667172,-1.11401798,-1.11401798,-0.578036,-0.578036,25.284033,-0.578036,-0.578036
0.0545,-0.64730136,-0.64730136,-0.64730136,7.97338834,-0.64730136,7.50667172,-1.11401798,-1.11401798,-1.11401798,-1.11401798,-0.578036,-0.578036,-0.578036,-0.578036,-0.578036
0.0555,-0.64730136,-0.64730136,-0.64730136,-0.64730136,-0.64730136,-1.11401798,7.58163422,7.50667172,-1.11401798,-1.11401798,-0.578036,-0.578036,-0.578036,-0.578036,-0.578036
0.0565,-0.64730136,-0.64730136,-0.64730136,-0.64730136,7.97338834,-1.11401798,7.58163422,-1.11401798,7.50667172,-1.11401798,-0.578036,-0.578036,-0.578036,-0.578036,-0.578036
0.0575,-0.64730136,-0.64730136,-0.64730136,-0.64730136,-0.64730136,-1.11401798,-1.11401798,-1.11401798,-1.11401798,7.50667172,-0.578036,-0.578036,-0.578036,8.0426537,8.0426537
0.0585,-0.64730136,-0.64730136,-0.64730136,-0.64730136,-0.64730136,7.50667172,7.58163422,-1.11401798,-1.11401798,-1.11401798,-0.578036,-0.578036,-0.578036,-0.578036,-0.578036
0.0595,-0.64730136,-0.64730136,-0.64730136,-0.64730136,-0.64730136,-1.11401798,-1.11401798,-1.11401798,-1.11401798,-1.11401798,-0.578036,-0.578036,-0.578036,-0.578036,-0.578036
0.0605,7.97338834,-0.64730136,-0.64730136,25.21476764,7.97338834,-1.11401798,7.58163422,-1.11401798,-1.11401798,7.50667172,-0.578036,-0.578036,8.0426537,-0.578036,-0.578036
0.0615,-0.64730136,-0.64730136,-0.64730136,-0.64730136,7.97338834,-1.11401798,7.58163422,-1.11401798,-1.11401798,-1.11401798,-0.578036,-0.578036,-0.578036,8.0426537,-0.578036
0.0625,-0.64730136,8.04835084,-0.64730136,-0.64730136,7.97338834,-1.11401798,-1.11401798,24.74805102,16.12736132,16.12736132,-0.578036,-0.578036,8.0426537,-0.578036,-0.578036
0.0635,-0.64730136,8.04835084,-0.64730136,-0.64730136,-0.64730136,-1.11401798,7.58163422,-1.11401798,-1.11401798,24.74805102,-0.578036,8.1176162,-0.578036,8.0426537,8.0426537
0.0645,7.97338834,-0.64730136,-0.64730136,-0.64730136,7.97338834,-1.11401798,-1.11401798,7.50667172,-1.11401798,-1.11401798,-0.578036,-0.578036,-0.578036,-0.578036,-0.578036
0.0655,-0.64730136,-0.64730136,-0.64730136,-0.64730136,7.97338834,-1.11401798,-1.11401798,-1.11401798,16.12736132,-1.11401798,-0.578036,25.5089205,-0.578036,-0.578036,8.0426537
0.0665,7.97338834,-0.64730136,-0.64730136,7.97338834,7.97338834,-1.11401798,-1.11401798,-1.11401798,24.74805102,7.50667172,-0.578036,-0.578036,-0.578036,-0.578036,-0.578036
0.0675,-0.64730136,-0.64730136,7.97338834,-0.64730136,7.97338834,7.50667172,7.58163422,7.50667172,7.50667172,-1.11401798,-0.578036,-0.578036,8.0426537,-0.578036,-0.578036
0.0685,-0.64730136,-0.64730136,-0.64730136,7.97338834,-0.64730136,16.12736132,7.58163422,7.50667172,16.12736132,-1.11401798,-0.578036,-0.578036,-0.578036,8.0426537,-0.578036
0.0695,-0.64730136,-0.64730136,7.97338834,7.97338834,-0.64730136,-1.11401798,7.58163422,7.50667172,7.50667172,7.50667172,-0.578036,-0.578036,-0.578036,-0.578036,8.0426537
0.0705,-0.64730136,-0.64730136,-0.64730136,7.97338834,-0.64730136,-1.11401798,24.97293852,7.50667172,24.74805102,-1.11401798,-0.578036,-0.578036,-0.578036,8.0426537,-0.578036
0.0715,7.97338834,8.04835084,-0.64730136,-0.64730136,-0.64730136,-1.11401798,7.58163422,-1.11401798,-1.11401798,7.50667172,-0.578036,-0.578036,8.0426537,-0.578036,-0.578036
0.0725,-0.64730136,-0.64730136,-0.64730136,7.97338834,7.97338834,-1.11401798,24.97293852,-1.11401798,-1.11401798,-1.11401798,-0.578036,-0.578036,8.0426537,-0.578036,8.0426537
0.0735,-0.64730136,16.74400294,7.97338834,-0.64730136,-0.64730136,-1.11401798,-1.11401798,-1.11401798,-1.11401798,7.50667172,-0.578036,-0.578036,8.0426537,8.0426537,-0.578036
0.0745,-0.64730136,-0.64730136,7.97338834,-0.64730136,-0.64730136,-1.11401798,-1.11401798,16.12736132,7.50667172,7.50667172,-0.578036,-0.578036,-0.578036,-0.578036,-0.578036
0.0755,-0.64730136,8.04835084,-0.64730136,7.97338834,-0.64730136,7.50667172,7.58163422,7.50667172,16.12736132,-1.11401798,-0.578036,8.1176162,8.0426537,-0.578036,-0.578036
0.0765,-0.64730136,-0.64730136,16.59407794,-0.64730136,-0.64730136,16.12736132,7.58163422,16.12736132,-1.11401798,16.12736132,-0.578036,-0.578036,-0.578036,-0.578036,-0.578036
0.0775,-0.64730136,-0.64730136,16.59407794,-0.64730136,-0.64730136,-1.11401798,-1.11401798,24.74805102,7.50667172,7.50667172,-0.578036,-0.578036,-0.578036,16.6633433,-0.578036
0.0785,-0.64730136,-0.64730136,7.97338834,-0.64730136,-0.64730136,-1.11401798,-1.11401798,-1.11401798,-1.11401798,7.50667172,-0.578036,-0.578036,8.0426537,-0.578036,-0.578036
0.0795,-0.64730136,-0.64730136,-0.64730136,-0.64730136,-0.64730136,24.74805102,-1.11401798,-1.11401798,7.50667172,7.50667172,-0.578036,-0.578036,-0.578036,8.0426537,8.0426537
0.0805,-0.64730136,-0.64730136,-0.64730136,-0.64730136,-0.64730136,7.50667172,7.58163422,-1.11401798,7.50667172,33.36874062,-0.578036,-0.578036,-0.578036,-0.578036,-0.578036
0.0815,-0.64730136,-0.64730136,-0.64730136,-0.64730136,-0.64730136,-1.11401798,-1.11401798,7.50667172,16.12736132,7.50667172,-0.578036,-0.578036,-0.578036,25.284033,-0.578036
0.0825,-0.64730136,8.04835084,-0.64730136,7.97338834,-0.64730136,-1.11401798,-1.11401798,7.50667172,7.50667172,7.50667172,-0.578036,8.1176162,-0.578036,-0.578036,-0.578036
0.0835,-0.64730136,-0.64730136,-0.64730136,-0.64730136,7.97338834,-1.11401798,16.27728632,-1.11401798,33.36874062,7.50667172,-0.578036,8.1176162,-0.578036,-0.578036,-0.578036
0.0845,-0.64730136,-0.64730136,-0.64730136,-0.64730136,-0.64730136,-1.11401798,-1.11401798,-1.11401798,7.50667172,-1.11401798,-0.578036,-0.578036,-0.578036,8.0426537,-0.578036
0.0855,-0.64730136,-0.64730136,7.97338834,-0.64730136,-0.64730136,-1.11401798,-1.11401798,7.50667172,-1.11401798,7.50667172,-0.578036,-0.578036,-0.578036,-0.578036,-0.578036
0.0865,-0.64730136,-0.64730136,-0.64730136,16.59407794,-0.64730136,-1.11401798,7.58163422,-1.11401798,33.36874062,-1.11401798,-0.578036,-0.578036,8.0426537,-0.578036,8.0426537
0.0875,-0.64730136,-0.64730136,-0.64730136,25.21476764,-0.64730136,-1.11401798,-1.11401798,-1.11401798,16.12736132,7.50667172,-0.578036,-0.578036,-0.578036,8.0426537,-0.578036
0.0885,-0.64730136,16.74400294,-0.64730136,7.97338834,-0.64730136,-1.11401798,7.58163422,-1.11401798,16.12736132,-1.11401798,-0.578036,-0.578036,-0.578036,-0.578036,-0.578036
0.0895,-0.64730136,8.04835084,-0.64730136,-0.64730136,-0.64730136,-1.11401798,-1.11401798,7.50667172,-1.11401798,-1.11401798,-0.578036,-0.578036,-0.578036,-0.578036,-0.578036
0.0905,-0.64730136,-0.64730136,-0.64730136,-0.64730136,-0.64730136,-1.11401798,42.36424292,-1.11401798,-1.11401798,-1.11401798,-0.578036,-0.578036,8.0426537,-0.578036,-0.578036
0.0915,-0.64730136,16.74400294,7.97338834,-0.64730136,-0.64730136,7.50667172,-1.11401798,7.50667172,-1.11401798,-1.11401798,-0.578036,-0.578036,-0.578036,-0.578036,-0.578036
0.0925,-0.64730136,-0.64730136,-0.64730136,-0.64730136,-0.64730136,-1.11401798,16.27728632,-1.11401798,-1.11401798,-1.11401798,-0.578036,8.1176162,-0.578036,-0.578036,-0.578036
0.0935,-0.64730136,-0.64730136,-0.64730136,-0.64730136,-0.64730136,7.50667172,-1.11401798,16.12736132,-1.11401798,-1.11401798,8.0426537,16.8132683,-0.578036,-0.578036,-0.578036
0.0945,-0.64730136,16.74400294,-0.64730136,7.97338834,-0.64730136,-1.11401798,-1.11401798,-1.11401798,7.50667172,7.50667172,-0.578036,-0.578036,8.0426537,-0.578036,-0.578036
0.0955,-0.64730136,8.04835084,25.21476764,-0.64730136,-0.64730136,-1.11401798,16.27728632,16.12736132,-1.11401798,7.50667172,-0.578036,-0.578036,8.0426537,-0.578036,8.0426537
0.0965,-0.64730136,-0.64730136,-0.64730136,-0.64730136,-0.64730136,7.50667172,33.66859072,24.74805102,7.50667172,-1.11401798,-0.578036,16.8132683,8.0426537,-0.578036,-0.578036
0.0975,-0.64730136,-0.64730136,7.97338834,-0.64730136,-0.64730136,-1.11401798,-1.11401798,-1.11401798,-1.11401798,-1.11401798,-0.578036,-0.578036,-0.578036,-0.578036,8.0426537
0.0985,-0.64730136,8.04835084,7.97338834,7.97338834,-0.64730136,-1.11401798,7.58163422,16.12736132,7.50667172,-1.11401798,-0.578036,-0.578036,-0.578036,-0.578036,-0.578036
0.0995,-0.64730136,8.04835084,-0.64730136,-0.64730136,-0.64730136,-1.11401798,7.58163422,-1.11401798,-1.11401798,7.50667172,-0.578036,8.1176162,-0.578036,-0.578036,-0.578036
0.1005,-0.64730136,-0.64730136,7.97338834,-0.64730136,-0.64730136,-1.11401798,16.27728632,-1.11401798,7.50667172,-1.11401798,-0.578036,8.1176162,8.0426537,-0.578036,-0.578036
0.1015,-0.64730136,-0.64730136,-0.64730136,-0.64730136,-0.64730136,-1.11401798,7.58163422,-1.11401798,7.50667172,7.50667172,-0.578036,8.1176162,-0.578036,-0.578036,-0.578036
0.1025,-0.64730136,-0.64730136,-0.64730136,-0.64730136,-0.64730136,-1.11401798,-1.11401798,16.12736132,-1.11401798,7.50667172,-0.578036,-0.578036,-0.578036,-0.578036,-0.578036
0.1035,-0.64730136,-0.64730136,-0.64730136,-0.64730136,7.97338834,-1.11401798,-1.11401798,16.12736132,-1.11401798,-1.11401798,-0.578036,-0.578036,-0.578036,-0.578036,-0.578036
0.1045,-0.64730136,-0.64730136,-0.64730136,7.97338834,-0.64730136,-1.11401798,7.58163422,-1.11401798,-1.11401798,7.50667172,-0.578036,-0.578036,-0.578036,-0.578036,-0.578036
0.1055,-0.64730136,-0.64730136,-0.64730136,-0.64730136,-0.64730136,-1.11401798,-1.11401798,7.50667172,-1.11401798,-1.11401798,-0.578036,8.1176162,-0.578036,-0.578036,-0.578036
0.1065,-0.64730136,-0.64730136,-0.64730136,-0.64730136,-0.64730136,-1.11401798,7.58163422,16.12736132,7.50667172,7.50667172,-0.578036,-0.578036,-0.578036,8.0426537,8.0426537
0.1075,-0.64730136,8.04835084,-0.64730136,-0.64730136,-0.64730136,7.50667172,-1.11401798,-1.11401798,7.50667172,-1.11401798,-0.578036,8.1176162,-0.578036,-0.578036,-0.578036
0.1085,-0.64730136,8.04835084,-0.64730136,-0.64730136,-0.64730136,7.50667172,33.66859072,-1.11401798,-1.11401798,-1.11401798,-0.578036,-0.578036,-0.578036,-0.578036,-0.578036
0.1095,-0.64730136,16.74400294,-0.64730136,-0.64730136,-0.64730136,-1.11401798,7.58163422,-1.11401798,-1.11401798,-1.11401798,-0.578036,25.5089205,-0.578036,-0.578036,-0.578036
0.1105,-0.64730136,16.74400294,-0.64730136,-0.64730136,7.97338834,-1.11401798,16.27728632,-1.11401798,-1.11401798,16.12736132,-0.578036,16.8132683,-0.578036,-0.578036,-0.578036
0.1115,-0.64730136,51.52661164,-0.64730136,-0.64730136,-0.64730136,7.50667172,42.36424292,-1.11401798,7.50667172,-1.11401798,-0.578036,25.5089205,8.0426537,-0.578036,-0.578036
0.1125,7.97338834,34.13530734,-0.64730136,-0.64730136,-0.64730136,-1.11401798,7.58163422,-1.11401798,-1.11401798,7.50667172,-0.578036,16.8132683,-0.578036,-0.578036,-0.578036
0.1135,-0.64730136,34.13530734,-0.64730136,-0.64730136,-0.64730136,7.50667172,24.97293852,-1.11401798,-1.11401798,-1.11401798,-0.578036,-0.578036,-0.578036,-0.578036,-0.578036
0.1145,7.97338834,8.04835084,-0.64730136,-0.64730136,-0.64730136,7.50667172,24.97293852,-1.11401798,7.50667172,7.50667172,-0.578036,-0.578036,-0.578036,-0.578036,-0.578036
0.1155,7.97338834,-0.64730136,-0.64730136,-0.64730136,-0.64730136,-1.11401798,7.58163422,-1.11401798,-1.11401798,-1.11401798,-0.578036,-0.578036,-0.578036,-0.578036,-0.578036
0.1165,-0.64730136,8.04835084,-0.64730136,-0.64730136,-0.64730136,7.50667172,16.27728632,-1.11401798,-1.11401798,7.50667172,-0.578036,8.1176162,-0.578036,-0.578036,-0.578036
0.1175,7.97338834,-0.64730136,-0.64730136,-0.64730136,-0.64730136,-1.11401798,7.58163422,-1.11401798,-1.11401798,-1.11401798,-0.578036,-0.578036,-0.578036,-0.578036,-0.578036
0.1185,25.21476764,-0.64730136,-0.64730136,-0.64730136,-0.64730136,7.50667172,7.58163422,-1.11401798,-1.11401798,-1.11401798,-0.578036,-0.578036,-0.578036,-0.578036,-0.578036
0.1195,-0.64730136,8.04835084,-0.64730136,-0.64730136,-0.64730136,16.12736132,-1.11401798,-1.11401798,-1.11401798,-1.11401798,-0.578036,-0.578036,-0.578036,-0.578036,-0.578036
0.1205,7.97338834,-0.64730136,-0.64730136,-0.64730136,-0.64730136,7.50667172,-1.11401798,-1.11401798,-1.11401798,7.50667172,8.0426537,-0.578036,-0.578036,-0.578036,-0.578036
0.1215,25.21476764,-0.64730136,-0.64730136,-0.64730136,7.97338834,-1.11401798,-1.11401798,-1.11401798,-1.11401798,-1.11401798,-0.578036,-0.578036,-0.578036,-0.578036,-0.578036
0.1225,16.59407794,-0.64730136,-0.64730136,-0.64730136,-0.64730136,33.36874062,-1.11401798,16.12736132,-1.11401798,-1.11401798,-0.578036,-0.578036,-0.578036,-0.578036,-0.578036
0.1235,7.97338834,-0.64730136,-0.64730136,-0.64730136,-0.64730136,-1.11401798,-1.11401798,-1.11401798,-1.11401798,7.50667172,-0.578036,-0.578036,-0.578036,-0.578036,-0.578036
0.1245,7.97338834,-0.64730136,-0.64730136,-0.64730136,-0.64730136,41.98943032,7.58163422,-1.11401798,7.50667172,-1.11401798,8.0426537,-0.578036,-0.578036,-0.578036,-0.578036
0.1255,7.97338834,8.04835084,-0.64730136,-0.64730136,-0.64730136,33.36874062,16.27728632,7.50667172,-1.11401798,-1.11401798,16.6633433,8.1176162,-0.578036,-0.578036,-0.578036
0.1265,-0.64730136,-0.64730136,-0.64730136,-0.64730136,-0.64730136,16.12736132,-1.11401798,-1.11401798,-1.11401798,-1.11401798,-0.578036,-0.578036,-0.578036,-0.578036,-0.578036
0.1275,16.59407794,-0.64730136,-0.64730136,-0.64730136,-0.64730136,24.74805102,7.58163422,-1.11401798,-1.11401798,-1.11401798,8.0426537,8.1176162,8.0426537,-0.578036,-0.578036
0.1285,7.97338834,16.74400294,7.97338834,-0.64730136,-0.64730136,7.50667172,7.58163422,7.50667172,-1.11401798,-1.11401798,8.0426537,8.1176162,-0.578036,-0.578036,-0.578036
0.1295,-0.64730136,16.74400294,7.97338834,-0.64730136,-0.64730136,16.12736132,7.58163422,-1.11401798,-1.11401798,-1.11401798,-0.578036,-0.578036,-0.578036,-0.578036,-0.578036
0.1305,25.21476764,-0.64730136,-0.64730136,7.97338834,-0.64730136,-1.11401798,7.58163422,-1.11401798,-1.11401798,-1.11401798,-0.578036,-0.578036,8.0426537,-0.578036,16.6633433
0.1315,-0.64730136,-0.64730136,-0.64730136,7.97338834,-0.64730136,-1.11401798,7.58163422,-1.11401798,-1.11401798,-1.11401798,-0.578036,-0.578036,-0.578036,-0.578036,-0.578036
0.1325,-0.64730136,8.04835084,-0.64730136,7.97338834,-0.64730136,-1.11401798,7.58163422,-1.11401798,-1.11401798,-1.11401798,-0.578036,8.1176162,-0.578036,-0.578036,8.0426537
0.1335,-0.64730136,-0.64730136,-0.64730136,-0.64730136,-0.64730136,-1.11401798,-1.11401798,-1.11401798,7.50667172,-1.11401798,-0.578036,-0.578036,-0.578036,-0.578036,-0.578036
