,f01_stimulus_1,f01_stimulus_2,f01_stimulus_3,f01_stimulus_4,f01_stimulus_5,f02_stimulus_1,f02_stimulus_2,f02_stimulus_3,f02_stimulus_4,f02_stimulus_5,f03_stimulus_1,f03_stimulus_2,f03_stimulus_3,f03_stimulus_4,f03_stimulus_5,f04_stimulus_1,f04_stimulus_2,f04_stimulus_3,f04_stimulus_4,f04_stimulus_5,f05_stimulus_1,f05_stimulus_2,f05_stimulus_3,f05_stimulus_4,f05_stimulus_5,f06_stimulus_1,f06_stimulus_2,f06_stimulus_3,f06_stimulus_4,f06_stimulus_5
0.0005,-0.04666666,-0.04666666,-0.04666666,-0.04666666,-0.04666666,-0.05328918,-0.05328918,-0.05328918,-0.05328918,-0.05328918,-0.01333332,-0.01333332,-0.01333332,-0.01333332,-0.01333332,-0.02662252,-0.02662252,-0.02662252,-0.02662252,-0.02662252,-0.08000002,-0.08000002,-0.08000002,-0.08000002,-0.08000002,-0.3460486,-0.3460486,-0.3460486,-0.3460486,-0.3460486
0.0015,-0.04666666,-0.04666666,-0.04666666,-0.04666666,-0.04666666,-0.05328918,-0.05328918,-0.05328918,-0.05328918,-0.05328918,-0.01333332,-0.01333332,-0.01333332,-0.01333332,-0.01333332,-0.02662252,-0.02662252,-0.02662252,-0.02662252,-0.02662252,-0.08000002,-0.08000002,-0.08000002,-0.08000002,-0.08000002,-0.3460486,-0.3460486,6.3206181,-0.3460486,-0.3460486
0.0025,-0.04666666,-0.04666666,-0.04666666,-0.04666666,-0.04666666,-0.05328918,-0.05328918,-0.05328918,-0.05328918,-0.05328918,-0.01333332,-0.01333332,-0.01333332,-0.01333332,-0.01333332,-0.02662252,-0.02662252,-0.02662252,-0.02662252,-0.02662252,-0.08000002,-0.08000002,-0.08000002,-0.08000002,-0.08000002,-0.3460486,-0.3460486,-0.3460486,-0.3460486,-0.3460486
0.0035,-0.04666666,-0.04666666,-0.04666666,-0.04666666,-0.04666666,-0.05328918,-0.05328918,-0.05328918,-0.05328918,-0.05328918,-0.01333332,-0.01333332,-0.01333332,-0.01333332,-0.01333332,-0.02662252,-0.02662252,-0.02662252,-0.02662252,-0.02662252,-0.08000002,-0.08000002,-0.08000002,-0.08000002,-0.08000002,-0.3460486,-0.3460486,6.3206181,-0.3460486,-0.3460486
0.0045,-0.04666666,-0.04666666,-0.04666666,-0.04666666,-0.04666666,-0.05328918,-0.05328918,-0.05328918,-0.05328918,-0.05328918,-0.01333332,-0.01333332,-0.01333332,-0.01333332,-0.01333332,-0.02662252,-0.02662252,-0.02662252,-0.02662252,-0.02662252,-0.08000002,-0.08000002,-0.08000002,-0.08000002,-0.08000002,-0.3460486,-0.3460486,-0.3460486,-0.3460486,-0.3460486
0.0055,-0.04666666,-0.04666666,-0.04666666,-0.04666666,-0.04666666,-0.05328918,-0.05328918,-0.05328918,-0.05328918,-0.05328918,-0.01333332,-0.01333332,-0.01333332,-0.01333332,-0.01333332,-0.02662252,-0.02662252,-0.02662252,-0.02662252,-0.02662252,-0.08000002,-0.08000002,-0.08000002,-0.08000002,-0.08000002,-0.3460486,-0.3460486,-0.3460486,-0.3460486,-0.3460486
0.0065,-0.04666666,-0.04666666,-0.04666666,-0.04666666,-0.04666666,-0.05328918,6.61337752,13.28004412,6.61337752,6.61337752,-0.01333332,-0.01333332,-0.01333332,-0.01333332,-0.01333332,-0.02662252,-0.02662252,-0.02662252,-0.02662252,-0.02662252,-0.08000002,-0.08000002,-0.08000002,-0.08000002,6.58666668,-0.3460486,-0.3460486,-0.3460486,-0.3460486,6.3206181
0.0075,-0.04666666,-0.04666666,-0.04666666,-0.04666666,-0.04666666,-0.05328918,-0.05328918,-0.05328918,-0.05328918,-0.05328918,-0.01333332,-0.01333332,-0.01333332,6.65333338,-0.01333332,-0.02662252,-0.02662252,-0.02662252,-0.02662252,-0.02662252,-0.08000002,-0.08000002,-0.08000002,6.58666668,-0.08000002,-0.3460486,-0.3460486,6.3206181,-0.3460486,-0.3460486
0.0085,-0.04666666,-0.04666666,-0.04666666,6.62000004,-0.04666666,-0.05328918,6.61337752,-0.05328918,-0.05328918,-0.05328918,-0.01333332,-0.01333332,6.65333338,-0.01333332,6.65333338,6.59589408,-0.02662252,-0.02662252,-0.02662252,13.30671078,-0.08000002,-0.08000002,6.58666668,-0.08000002,-0.08000002,-0.3460486,-0.3460486,-0.3460486,12.9872847,6.3206181
0.0095,6.57584994,6.62000004,6.62000004,13.28666664,6.62000004,-0.05328918,6.61337752,-0.05328918,-0.05328918,-0.05328918,-0.01333332,-0.01333332,-0.01333332,-0.01333332,13.31999998,-0.02662252,-0.02662252,6.64004418,-0.02662252,6.64004418,-0.08000002,-0.08000002,-0.08000002,-0.08000002,-0.08000002,-0.3460486,-0.3460486,-0.3460486,6.3206181,-0.3460486
