,f01_stimulus_1,f01_stimulus_2,f01_stimulus_3,f01_stimulus_4,f01_stimulus_5,f02_stimulus_1,f02_stimulus_2,f02_stimulus_3,f02_stimulus_4,f02_stimulus_5,f03_stimulus_1,f03_stimulus_2,f03_stimulus_3,f03_stimulus_4,f03_stimulus_5
0.1195,-1.08877968,8.00212942,-1.08877968,-1.08877968,-1.08877968,-0.22661754,-0.22661754,-0.22661754,-0.22661754,-0.22661754,8.1927109,-0.8981982,-0.8981982,8.1927109,-0.8981982
0.1205,8.00212942,8.00212942,-1.08877968,-1.08877968,7.92022932,-0.22661754,-0.22661754,-0.22661754,-0.22661754,-0.22661754,-0.8981982,-0.8981982,-0.8981982,-0.8981982,-0.8981982
0.1215,-1.08877968,-1.08877968,-1.08877968,-1.08877968,-1.08877968,-0.22661754,-0.22661754,-0.22661754,-0.22661754,-0.22661754,-0.8981982,-0.8981982,-0.8981982,-0.8981982,-0.8981982
0.1225,-1.08877968,-1.08877968,8.00212942,8.00212942,-1.08877968,-0.22661754,-0.22661754,-0.22661754,-0.22661754,8.78239146,-0.8981982,-0.8981982,-0.8981982,8.1927109,-0.8981982
0.1235,-1.08877968,-1.08877968,-1.08877968,-1.08877968,-1.08877968,-0.22661754,-0.22661754,-0.22661754,-0.22661754,-0.22661754,8.1927109,-0.8981982,-0.8981982,-0.8981982,-0.8981982
0.1245,-1.08877968,-1.08877968,8.00212942,-1.08877968,-1.08877968,-0.22661754,-0.22661754,-0.22661754,-0.22661754,-0.22661754,-0.8981982,-0.8981982,-0.8981982,-0.8981982,-0.8981982
0.1255,-1.08877968,8.00212942,-1.08877968,-1.08877968,7.92022932,-0.22661754,-0.22661754,-0.22661754,-0.22661754,-0.22661754,-0.8981982,8.1927109,-0.8981982,-0.8981982,-0.8981982
0.1265,-1.08877968,-1.08877968,8.00212942,8.00212942,-1.08877968,-0.22661754,-0.22661754,-0.22661754,-0.22661754,-0.22661754,8.1927109,-0.8981982,-0.8981982,8.1927109,17.1198198
0.1275,-1.08877968,-1.08877968,-1.08877968,-1.08877968,-1.08877968,-0.22661754,-0.22661754,-0.22661754,-0.22661754,-0.22661754,-0.8981982,-0.8981982,-0.8981982,-0.8981982,8.1108108
0.1285,-1.08877968,-1.08877968,8.00212942,-1.08877968,-1.08877968,-0.22661754,-0.22661754,-0.22661754,-0.22661754,-0.22661754,-0.8981982,8.1927109,-0.8981982,-0.8981982,-0.8981982
0.1295,-1.08877968,8.00212942,-1.08877968,-1.08877968,-1.08877968,-0.22661754,-0.22661754,-0.22661754,-0.22661754,-0.22661754,-0.8981982,8.1927109,-0.8981982,-0.8981982,-0.8981982
0.1305,-1.08877968,-1.08877968,-1.08877968,-1.08877968,-1.08877968,-0.22661754,-0.22661754,8.86429156,-0.22661754,-0.22661754,8.1927109,-0.8981982,-0.8981982,-0.8981982,-0.8981982
0.1315,8.00212942,17.09303852,8.00212942,-1.08877968,-1.08877968,-0.22661754,-0.22661754,-0.22661754,-0.22661754,-0.22661754,-0.8981982,-0.8981982,-0.8981982,-0.8981982,-0.8981982
0.1325,-1.08877968,-1.08877968,-1.08877968,-1.08877968,-1.08877968,-0.22661754,-0.22661754,-0.22661754,-0.22661754,-0.22661754,-0.8981982,-0.8981982,8.1927109,-0.8981982,8.1108108
0.1335,-1.08877968,-1.08877968,-1.08877968,-1.08877968,-1.08877968,-0.22661754,-0.22661754,-0.22661754,-0.22661754,-0.22661754,8.1927109,-0.8981982,-0.8981982,-0.8981982,-0.8981982
0.1345,-1.08877968,-1.08877968,-1.08877968,-1.08877968,-1.08877968,-0.22661754,-0.22661754,-0.22661754,-0.22661754,-0.22661754,-0.8981982,-0.8981982,-0.8981982,8.1927109,-0.8981982
0.1355,8.00212942,-1.08877968,-1.08877968,-1.08877968,7.92022932,-0.22661754,-0.22661754,-0.22661754,-0.22661754,-0.22661754,-0.8981982,-0.8981982,-0.8981982,-0.8981982,-0.8981982
0.1365,-1.08877968,-1.08877968,-1.08877968,8.00212942,-1.08877968,-0.22661754,-0.22661754,-0.22661754,-0.22661754,-0.22661754,-0.8981982,-0.8981982,8.1927109,-0.8981982,-0.8981982
0.1375,-1.08877968,-1.08877968,8.00212942,-1.08877968,-1.08877968,-0.22661754,8.86429156,-0.22661754,-0.22661754,-0.22661754,-0.8981982,-0.8981982,-0.8981982,-0.8981982,-0.8981982
0.1385,-1.08877968,-1.08877968,-1.08877968,-1.08877968,-1.08877968,-0.22661754,-0.22661754,-0.22661754,-0.22661754,-0.22661754,-0.8981982,-0.8981982,-0.8981982,-0.8981982,-0.8981982
0.1395,-1.08877968,-1.08877968,-1.08877968,-1.08877968,-1.08877968,-0.22661754,-0.22661754,-0.22661754,-0.22661754,-0.22661754,17.28362,-0.8981982,-0.8981982,-0.8981982,8.1108108
0.1405,-1.08877968,-1.08877968,-1.08877968,-1.08877968,-1.08877968,-0.22661754,-0.22661754,-0.22661754,-0.22661754,-0.22661754,-0.8981982,-0.8981982,-0.8981982,-0.8981982,-0.8981982
0.1415,8.00212942,8.00212942,-1.08877968,8.00212942,-1.08877968,-0.22661754,-0.22661754,-0.22661754,-0.22661754,-0.22661754,8.1927109,8.1927109,-0.8981982,-0.8981982,-0.8981982
0.1425,-1.08877968,-1.08877968,-1.08877968,-1.08877968,-1.08877968,-0.22661754,-0.22661754,-0.22661754,-0.22661754,-0.22661754,8.1927109,-0.8981982,8.1927109,8.1927109,-0.8981982
0.1435,-1.08877968,8.00212942,-1.08877968,-1.08877968,-1.08877968,-0.22661754,-0.22661754,-0.22661754,-0.22661754,-0.22661754,-0.8981982,-0.8981982,8.1927109,-0.8981982,-0.8981982
0.1445,8.00212942,-1.08877968,-1.08877968,-1.08877968,-1.08877968,-0.22661754,-0.22661754,-0.22661754,-0.22661754,-0.22661754,-0.8981982,-0.8981982,-0.8981982,-0.8981982,-0.8981982
0.1455,-1.08877968,8.00212942,8.00212942,8.00212942,-1.08877968,-0.22661754,8.86429156,-0.22661754,-0.22661754,-0.22661754,-0.8981982,-0.8981982,-0.8981982,-0.8981982,-0.8981982
0.1465,-1.08877968,-1.08877968,-1.08877968,-1.08877968,-1.08877968,-0.22661754,-0.22661754,-0.22661754,-0.22661754,-0.22661754,-0.8981982,-0.8981982,-0.8981982,-0.8981982,-0.8981982
0.1475,8.00212942,-1.08877968,-1.08877968,-1.08877968,-1.08877968,-0.22661754,8.86429156,-0.22661754,-0.22661754,-0.22661754,8.1927109,-0.8981982,-0.8981982,-0.8981982,-0.8981982
0.1485,8.00212942,8.00212942,-1.08877968,-1.08877968,-1.08877968,-0.22661754,-0.22661754,-0.22661754,-0.22661754,-0.22661754,-0.8981982,-0.8981982,-0.8981982,-0.8981982,-0.8981982
0.1495,8.00212942,-1.08877968,8.00212942,-1.08877968,-1.08877968,-0.22661754,-0.22661754,-0.22661754,-0.22661754,-0.22661754,-0.8981982,-0.8981982,-0.8981982,-0.8981982,-0.8981982
