,f01_stimulus_1,f01_stimulus_2,f01_stimulus_3,f01_stimulus_4,f01_stimulus_5,f02_stimulus_1,f02_stimulus_2,f02_stimulus_3,f02_stimulus_4,f02_stimulus_5,f03_stimulus_1,f03_stimulus_2,f03_stimulus_3,f03_stimulus_4,f03_stimulus_5,f04_stimulus_1,f04_stimulus_2,f04_stimulus_3,f04_stimulus_4,f04_stimulus_5,f05_stimulus_1,f05_stimulus_2,f05_stimulus_3,f05_stimulus_4,f05_stimulus_5
0.0105,-1.03032498,16.82681792,150.7553893,123.969675,98.06877412,-0.797056,70.6315154,25.9886583,25.9886583,35.23898,-1.42519308,16.43194982,-1.42519308,16.43194982,16.59282492,-0.27767054,17.57947236,35.43661516,17.57947236,62.78539256,7.8626126,43.4964607,79.2107465,34.5678893,25.8806306
0.0115,-1.03032498,34.68396072,34.68396072,34.68396072,25.99670202,-0.797056,25.9886583,61.702944,79.5600869,71.2750161,-1.42519308,16.43194982,70.00337832,34.28909262,7.58381592,-0.27767054,17.57947236,44.36518656,35.43661516,44.76737446,-1.1463964,16.7107465,61.3536036,25.6393179,-1.1463964
0.0125,-1.03032498,25.75538932,25.75538932,16.82681792,-1.03032498,-0.797056,17.0600869,25.9886583,8.1315154,-0.797056,-1.42519308,43.21766402,16.43194982,7.50337832,-1.42519308,-0.27767054,-0.27767054,8.65090086,-0.27767054,-0.27767054,16.8716216,61.3536036,25.6393179,-1.1463964,-1.1463964
0.0135,-1.03032498,61.46967502,7.89824642,16.82681792,-1.03032498,-0.797056,25.9886583,34.9172297,-0.797056,8.211953,-1.42519308,34.28909262,43.21766402,-1.42519308,7.58381592,-0.27767054,-0.27767054,-0.27767054,-0.27767054,-0.27767054,-1.1463964,25.6393179,7.782175,-1.1463964,-1.1463964
0.0145,-1.03032498,88.25538932,-1.03032498,-1.03032498,-1.03032498,-0.797056,17.0600869,-0.797056,8.1315154,-0.797056,-1.42519308,34.28909262,25.36052122,7.50337832,7.58381592,-0.27767054,35.43661516,8.65090086,-0.27767054,-0.27767054,-1.1463964,25.6393179,-1.1463964,-1.1463964,-1.1463964
0.0155,-1.03032498,70.39824642,7.89824642,-1.03032498,-1.03032498,-0.797056,17.0600869,8.1315154,-0.797056,8.211953,7.58381592,25.36052122,16.43194982,-1.42519308,-1.42519308,-0.27767054,26.50804376,8.65090086,-0.27767054,-0.27767054,-1.1463964,34.5678893,16.7107465,-1.1463964,-1.1463964
0.0165,-1.03032498,106.1125321,7.89824642,-1.03032498,-1.03032498,-0.797056,43.8458011,8.1315154,-0.797056,-0.797056,7.58381592,34.28909262,25.36052122,-1.42519308,-1.42519308,-0.27767054,53.29375806,-0.27767054,-0.27767054,-0.27767054,7.8626126,34.5678893,-1.1463964,-1.1463964,-1.1463964
0.0175,7.97868402,43.61253212,-1.03032498,7.89824642,-1.03032498,-0.797056,61.702944,-0.797056,8.1315154,-0.797056,7.58381592,34.28909262,7.50337832,-1.42519308,-1.42519308,8.73133846,8.65090086,-0.27767054,-0.27767054,-0.27767054,-1.1463964,43.4964607,-1.1463964,-1.1463964,-1.1463964
0.0185,7.97868402,7.89824642,-1.03032498,7.89824642,-1.03032498,8.211953,8.1315154,-0.797056,-0.797056,-0.797056,43.61985192,25.36052122,-1.42519308,7.50337832,-1.42519308,-0.27767054,17.57947236,-0.27767054,-0.27767054,-0.27767054,7.8626126,25.6393179,-1.1463964,-1.1463964,-1.1463964
0.0195,16.98769302,25.75538932,-1.03032498,-1.03032498,-1.03032498,-0.797056,25.9886583,-0.797056,-0.797056,-0.797056,43.61985192,43.21766402,7.50337832,-1.42519308,-1.42519308,-0.27767054,8.65090086,-0.27767054,-0.27767054,-0.27767054,7.8626126,7.782175,-1.1463964,-1.1463964,-1.1463964
0.0205,7.97868402,-1.03032498,-1.03032498,-1.03032498,-1.03032498,17.220962,43.8458011,-0.797056,-0.797056,-0.797056,34.61084292,43.21766402,-1.42519308,-1.42519308,-1.42519308,-0.27767054,8.65090086,-0.27767054,-0.27767054,-0.27767054,34.8896396,-1.1463964,-1.1463964,-1.1463964,-1.1463964
0.0215,35.00571102,-1.03032498,-1.03032498,-1.03032498,-1.03032498,8.211953,25.9886583,-0.797056,-0.797056,-0.797056,25.60183392,7.50337832,-1.42519308,7.50337832,-1.42519308,8.73133846,8.65090086,-0.27767054,-0.27767054,-0.27767054,25.8806306,7.782175,-1.1463964,-1.1463964,-1.1463964
0.0225,16.98769302,-1.03032498,-1.03032498,-1.03032498,-1.03032498,53.2569981,8.1315154,-0.797056,-0.797056,-0.797056,34.61084292,7.50337832,-1.42519308,-1.42519308,-1.42519308,17.74034746,8.65090086,-0.27767054,-0.27767054,-0.27767054,88.9436937,-1.1463964,-1.1463964,-1.1463964,-1.1463964
0.0235,98.06877412,-1.03032498,-1.03032498,-1.03032498,-1.03032498,44.247989,25.9886583,-0.797056,-0.797056,-0.797056,25.60183392,7.50337832,-1.42519308,-1.42519308,-1.42519308,26.74935646,-0.27767054,-0.27767054,-0.27767054,-0.27767054,25.8806306,16.7107465,-1.1463964,-1.1463964,-1.1463964
0.0245,44.01472002,7.89824642,-1.03032498,-1.03032498,-1.03032498,26.229971,-0.797056,-0.797056,-0.797056,-0.797056,16.59282492,7.50337832,-1.42519308,-1.42519308,-1.42519308,62.78539256,-0.27767054,-0.27767054,-0.27767054,-0.27767054,16.8716216,-1.1463964,-1.1463964,-1.1463964,-1.1463964
0.0255,-1.03032498,-1.03032498,-1.03032498,-1.03032498,-1.03032498,17.220962,-0.797056,-0.797056,-0.797056,-0.797056,25.60183392,16.43194982,-1.42519308,-1.42519308,-1.42519308,17.74034746,-0.27767054,-0.27767054,-0.27767054,-0.27767054,25.8806306,7.782175,-1.1463964,-1.1463964,-1.1463964
0.0265,16.98769302,-1.03032498,-1.03032498,-1.03032498,-1.03032498,26.229971,17.0600869,-0.797056,-0.797056,-0.797056,16.59282492,7.50337832,-1.42519308,-1.42519308,-1.42519308,8.73133846,-0.27767054,-0.27767054,-0.27767054,-0.27767054,7.8626126,-1.1463964,-1.1463964,-1.1463964,-1.1463964
0.0275,16.98769302,-1.03032498,-1.03032498,-1.03032498,-1.03032498,8.211953,-0.797056,-0.797056,-0.797056,-0.797056,25.60183392,7.50337832,-1.42519308,-1.42519308,-1.42519308,8.73133846,-0.27767054,-0.27767054,-0.27767054,-0.27767054,16.8716216,-1.1463964,-1.1463964,-1.1463964,-1.1463964
0.0285,16.98769302,-1.03032498,-1.03032498,-1.03032498,-1.03032498,17.220962,-0.797056,-0.797056,-0.797056,-0.797056,43.61985192,-1.42519308,-1.42519308,-1.42519308,-1.42519308,8.73133846,-0.27767054,-0.27767054,-0.27767054,-0.27767054,25.8806306,7.782175,-1.1463964,-1.1463964,-1.1463964
0.0295,16.98769302,-1.03032498,-1.03032498,-1.03032498,-1.03032498,26.229971,8.1315154,-0.797056,-0.797056,-0.797056,34.61084292,-1.42519308,-1.42519308,-1.42519308,-1.42519308,-0.27767054,-0.27767054,-0.27767054,-0.27767054,-0.27767054,7.8626126,-1.1463964,-1.1463964,-1.1463964,-1.1463964
0.0305,-1.03032498,-1.03032498,-1.03032498,-1.03032498,-1.03032498,26.229971,-0.797056,-0.797056,-0.797056,-0.797056,16.59282492,-1.42519308,-1.42519308,-1.42519308,-1.42519308,-0.27767054,-0.27767054,-0.27767054,-0.27767054,-0.27767054,-1.1463964,-1.1463964,-1.1463964,-1.1463964,-1.1463964
0.0315,-1.03032498,-1.03032498,-1.03032498,-1.03032498,-1.03032498,17.220962,-0.797056,8.1315154,-0.797056,-0.797056,16.59282492,-1.42519308,-1.42519308,-1.42519308,-1.42519308,8.73133846,-0.27767054,-0.27767054,-0.27767054,-0.27767054,25.8806306,-1.1463964,-1.1463964,-1.1463964,-1.1463964
0.0325,7.97868402,-1.03032498,-1.03032498,-1.03032498,-1.03032498,8.211953,-0.797056,-0.797056,-0.797056,-0.797056,-1.42519308,-1.42519308,-1.42519308,-1.42519308,-1.42519308,-0.27767054,-0.27767054,-0.27767054,-0.27767054,-0.27767054,-1.1463964,-1.1463964,-1.1463964,-1.1463964,-1.1463964
0.0335,25.99670202,-1.03032498,-1.03032498,-1.03032498,-1.03032498,-0.797056,-0.797056,-0.797056,-0.797056,-0.797056,16.59282492,-1.42519308,-1.42519308,-1.42519308,-1.42519308,-0.27767054,-0.27767054,-0.27767054,-0.27767054,-0.27767054,7.8626126,-1.1463964,-1.1463964,-1.1463964,-1.1463964
0.0345,16.98769302,-1.03032498,-1.03032498,-1.03032498,-1.03032498,8.211953,-0.797056,-0.797056,-0.797056,-0.797056,16.59282492,-1.42519308,-1.42519308,-1.42519308,-1.42519308,-0.27767054,-0.27767054,-0.27767054,-0.27767054,-0.27767054,-1.1463964,7.782175,-1.1463964,-1.1463964,-1.1463964
0.0355,-1.03032498,7.89824642,7.89824642,-1.03032498,-1.03032498,-0.797056,-0.797056,-0.797056,-0.797056,-0.797056,-1.42519308,-1.42519308,-1.42519308,-1.42519308,-1.42519308,-0.27767054,-0.27767054,-0.27767054,-0.27767054,-0.27767054,7.8626126,-1.1463964,-1.1463964,-1.1463964,-1.1463964
0.0365,-1.03032498,-1.03032498,-1.03032498,-1.03032498,-1.03032498,8.211953,-0.797056,-0.797056,-0.797056,-0.797056,7.58381592,7.50337832,-1.42519308,-1.42519308,-1.42519308,-0.27767054,-0.27767054,-0.27767054,-0.27767054,-0.27767054,-1.1463964,7.782175,-1.1463964,-1.1463964,-1.1463964
0.0375,-1.03032498,7.89824642,-1.03032498,-1.03032498,-1.03032498,-0.797056,-0.797056,-0.797056,-0.797056,-0.797056,7.58381592,-1.42519308,-1.42519308,-1.42519308,-1.42519308,-0.27767054,-0.27767054,-0.27767054,-0.27767054,-0.27767054,7.8626126,-1.1463964,-1.1463964,-1.1463964,-1.1463964
0.0385,-1.03032498,7.89824642,-1.03032498,-1.03032498,-1.03032498,-0.797056,-0.797056,-0.797056,-0.797056,-0.797056,-1.42519308,-1.42519308,-1.42519308,-1.42519308,-1.42519308,-0.27767054,-0.27767054,-0.27767054,-0.27767054,-0.27767054,7.8626126,-1.1463964,-1.1463964,-1.1463964,-1.1463964
0.0395,-1.03032498,7.89824642,-1.03032498,-1.03032498,-1.03032498,-0.797056,-0.797056,-0.797056,-0.797056,-0.797056,7.58381592,-1.42519308,-1.42519308,-1.42519308,-1.42519308,-0.27767054,-0.27767054,-0.27767054,-0.27767054,-0.27767054,-1.1463964,-1.1463964,-1.1463964,-1.1463964,-1.1463964
0.0405,7.97868402,-1.03032498,-1.03032498,-1.03032498,7.97868402,8.211953,-0.797056,-0.797056,-0.797056,-0.797056,-1.42519308,-1.42519308,-1.42519308,-1.42519308,-1.42519308,-0.27767054,-0.27767054,-0.27767054,-0.27767054,-0.27767054,-1.1463964,-1.1463964,-1.1463964,-1.1463964,-1.1463964
0.0415,-1.03032498,7.89824642,-1.03032498,-1.03032498,-1.03032498,-0.797056,-0.797056,-0.797056,-0.797056,-0.797056,7.58381592,-1.42519308,-1.42519308,-1.42519308,-1.42519308,-0.27767054,-0.27767054,-0.27767054,-0.27767054,-0.27767054,-1.1463964,-1.1463964,-1.1463964,-1.1463964,-1.1463964
0.0425,7.97868402,7.89824642,7.89824642,7.89824642,7.97868402,-0.797056,-0.797056,-0.797056,-0.797056,-0.797056,-1.42519308,7.50337832,-1.42519308,-1.42519308,-1.42519308,-0.27767054,-0.27767054,-0.27767054,-0.27767054,-0.27767054,-1.1463964,-1.1463964,-1.1463964,-1.1463964,-1.1463964
0.0435,7.97868402,-1.03032498,-1.03032498,-1.03032498,-1.03032498,-0.797056,-0.797056,-0.797056,8.1315154,-0.797056,7.58381592,7.50337832,-1.42519308,-1.42519308,-1.42519308,-0.27767054,-0.27767054,-0.27767054,-0.27767054,-0.27767054,-1.1463964,-1.1463964,-1.1463964,-1.1463964,-1.1463964
0.0445,-1.03032498,7.89824642,7.89824642,-1.03032498,-1.03032498,-0.797056,-0.797056,-0.797056,-0.797056,-0.797056,-1.42519308,-1.42519308,-1.42519308,-1.42519308,-1.42519308,-0.27767054,-0.27767054,8.65090086,-0.27767054,-0.27767054,-1.1463964,-1.1463964,7.782175,-1.1463964,-1.1463964
0.0455,7.97868402,-1.03032498,-1.03032498,16.82681792,-1.03032498,8.211953,-0.797056,-0.797056,8.1315154,-0.797056,7.58381592,-1.42519308,-1.42519308,-1.42519308,-1.42519308,-0.27767054,-0.27767054,8.65090086,-0.27767054,-0.27767054,-1.1463964,-1.1463964,-1.1463964,7.782175,-1.1463964
0.0465,7.97868402,16.82681792,7.89824642,7.89824642,-1.03032498,-0.797056,-0.797056,-0.797056,-0.797056,8.211953,-1.42519308,-1.42519308,-1.42519308,-1.42519308,-1.42519308,-0.27767054,-0.27767054,8.65090086,-0.27767054,-0.27767054,-1.1463964,-1.1463964,-1.1463964,-1.1463964,-1.1463964
0.0475,7.97868402,7.89824642,-1.03032498,16.82681792,7.97868402,-0.797056,-0.797056,-0.797056,-0.797056,-0.797056,7.58381592,-1.42519308,-1.42519308,-1.42519308,-1.42519308,-0.27767054,-0.27767054,-0.27767054,-0.27767054,-0.27767054,7.8626126,-1.1463964,-1.1463964,7.782175,-1.1463964
0.0485,-1.03032498,-1.03032498,16.82681792,-1.03032498,-1.03032498,-0.797056,-0.797056,-0.797056,-0.797056,-0.797056,-1.42519308,-1.42519308,-1.42519308,-1.42519308,-1.42519308,8.73133846,-0.27767054,-0.27767054,-0.27767054,-0.27767054,-1.1463964,7.782175,7.782175,-1.1463964,-1.1463964
0.0495,-1.03032498,-1.03032498,7.89824642,7.89824642,7.97868402,8.211953,-0.797056,-0.797056,-0.797056,-0.797056,-1.42519308,-1.42519308,7.50337832,-1.42519308,-1.42519308,-0.27767054,-0.27767054,8.65090086,8.65090086,-0.27767054,-1.1463964,-1.1463964,-1.1463964,-1.1463964,-1.1463964
0.0505,-1.03032498,-1.03032498,-1.03032498,7.89824642,-1.03032498,-0.797056,-0.797056,-0.797056,8.1315154,-0.797056,-1.42519308,-1.42519308,-1.42519308,-1.42519308,-1.42519308,-0.27767054,8.65090086,-0.27767054,-0.27767054,-0.27767054,-1.1463964,-1.1463964,-1.1463964,-1.1463964,-1.1463964
0.0515,7.97868402,7.89824642,-1.03032498,-1.03032498,-1.03032498,-0.797056,-0.797056,-0.797056,-0.797056,-0.797056,-1.42519308,-1.42519308,7.50337832,-1.42519308,-1.42519308,-0.27767054,-0.27767054,-0.27767054,-0.27767054,-0.27767054,-1.1463964,7.782175,-1.1463964,-1.1463964,7.8626126
0.0525,-1.03032498,-1.03032498,7.89824642,-1.03032498,-1.03032498,-0.797056,8.1315154,-0.797056,-0.797056,-0.797056,7.58381592,-1.42519308,-1.42519308,-1.42519308,-1.42519308,-0.27767054,-0.27767054,-0.27767054,-0.27767054,8.73133846,-1.1463964,7.782175,-1.1463964,7.782175,-1.1463964
0.0535,16.98769302,16.82681792,-1.03032498,7.89824642,-1.03032498,-0.797056,-0.797056,-0.797056,-0.797056,8.211953,-1.42519308,-1.42519308,-1.42519308,7.50337832,-1.42519308,-0.27767054,-0.27767054,-0.27767054,-0.27767054,8.73133846,-1.1463964,-1.1463964,-1.1463964,-1.1463964,-1.1463964
0.0545,-1.03032498,-1.03032498,7.89824642,-1.03032498,-1.03032498,-0.797056,-0.797056,-0.797056,17.0600869,-0.797056,7.58381592,-1.42519308,-1.42519308,-1.42519308,-1.42519308,-0.27767054,-0.27767054,-0.27767054,-0.27767054,-0.27767054,7.8626126,7.782175,-1.1463964,-1.1463964,-1.1463964
0.0555,7.97868402,16.82681792,-1.03032498,7.89824642,7.97868402,-0.797056,-0.797056,-0.797056,-0.797056,-0.797056,7.58381592,7.50337832,-1.42519308,-1.42519308,7.58381592,-0.27767054,-0.27767054,-0.27767054,-0.27767054,-0.27767054,-1.1463964,-1.1463964,-1.1463964,-1.1463964,7.8626126
0.0565,7.97868402,-1.03032498,-1.03032498,-1.03032498,-1.03032498,-0.797056,-0.797056,-0.797056,-0.797056,-0.797056,-1.42519308,-1.42519308,-1.42519308,-1.42519308,-1.42519308,-0.27767054,-0.27767054,-0.27767054,8.65090086,-0.27767054,-1.1463964,-1.1463964,-1.1463964,-1.1463964,-1.1463964
0.0575,7.97868402,16.82681792,-1.03032498,-1.03032498,7.97868402,-0.797056,8.1315154,8.1315154,-0.797056,-0.797056,-1.42519308,7.50337832,-1.42519308,-1.42519308,7.58381592,-0.27767054,-0.27767054,-0.27767054,-0.27767054,-0.27767054,16.8716216,-1.1463964,-1.1463964,-1.1463964,-1.1463964
0.0585,-1.03032498,-1.03032498,-1.03032498,-1.03032498,-1.03032498,-0.797056,-0.797056,-0.797056,-0.797056,17.220962,-1.42519308,-1.42519308,-1.42519308,-1.42519308,-1.42519308,-0.27767054,-0.27767054,-0.27767054,8.65090086,-0.27767054,-1.1463964,7.782175,-1.1463964,-1.1463964,7.8626126
0.0595,7.97868402,-1.03032498,7.89824642,-1.03032498,-1.03032498,-0.797056,-0.797056,-0.797056,-0.797056,-0.797056,-1.42519308,-1.42519308,-1.42519308,-1.42519308,-1.42519308,-0.27767054,-0.27767054,-0.27767054,-0.27767054,8.73133846,-1.1463964,-1.1463964,-1.1463964,16.7107465,7.8626126
0.0605,-1.03032498,7.89824642,-1.03032498,-1.03032498,7.97868402,-0.797056,-0.797056,8.1315154,8.1315154,-0.797056,7.58381592,-1.42519308,-1.42519308,-1.42519308,-1.42519308,-0.27767054,-0.27767054,-0.27767054,-0.27767054,-0.27767054,7.8626126,7.782175,-1.1463964,-1.1463964,-1.1463964
0.0615,7.97868402,16.82681792,-1.03032498,-1.03032498,25.99670202,-0.797056,-0.797056,8.1315154,-0.797056,8.211953,7.58381592,-1.42519308,-1.42519308,7.50337832,-1.42519308,-0.27767054,-0.27767054,-0.27767054,-0.27767054,-0.27767054,-1.1463964,16.7107465,-1.1463964,7.782175,-1.1463964
0.0625,7.97868402,7.89824642,-1.03032498,-1.03032498,7.97868402,-0.797056,-0.797056,-0.797056,-0.797056,-0.797056,-1.42519308,-1.42519308,-1.42519308,-1.42519308,7.58381592,-0.27767054,-0.27767054,-0.27767054,-0.27767054,-0.27767054,-1.1463964,-1.1463964,-1.1463964,7.782175,-1.1463964
0.0635,-1.03032498,-1.03032498,7.89824642,-1.03032498,16.98769302,-0.797056,-0.797056,-0.797056,-0.797056,-0.797056,7.58381592,-1.42519308,-1.42519308,16.43194982,-1.42519308,-0.27767054,-0.27767054,-0.27767054,-0.27767054,-0.27767054,-1.1463964,-1.1463964,-1.1463964,-1.1463964,7.8626126
0.0645,7.97868402,7.89824642,-1.03032498,-1.03032498,-1.03032498,-0.797056,17.0600869,-0.797056,-0.797056,-0.797056,7.58381592,-1.42519308,-1.42519308,7.50337832,-1.42519308,-0.27767054,-0.27767054,-0.27767054,-0.27767054,-0.27767054,7.8626126,-1.1463964,7.782175,7.782175,-1.1463964
0.0655,7.97868402,7.89824642,-1.03032498,-1.03032498,-1.03032498,-0.797056,8.1315154,-0.797056,8.1315154,-0.797056,-1.42519308,7.50337832,-1.42519308,7.50337832,7.58381592,-0.27767054,-0.27767054,-0.27767054,-0.27767054,-0.27767054,7.8626126,-1.1463964,-1.1463964,7.782175,-1.1463964
0.0665,-1.03032498,7.89824642,-1.03032498,7.89824642,7.97868402,-0.797056,-0.797056,-0.797056,-0.797056,-0.797056,-1.42519308,7.50337832,-1.42519308,-1.42519308,-1.42519308,-0.27767054,-0.27767054,-0.27767054,-0.27767054,17.74034746,-1.1463964,7.782175,7.782175,7.782175,-1.1463964
0.0675,7.97868402,7.89824642,7.89824642,16.82681792,35.00571102,8.211953,-0.797056,-0.797056,-0.797056,-0.797056,7.58381592,7.50337832,-1.42519308,7.50337832,16.59282492,-0.27767054,-0.27767054,-0.27767054,-0.27767054,8.73133846,-1.1463964,-1.1463964,-1.1463964,-1.1463964,-1.1463964
0.0685,7.97868402,7.89824642,-1.03032498,16.82681792,16.98769302,-0.797056,8.1315154,-0.797056,-0.797056,17.220962,-1.42519308,7.50337832,-1.42519308,-1.42519308,16.59282492,-0.27767054,-0.27767054,-0.27767054,-0.27767054,-0.27767054,7.8626126,-1.1463964,7.782175,7.782175,16.8716216
0.0695,-1.03032498,7.89824642,7.89824642,-1.03032498,7.97868402,-0.797056,-0.797056,-0.797056,8.1315154,17.220962,-1.42519308,7.50337832,-1.42519308,7.50337832,16.59282492,-0.27767054,-0.27767054,-0.27767054,8.65090086,8.73133846,7.8626126,-1.1463964,-1.1463964,7.782175,16.8716216
0.0705,-1.03032498,-1.03032498,7.89824642,16.82681792,53.02372912,-0.797056,17.0600869,-0.797056,-0.797056,17.220962,-1.42519308,7.50337832,-1.42519308,7.50337832,16.59282492,-0.27767054,-0.27767054,-0.27767054,17.57947236,17.74034746,16.8716216,16.7107465,-1.1463964,-1.1463964,16.8716216
0.0715,-1.03032498,7.89824642,7.89824642,7.89824642,44.01472002,-0.797056,-0.797056,-0.797056,17.0600869,8.211953,-1.42519308,7.50337832,7.50337832,-1.42519308,25.60183392,-0.27767054,-0.27767054,-0.27767054,17.57947236,8.73133846,-1.1463964,-1.1463964,-1.1463964,7.782175,52.9076577
0.0725,7.97868402,16.82681792,-1.03032498,7.89824642,25.99670202,-0.797056,17.0600869,-0.797056,-0.797056,17.220962,-1.42519308,-1.42519308,16.43194982,25.36052122,43.61985192,-0.27767054,-0.27767054,-0.27767054,8.65090086,35.75836546,-1.1463964,-1.1463964,-1.1463964,25.6393179,52.9076577
0.0735,7.97868402,-1.03032498,-1.03032498,7.89824642,44.01472002,-0.797056,-0.797056,-0.797056,8.1315154,35.23898,-1.42519308,7.50337832,7.50337832,-1.42519308,25.60183392,-0.27767054,8.65090086,-0.27767054,26.50804376,-0.27767054,7.8626126,7.782175,16.7107465,16.7107465,43.8986486
0.0745,-1.03032498,-1.03032498,7.89824642,25.75538932,53.02372912,-0.797056,8.1315154,-0.797056,8.1315154,26.229971,16.59282492,-1.42519308,34.28909262,7.50337832,34.61084292,-0.27767054,-0.27767054,-0.27767054,26.50804376,17.74034746,-1.1463964,-1.1463964,7.782175,16.7107465,34.8896396
0.0755,-1.03032498,-1.03032498,7.89824642,-1.03032498,16.98769302,-0.797056,-0.797056,8.1315154,17.0600869,8.211953,-1.42519308,16.43194982,7.50337832,25.36052122,43.61985192,-0.27767054,-0.27767054,8.65090086,8.65090086,26.74935646,-1.1463964,-1.1463964,25.6393179,25.6393179,43.8986486
0.0765,7.97868402,16.82681792,25.75538932,25.75538932,7.97868402,8.211953,8.1315154,-0.797056,8.1315154,17.220962,-1.42519308,16.43194982,43.21766402,16.43194982,25.60183392,-0.27767054,-0.27767054,-0.27767054,26.50804376,8.73133846,-1.1463964,-1.1463964,-1.1463964,16.7107465,43.8986486
0.0775,7.97868402,-1.03032498,25.75538932,25.75538932,16.98769302,-0.797056,-0.797056,-0.797056,25.9886583,17.220962,7.58381592,7.50337832,16.43194982,43.21766402,79.65588802,-0.27767054,-0.27767054,8.65090086,26.50804376,-0.27767054,-1.1463964,-1.1463964,25.6393179,61.3536036,25.8806306
0.0785,-1.03032498,7.89824642,34.68396072,16.82681792,7.97868402,-0.797056,8.1315154,25.9886583,8.1315154,17.220962,-1.42519308,16.43194982,25.36052122,25.36052122,52.62886102,-0.27767054,-0.27767054,-0.27767054,26.50804376,-0.27767054,-1.1463964,7.782175,16.7107465,25.6393179,-1.1463964
0.0795,16.98769302,-1.03032498,16.82681792,7.89824642,7.97868402,-0.797056,-0.797056,8.1315154,52.7743726,-0.797056,-1.42519308,-1.42519308,43.21766402,34.28909262,-1.42519308,-0.27767054,-0.27767054,-0.27767054,8.65090086,-0.27767054,-1.1463964,-1.1463964,7.782175,16.7107465,25.8806306
