,f01_stimulus_1,f01_stimulus_2,f01_stimulus_3,f01_stimulus_4,f01_stimulus_5,f02_stimulus_1,f02_stimulus_2,f02_stimulus_3,f02_stimulus_4,f02_stimulus_5,f03_stimulus_1,f03_stimulus_2,f03_stimulus_3,f03_stimulus_4,f03_stimulus_5
0.0005,-0.75981336,-0.75981336,-0.75981336,-0.75981336,-0.75981336,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.35730374,-0.35730374,-0.35730374,-0.35730374,-0.35730374
0.0015,-0.75981336,-0.75981336,-0.75981336,-0.75981336,-0.75981336,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.35730374,-0.35730374,-0.35730374,-0.35730374,-0.35730374
0.0025,-0.75981336,-0.75981336,-0.75981336,8.16875804,-0.75981336,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.35730374,-0.35730374,-0.35730374,-0.35730374,-0.35730374
0.0035,-0.75981336,-0.75981336,-0.75981336,-0.75981336,-0.75981336,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.35730374,-0.35730374,-0.35730374,-0.35730374,8.57126766
0.0045,-0.75981336,-0.75981336,-0.75981336,-0.75981336,-0.75981336,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.35730374,-0.35730374,-0.35730374,-0.35730374,-0.35730374
0.0055,-0.75981336,-0.75981336,8.16875804,-0.75981336,8.16875804,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.35730374,-0.35730374,8.57126766,-0.35730374,-0.35730374
0.0065,-0.75981336,-0.75981336,-0.75981336,-0.75981336,17.09732954,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.35730374,-0.35730374,-0.35730374,8.57126766,8.57126766
0.0075,-0.75981336,-0.75981336,-0.75981336,52.81161524,26.02590094,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.35730374,-0.35730374,8.57126766,17.49983916,62.14269626
0.0085,-0.75981336,-0.75981336,17.09732954,52.81161524,43.88304374,-0.11623232,-0.11623232,-0.11623232,-0.11623232,8.81233908,-0.35730374,-0.35730374,8.57126766,-0.35730374,44.28555336
0.0095,-0.75981336,-0.75981336,17.09732954,34.95447234,52.81161524,-0.11623232,-0.11623232,17.74091058,53.45519628,71.31233908,8.65170526,-0.35730374,53.21412486,62.14269626,35.35698196
0.0105,-0.75981336,-0.75981336,34.95447234,34.95447234,34.95447234,-0.11623232,-0.11623232,8.81233908,80.24091058,107.0266248,-0.35730374,-0.35730374,62.14269626,44.28555336,44.28555336
0.0115,-0.75981336,-0.75981336,17.09732954,8.16875804,17.09732954,-0.11623232,-0.11623232,35.59805338,107.0266248,62.38376768,-0.35730374,8.57126766,35.35698196,-0.35730374,17.49983916
0.0125,-0.75981336,8.16875804,43.88304374,8.16875804,-0.75981336,8.89277668,-0.11623232,26.66948198,17.74091058,17.74091058,-0.35730374,17.49983916,35.35698196,17.49983916,-0.35730374
0.0135,-0.75981336,-0.75981336,-0.75981336,-0.75981336,-0.75981336,-0.11623232,8.81233908,8.81233908,26.66948198,8.81233908,-0.35730374,26.42841056,-0.35730374,-0.35730374,-0.35730374
0.0145,-0.75981336,8.16875804,-0.75981336,-0.75981336,8.16875804,-0.11623232,-0.11623232,8.81233908,26.66948198,8.81233908,-0.35730374,17.49983916,8.57126766,-0.35730374,-0.35730374
0.0155,-0.75981336,8.16875804,-0.75981336,8.16875804,-0.75981336,-0.11623232,8.81233908,8.81233908,8.81233908,-0.11623232,-0.35730374,-0.35730374,26.42841056,-0.35730374,-0.35730374
0.0165,8.24919564,-0.75981336,-0.75981336,8.16875804,-0.75981336,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.35730374,-0.35730374,-0.35730374,-0.35730374,-0.35730374
0.0175,-0.75981336,8.16875804,-0.75981336,-0.75981336,-0.75981336,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.35730374,-0.35730374,-0.35730374,8.57126766,-0.35730374
0.0185,8.24919564,-0.75981336,-0.75981336,8.16875804,-0.75981336,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.35730374,-0.35730374,-0.35730374,-0.35730374,-0.35730374
0.0195,8.24919564,8.16875804,-0.75981336,-0.75981336,-0.75981336,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.35730374,8.57126766,8.57126766,8.57126766,-0.35730374
0.0205,-0.75981336,-0.75981336,-0.75981336,-0.75981336,-0.75981336,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.35730374,-0.35730374,-0.35730374,-0.35730374,-0.35730374
0.0215,8.24919564,-0.75981336,-0.75981336,-0.75981336,-0.75981336,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.35730374,-0.35730374,-0.35730374,-0.35730374,-0.35730374
0.0225,-0.75981336,8.16875804,-0.75981336,8.16875804,-0.75981336,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.35730374,-0.35730374,8.57126766,-0.35730374,-0.35730374
0.0235,-0.75981336,-0.75981336,-0.75981336,-0.75981336,-0.75981336,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.35730374,8.57126766,-0.35730374,-0.35730374,-0.35730374
0.0245,-0.75981336,-0.75981336,-0.75981336,-0.75981336,-0.75981336,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.35730374,-0.35730374,-0.35730374,-0.35730374,-0.35730374
0.0255,-0.75981336,-0.75981336,-0.75981336,-0.75981336,-0.75981336,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.35730374,17.49983916,-0.35730374,-0.35730374,-0.35730374
0.0265,-0.75981336,-0.75981336,-0.75981336,-0.75981336,-0.75981336,-0.11623232,-0.11623232,8.81233908,-0.11623232,-0.11623232,-0.35730374,-0.35730374,8.57126766,8.57126766,-0.35730374
0.0275,17.25820464,-0.75981336,-0.75981336,-0.75981336,-0.75981336,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.35730374,-0.35730374,-0.35730374,-0.35730374,-0.35730374
0.0285,-0.75981336,-0.75981336,8.16875804,-0.75981336,-0.75981336,-0.11623232,-0.11623232,8.81233908,-0.11623232,-0.11623232,-0.35730374,8.57126766,-0.35730374,-0.35730374,-0.35730374
0.0295,-0.75981336,-0.75981336,-0.75981336,-0.75981336,-0.75981336,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.35730374,17.49983916,-0.35730374,-0.35730374,-0.35730374
0.0305,-0.75981336,-0.75981336,-0.75981336,8.16875804,-0.75981336,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.35730374,-0.35730374,-0.35730374,-0.35730374,-0.35730374
0.0315,-0.75981336,-0.75981336,-0.75981336,-0.75981336,-0.75981336,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.35730374,-0.35730374,-0.35730374,-0.35730374,-0.35730374
0.0325,-0.75981336,-0.75981336,8.16875804,-0.75981336,-0.75981336,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.35730374,-0.35730374,-0.35730374,-0.35730374,-0.35730374
0.0335,-0.75981336,-0.75981336,8.16875804,-0.75981336,-0.75981336,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.35730374,-0.35730374,-0.35730374,8.57126766,-0.35730374
0.0345,-0.75981336,-0.75981336,-0.75981336,-0.75981336,-0.75981336,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.35730374,-0.35730374,-0.35730374,-0.35730374,-0.35730374
0.0355,8.24919564,-0.75981336,-0.75981336,-0.75981336,-0.75981336,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.35730374,-0.35730374,-0.35730374,-0.35730374,-0.35730374
0.0365,-0.75981336,-0.75981336,-0.75981336,-0.75981336,-0.75981336,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.35730374,-0.35730374,-0.35730374,-0.35730374,-0.35730374
0.0375,-0.75981336,-0.75981336,8.16875804,-0.75981336,-0.75981336,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.35730374,-0.35730374,-0.35730374,-0.35730374,-0.35730374
0.0385,-0.75981336,-0.75981336,-0.75981336,-0.75981336,-0.75981336,-0.11623232,-0.11623232,8.81233908,-0.11623232,-0.11623232,-0.35730374,-0.35730374,-0.35730374,-0.35730374,-0.35730374
0.0395,-0.75981336,-0.75981336,-0.75981336,-0.75981336,8.16875804,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.35730374,-0.35730374,-0.35730374,-0.35730374,-0.35730374
0.0405,-0.75981336,8.16875804,8.16875804,17.09732954,-0.75981336,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.35730374,-0.35730374,-0.35730374,-0.35730374,-0.35730374
0.0415,-0.75981336,-0.75981336,-0.75981336,-0.75981336,8.16875804,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.35730374,8.57126766,-0.35730374,-0.35730374,-0.35730374
0.0425,-0.75981336,-0.75981336,-0.75981336,-0.75981336,-0.75981336,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.35730374,17.49983916,-0.35730374,-0.35730374,-0.35730374
0.0435,-0.75981336,-0.75981336,-0.75981336,-0.75981336,-0.75981336,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.35730374,-0.35730374,-0.35730374,-0.35730374,-0.35730374
0.0445,-0.75981336,17.09732954,-0.75981336,-0.75981336,-0.75981336,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.35730374,-0.35730374,-0.35730374,-0.35730374,-0.35730374
0.0455,8.24919564,-0.75981336,-0.75981336,8.16875804,-0.75981336,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.35730374,-0.35730374,-0.35730374,-0.35730374,-0.35730374
0.0465,-0.75981336,-0.75981336,-0.75981336,8.16875804,-0.75981336,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.35730374,8.57126766,-0.35730374,-0.35730374,-0.35730374
0.0475,-0.75981336,-0.75981336,8.16875804,-0.75981336,-0.75981336,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.35730374,-0.35730374,8.57126766,-0.35730374,-0.35730374
0.0485,8.24919564,-0.75981336,8.16875804,-0.75981336,-0.75981336,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.35730374,-0.35730374,-0.35730374,-0.35730374,-0.35730374
0.0495,-0.75981336,-0.75981336,8.16875804,-0.75981336,-0.75981336,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.35730374,-0.35730374,-0.35730374,-0.35730374,-0.35730374
0.0505,-0.75981336,-0.75981336,-0.75981336,-0.75981336,-0.75981336,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.35730374,8.57126766,8.57126766,-0.35730374,-0.35730374
0.0515,-0.75981336,-0.75981336,8.16875804,-0.75981336,-0.75981336,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.35730374,-0.35730374,-0.35730374,-0.35730374,-0.35730374
0.0525,-0.75981336,-0.75981336,8.16875804,-0.75981336,-0.75981336,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.11623232,8.65170526,8.57126766,-0.35730374,-0.35730374,-0.35730374
0.0535,-0.75981336,-0.75981336,-0.75981336,-0.75981336,8.16875804,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.35730374,-0.35730374,8.57126766,-0.35730374,8.57126766
0.0545,-0.75981336,8.16875804,-0.75981336,-0.75981336,-0.75981336,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.35730374,-0.35730374,8.57126766,-0.35730374,-0.35730374
0.0555,-0.75981336,8.16875804,8.16875804,8.16875804,8.16875804,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.35730374,-0.35730374,8.57126766,-0.35730374,-0.35730374
0.0565,-0.75981336,8.16875804,-0.75981336,-0.75981336,-0.75981336,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.35730374,-0.35730374,-0.35730374,-0.35730374,8.57126766
0.0575,-0.75981336,-0.75981336,-0.75981336,-0.75981336,8.16875804,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.35730374,-0.35730374,-0.35730374,-0.35730374,-0.35730374
0.0585,-0.75981336,-0.75981336,-0.75981336,-0.75981336,-0.75981336,8.89277668,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.35730374,-0.35730374,-0.35730374,-0.35730374,8.57126766
0.0595,-0.75981336,-0.75981336,8.16875804,-0.75981336,-0.75981336,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.35730374,8.57126766,-0.35730374,-0.35730374,-0.35730374
0.0605,-0.75981336,-0.75981336,-0.75981336,-0.75981336,-0.75981336,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.35730374,-0.35730374,-0.35730374,-0.35730374,8.57126766
0.0615,-0.75981336,-0.75981336,-0.75981336,8.16875804,8.16875804,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.35730374,-0.35730374,-0.35730374,-0.35730374,-0.35730374
0.0625,-0.75981336,-0.75981336,-0.75981336,-0.75981336,-0.75981336,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.35730374,-0.35730374,8.57126766,-0.35730374,-0.35730374
