,f01_stimulus_1,f01_stimulus_2,f01_stimulus_3,f01_stimulus_4,f01_stimulus_5,f02_stimulus_1,f02_stimulus_2,f02_stimulus_3,f02_stimulus_4,f02_stimulus_5,f03_stimulus_1,f03_stimulus_2,f03_stimulus_3,f03_stimulus_4,f03_stimulus_5
0.0635,-0.75981336,-0.75981336,-0.75981336,-0.75981336,8.16875804,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.35730374,-0.35730374,-0.35730374,-0.35730374,-0.35730374
0.0645,-0.75981336,-0.75981336,-0.75981336,-0.75981336,17.09732954,-0.11623232,8.81233908,-0.11623232,-0.11623232,-0.11623232,-0.35730374,-0.35730374,-0.35730374,-0.35730374,-0.35730374
0.0655,-0.75981336,-0.75981336,-0.75981336,-0.75981336,-0.75981336,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.35730374,-0.35730374,-0.35730374,8.57126766,-0.35730374
0.0665,-0.75981336,17.09732954,-0.75981336,-0.75981336,-0.75981336,-0.11623232,8.81233908,-0.11623232,-0.11623232,-0.11623232,-0.35730374,-0.35730374,-0.35730374,8.57126766,8.57126766
0.0675,-0.75981336,-0.75981336,-0.75981336,8.16875804,17.09732954,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.35730374,-0.35730374,-0.35730374,-0.35730374,-0.35730374
0.0685,-0.75981336,17.09732954,-0.75981336,8.16875804,-0.75981336,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.35730374,8.57126766,-0.35730374,8.57126766,8.57126766
0.0695,-0.75981336,-0.75981336,8.16875804,8.16875804,-0.75981336,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.35730374,8.57126766,-0.35730374,-0.35730374,-0.35730374
0.0705,-0.75981336,-0.75981336,-0.75981336,17.09732954,-0.75981336,-0.11623232,-0.11623232,-0.11623232,-0.11623232,8.81233908,-0.35730374,-0.35730374,-0.35730374,8.57126766,-0.35730374
0.0715,-0.75981336,8.16875804,-0.75981336,-0.75981336,-0.75981336,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.35730374,8.57126766,8.57126766,-0.35730374,8.57126766
0.0725,-0.75981336,-0.75981336,-0.75981336,-0.75981336,-0.75981336,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.11623232,8.65170526,-0.35730374,-0.35730374,17.49983916,-0.35730374
0.0735,-0.75981336,-0.75981336,8.16875804,8.16875804,-0.75981336,-0.11623232,-0.11623232,-0.11623232,-0.11623232,8.81233908,-0.35730374,8.57126766,-0.35730374,8.57126766,-0.35730374
0.0745,-0.75981336,-0.75981336,-0.75981336,-0.75981336,-0.75981336,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.35730374,-0.35730374,-0.35730374,8.57126766,-0.35730374
0.0755,-0.75981336,-0.75981336,-0.75981336,8.16875804,8.16875804,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.35730374,-0.35730374,-0.35730374,-0.35730374,-0.35730374
0.0765,-0.75981336,8.16875804,17.09732954,-0.75981336,-0.75981336,-0.11623232,-0.11623232,-0.11623232,-0.11623232,8.81233908,-0.35730374,-0.35730374,-0.35730374,8.57126766,-0.35730374
0.0775,-0.75981336,-0.75981336,8.16875804,-0.75981336,-0.75981336,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.35730374,-0.35730374,8.57126766,-0.35730374,8.57126766
0.0785,-0.75981336,8.16875804,-0.75981336,-0.75981336,-0.75981336,-0.11623232,-0.11623232,-0.11623232,-0.11623232,35.59805338,-0.35730374,-0.35730374,8.57126766,-0.35730374,-0.35730374
0.0795,-0.75981336,-0.75981336,-0.75981336,-0.75981336,-0.75981336,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.35730374,8.57126766,8.57126766,8.57126766,-0.35730374
0.0805,-0.75981336,-0.75981336,-0.75981336,-0.75981336,17.09732954,-0.11623232,-0.11623232,-0.11623232,-0.11623232,8.81233908,-0.35730374,-0.35730374,-0.35730374,-0.35730374,-0.35730374
0.0815,-0.75981336,-0.75981336,-0.75981336,8.16875804,8.16875804,-0.11623232,-0.11623232,-0.11623232,26.66948198,8.81233908,-0.35730374,8.57126766,-0.35730374,17.49983916,-0.35730374
0.0825,8.24919564,-0.75981336,8.16875804,-0.75981336,17.09732954,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.35730374,-0.35730374,-0.35730374,-0.35730374,-0.35730374
0.0835,-0.75981336,8.16875804,-0.75981336,17.09732954,-0.75981336,-0.11623232,-0.11623232,-0.11623232,17.74091058,-0.11623232,-0.35730374,-0.35730374,8.57126766,-0.35730374,-0.35730374
0.0845,-0.75981336,-0.75981336,-0.75981336,8.16875804,-0.75981336,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.35730374,-0.35730374,-0.35730374,-0.35730374,-0.35730374
0.0855,-0.75981336,-0.75981336,-0.75981336,-0.75981336,-0.75981336,-0.11623232,-0.11623232,-0.11623232,17.74091058,-0.11623232,-0.35730374,-0.35730374,-0.35730374,-0.35730374,-0.35730374
0.0865,-0.75981336,-0.75981336,-0.75981336,8.16875804,-0.75981336,-0.11623232,-0.11623232,-0.11623232,-0.11623232,8.81233908,-0.35730374,-0.35730374,-0.35730374,-0.35730374,-0.35730374
0.0875,-0.75981336,8.16875804,8.16875804,-0.75981336,-0.75981336,-0.11623232,-0.11623232,8.81233908,-0.11623232,-0.11623232,-0.35730374,-0.35730374,-0.35730374,-0.35730374,-0.35730374
0.0885,-0.75981336,-0.75981336,-0.75981336,-0.75981336,-0.75981336,-0.11623232,8.81233908,8.81233908,-0.11623232,-0.11623232,-0.35730374,-0.35730374,-0.35730374,-0.35730374,-0.35730374
0.0895,-0.75981336,-0.75981336,8.16875804,8.16875804,-0.75981336,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.35730374,8.57126766,8.57126766,-0.35730374,-0.35730374
0.0905,-0.75981336,-0.75981336,8.16875804,-0.75981336,-0.75981336,-0.11623232,-0.11623232,26.66948198,-0.11623232,-0.11623232,8.65170526,8.57126766,-0.35730374,-0.35730374,-0.35730374
0.0915,-0.75981336,-0.75981336,17.09732954,-0.75981336,-0.75981336,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.35730374,-0.35730374,-0.35730374,-0.35730374,-0.35730374
0.0925,-0.75981336,-0.75981336,8.16875804,-0.75981336,-0.75981336,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.35730374,-0.35730374,-0.35730374,-0.35730374,-0.35730374
0.0935,8.24919564,8.16875804,26.02590094,-0.75981336,-0.75981336,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.35730374,-0.35730374,-0.35730374,-0.35730374,-0.35730374
0.0945,-0.75981336,-0.75981336,-0.75981336,-0.75981336,-0.75981336,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.35730374,-0.35730374,-0.35730374,-0.35730374,-0.35730374
0.0955,-0.75981336,-0.75981336,-0.75981336,-0.75981336,8.16875804,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.35730374,-0.35730374,8.57126766,-0.35730374,-0.35730374
0.0965,-0.75981336,-0.75981336,8.16875804,-0.75981336,-0.75981336,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.35730374,-0.35730374,-0.35730374,-0.35730374,-0.35730374
0.0975,-0.75981336,8.16875804,8.16875804,-0.75981336,-0.75981336,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.35730374,-0.35730374,-0.35730374,-0.35730374,-0.35730374
0.0985,-0.75981336,-0.75981336,8.16875804,-0.75981336,-0.75981336,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.35730374,-0.35730374,8.57126766,-0.35730374,-0.35730374
0.0995,-0.75981336,-0.75981336,-0.75981336,-0.75981336,8.16875804,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.35730374,-0.35730374,-0.35730374,-0.35730374,-0.35730374
0.1005,-0.75981336,-0.75981336,-0.75981336,-0.75981336,-0.75981336,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.35730374,-0.35730374,-0.35730374,-0.35730374,-0.35730374
0.1015,-0.75981336,-0.75981336,-0.75981336,-0.75981336,-0.75981336,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.35730374,17.49983916,-0.35730374,-0.35730374,-0.35730374
0.1025,-0.75981336,-0.75981336,-0.75981336,-0.75981336,-0.75981336,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.35730374,-0.35730374,-0.35730374,-0.35730374,-0.35730374
0.1035,-0.75981336,-0.75981336,-0.75981336,-0.75981336,-0.75981336,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.35730374,8.57126766,-0.35730374,-0.35730374,-0.35730374
0.1045,-0.75981336,-0.75981336,8.16875804,-0.75981336,-0.75981336,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.35730374,-0.35730374,-0.35730374,-0.35730374,-0.35730374
0.1055,-0.75981336,-0.75981336,8.16875804,-0.75981336,-0.75981336,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.35730374,-0.35730374,-0.35730374,-0.35730374,-0.35730374
0.1065,-0.75981336,-0.75981336,-0.75981336,-0.75981336,-0.75981336,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.35730374,-0.35730374,-0.35730374,8.57126766,-0.35730374
0.1075,-0.75981336,-0.75981336,8.16875804,-0.75981336,-0.75981336,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.35730374,-0.35730374,-0.35730374,-0.35730374,-0.35730374
0.1085,-0.75981336,8.16875804,-0.75981336,-0.75981336,-0.75981336,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.35730374,-0.35730374,-0.35730374,-0.35730374,-0.35730374
0.1095,8.24919564,-0.75981336,17.09732954,-0.75981336,-0.75981336,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.35730374,-0.35730374,-0.35730374,-0.35730374,-0.35730374
0.1105,-0.75981336,-0.75981336,-0.75981336,-0.75981336,-0.75981336,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.35730374,-0.35730374,8.57126766,-0.35730374,-0.35730374
0.1115,8.24919564,8.16875804,-0.75981336,8.16875804,-0.75981336,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.35730374,-0.35730374,8.57126766,-0.35730374,-0.35730374
0.1125,8.24919564,8.16875804,8.16875804,-0.75981336,-0.75981336,-0.11623232,-0.11623232,8.81233908,-0.11623232,-0.11623232,-0.35730374,-0.35730374,-0.35730374,-0.35730374,-0.35730374
0.1135,-0.75981336,17.09732954,8.16875804,-0.75981336,-0.75981336,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.35730374,17.49983916,-0.35730374,-0.35730374,-0.35730374
0.1145,-0.75981336,34.95447234,-0.75981336,-0.75981336,-0.75981336,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.11623232,8.65170526,8.57126766,-0.35730374,-0.35730374,-0.35730374
0.1155,-0.75981336,34.95447234,-0.75981336,-0.75981336,-0.75981336,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.35730374,17.49983916,-0.35730374,-0.35730374,-0.35730374
0.1165,-0.75981336,43.88304374,-0.75981336,-0.75981336,-0.75981336,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.35730374,8.57126766,-0.35730374,-0.35730374,-0.35730374
0.1175,-0.75981336,34.95447234,-0.75981336,-0.75981336,-0.75981336,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.35730374,8.57126766,-0.35730374,-0.35730374,-0.35730374
0.1185,-0.75981336,17.09732954,-0.75981336,-0.75981336,-0.75981336,-0.11623232,8.81233908,-0.11623232,-0.11623232,-0.11623232,-0.35730374,17.49983916,-0.35730374,-0.35730374,-0.35730374
0.1195,-0.75981336,8.16875804,-0.75981336,-0.75981336,-0.75981336,-0.11623232,8.81233908,-0.11623232,-0.11623232,-0.11623232,-0.35730374,17.49983916,8.57126766,-0.35730374,-0.35730374
0.1205,-0.75981336,-0.75981336,-0.75981336,-0.75981336,-0.75981336,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.35730374,-0.35730374,-0.35730374,-0.35730374,-0.35730374
0.1215,8.24919564,-0.75981336,-0.75981336,-0.75981336,-0.75981336,-0.11623232,8.81233908,-0.11623232,-0.11623232,-0.11623232,8.65170526,8.57126766,-0.35730374,-0.35730374,-0.35730374
0.1225,-0.75981336,-0.75981336,-0.75981336,-0.75981336,-0.75981336,-0.11623232,17.74091058,-0.11623232,-0.11623232,-0.11623232,-0.35730374,8.57126766,8.57126766,-0.35730374,-0.35730374
0.1235,8.24919564,-0.75981336,-0.75981336,8.16875804,8.16875804,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.11623232,8.65170526,-0.35730374,8.57126766,-0.35730374,-0.35730374
0.1245,8.24919564,-0.75981336,-0.75981336,-0.75981336,-0.75981336,-0.11623232,8.81233908,-0.11623232,-0.11623232,-0.11623232,8.65170526,-0.35730374,-0.35730374,-0.35730374,-0.35730374
0.1255,-0.75981336,8.16875804,-0.75981336,-0.75981336,-0.75981336,-0.11623232,44.52662478,-0.11623232,-0.11623232,-0.11623232,-0.35730374,-0.35730374,-0.35730374,-0.35730374,-0.35730374
0.1265,8.24919564,8.16875804,-0.75981336,-0.75981336,-0.75981336,-0.11623232,8.81233908,-0.11623232,-0.11623232,-0.11623232,8.65170526,-0.35730374,-0.35730374,-0.35730374,-0.35730374
