,f01_stimulus_1,f01_stimulus_2,f01_stimulus_3,f01_stimulus_4,f01_stimulus_5,f02_stimulus_1,f02_stimulus_2,f02_stimulus_3,f02_stimulus_4,f02_stimulus_5,f03_stimulus_1,f03_stimulus_2,f03_stimulus_3,f03_stimulus_4,f03_stimulus_5,f04_stimulus_1,f04_stimulus_2,f04_stimulus_3,f04_stimulus_4,f04_stimulus_5
0.0005,-1.0091743,-1.0091743,-1.0091743,-1.0091743,-1.0091743,-0.93577982,-0.93577982,-0.93577982,-0.93577982,-0.93577982,-1.8623853,-1.8623853,-1.8623853,-1.8623853,-1.8623853,-0.66055046,-0.66055046,-0.66055046,-0.66055046,-0.66055046
0.0015,-1.0091743,8.1651376,-1.0091743,-1.0091743,-1.0091743,-0.93577982,-0.93577982,-0.93577982,-0.93577982,-0.93577982,-1.8623853,-1.8623853,-1.8623853,-1.8623853,7.3119266,-0.66055046,-0.66055046,-0.66055046,-0.66055046,-0.66055046
0.0025,8.1651376,-1.0091743,-1.0091743,-1.0091743,8.1651376,-0.93577982,-0.93577982,8.23853208,-0.93577982,-0.93577982,-1.8623853,7.3119266,7.3119266,-1.8623853,-1.8623853,-0.66055046,-0.66055046,-0.66055046,-0.66055046,-0.66055046
0.0035,-1.0091743,-1.0091743,-1.0091743,8.1651376,8.1651376,-0.93577982,-0.93577982,-0.93577982,-0.93577982,-0.93577982,-1.8623853,-1.8623853,-1.8623853,-1.8623853,-1.8623853,-0.66055046,8.51376144,-0.66055046,-0.66055046,-0.66055046
0.0045,-1.0091743,-1.0091743,-1.0091743,-1.0091743,-1.0091743,8.23853208,-0.93577982,-0.93577982,8.23853208,-0.93577982,-1.8623853,-1.8623853,-1.8623853,-1.8623853,-1.8623853,-0.66055046,-0.66055046,-0.66055046,-0.66055046,-0.66055046
0.0055,-1.0091743,-1.0091743,8.1651376,-1.0091743,-1.0091743,-0.93577982,8.23853208,-0.93577982,-0.93577982,-0.93577982,-1.8623853,-1.8623853,7.3119266,7.3119266,-1.8623853,-0.66055046,-0.66055046,8.51376144,-0.66055046,-0.66055046
0.0065,-1.0091743,-1.0091743,17.3394496,-1.0091743,-1.0091743,-0.93577982,-0.93577982,-0.93577982,-0.93577982,8.23853208,-1.8623853,-1.8623853,16.4862386,-1.8623853,16.4862386,-0.66055046,8.51376144,-0.66055046,-0.66055046,17.68807344
0.0075,8.1651376,-1.0091743,17.3394496,35.6880734,44.8623853,-0.93577982,-0.93577982,-0.93577982,-0.93577982,17.41284408,-1.8623853,7.3119266,-1.8623853,7.3119266,-1.8623853,-0.66055046,-0.66055046,8.51376144,8.51376144,17.68807344
0.0085,-1.0091743,-1.0091743,17.3394496,54.0366973,44.8623853,-0.93577982,-0.93577982,17.41284408,26.58715598,8.23853208,-1.8623853,-1.8623853,-1.8623853,7.3119266,16.4862386,-0.66055046,-0.66055046,17.68807344,45.21100914,54.38532114
0.0095,-1.0091743,-1.0091743,54.0366973,164.1284404,154.9541285,-0.93577982,-0.93577982,-0.93577982,8.23853208,-0.93577982,7.3119266,-1.8623853,25.6605505,34.8348624,7.3119266,-0.66055046,-0.66055046,36.03669724,36.03669724,36.03669724
0.0105,-1.0091743,26.5137615,118.2568807,136.6055046,90.733945,-0.93577982,8.23853208,44.93577978,8.23853208,35.76146788,-1.8623853,-1.8623853,-1.8623853,7.3119266,-1.8623853,-0.66055046,-0.66055046,36.03669724,26.86238534,72.73394494
0.0115,8.1651376,35.6880734,54.0366973,35.6880734,35.6880734,-0.93577982,-0.93577982,8.23853208,26.58715598,17.41284408,-1.8623853,7.3119266,7.3119266,-1.8623853,7.3119266,8.51376144,-0.66055046,26.86238534,26.86238534,17.68807344
0.0125,-1.0091743,17.3394496,26.5137615,8.1651376,-1.0091743,-0.93577982,-0.93577982,-0.93577982,-0.93577982,35.76146788,-1.8623853,-1.8623853,7.3119266,16.4862386,-1.8623853,-0.66055046,26.86238534,-0.66055046,8.51376144,-0.66055046
0.0135,8.1651376,-1.0091743,-1.0091743,8.1651376,17.3394496,-0.93577982,8.23853208,17.41284408,8.23853208,-0.93577982,7.3119266,-1.8623853,7.3119266,-1.8623853,16.4862386,-0.66055046,8.51376144,8.51376144,-0.66055046,8.51376144
0.0145,8.1651376,8.1651376,8.1651376,-1.0091743,-1.0091743,8.23853208,-0.93577982,26.58715598,-0.93577982,-0.93577982,7.3119266,-1.8623853,7.3119266,16.4862386,16.4862386,-0.66055046,-0.66055046,8.51376144,-0.66055046,-0.66055046
0.0155,-1.0091743,17.3394496,-1.0091743,-1.0091743,8.1651376,-0.93577982,-0.93577982,-0.93577982,-0.93577982,-0.93577982,-1.8623853,-1.8623853,7.3119266,16.4862386,-1.8623853,-0.66055046,-0.66055046,-0.66055046,-0.66055046,-0.66055046
0.0165,8.1651376,-1.0091743,-1.0091743,-1.0091743,-1.0091743,8.23853208,8.23853208,-0.93577982,8.23853208,8.23853208,-1.8623853,-1.8623853,-1.8623853,-1.8623853,7.3119266,-0.66055046,-0.66055046,8.51376144,8.51376144,17.68807344
0.0175,-1.0091743,8.1651376,17.3394496,-1.0091743,-1.0091743,-0.93577982,-0.93577982,17.41284408,-0.93577982,8.23853208,7.3119266,-1.8623853,7.3119266,16.4862386,25.6605505,-0.66055046,8.51376144,-0.66055046,-0.66055046,8.51376144
0.0185,-1.0091743,-1.0091743,-1.0091743,-1.0091743,-1.0091743,-0.93577982,-0.93577982,8.23853208,8.23853208,8.23853208,-1.8623853,7.3119266,-1.8623853,7.3119266,7.3119266,-0.66055046,-0.66055046,-0.66055046,-0.66055046,-0.66055046
