,f01_stimulus_1,f01_stimulus_2,f01_stimulus_3,f01_stimulus_4,f01_stimulus_5,f02_stimulus_1,f02_stimulus_2,f02_stimulus_3,f02_stimulus_4,f02_stimulus_5,f03_stimulus_1,f03_stimulus_2,f03_stimulus_3,f03_stimulus_4,f03_stimulus_5,f04_stimulus_1,f04_stimulus_2,f04_stimulus_3,f04_stimulus_4,f04_stimulus_5
0.0005,-0.5496928,-0.5496928,-0.5496928,-0.5496928,-0.5496928,-0.28811582,-0.28811582,-0.28811582,-0.28811582,-0.28811582,-0.0907384,-0.0907384,5.2284105,-0.0907384,-0.0907384,-0.17621458,5.17137902,-0.17621458,5.17137902,-0.17621458
0.0015,-0.5496928,-0.5496928,4.7694561,-0.5496928,-0.5496928,-0.28811582,-0.28811582,-0.28811582,-0.28811582,-0.28811582,-0.0907384,-0.0907384,-0.0907384,-0.0907384,-0.0907384,-0.17621458,-0.17621458,-0.17621458,-0.17621458,-0.17621458
0.0025,-0.5496928,-0.5496928,-0.5496928,-0.5496928,-0.5496928,-0.28811582,-0.28811582,-0.28811582,-0.28811582,-0.28811582,-0.0907384,-0.0907384,-0.0907384,-0.0907384,-0.0907384,-0.17621458,-0.17621458,-0.17621458,-0.17621458,-0.17621458
0.0035,-0.5496928,-0.5496928,-0.5496928,-0.5496928,-0.5496928,-0.28811582,-0.28811582,-0.28811582,-0.28811582,-0.28811582,-0.0907384,-0.0907384,-0.0907384,-0.0907384,-0.0907384,-0.17621458,-0.17621458,-0.17621458,-0.17621458,-0.17621458
0.0045,-0.5496928,-0.5496928,-0.5496928,-0.5496928,-0.5496928,-0.28811582,-0.28811582,-0.28811582,-0.28811582,-0.28811582,-0.0907384,-0.0907384,-0.0907384,-0.0907384,-0.0907384,-0.17621458,-0.17621458,-0.17621458,-0.17621458,-0.17621458
0.0055,-0.5496928,-0.5496928,-0.5496928,-0.5496928,-0.5496928,-0.28811582,-0.28811582,-0.28811582,-0.28811582,-0.28811582,-0.0907384,-0.0907384,-0.0907384,-0.0907384,-0.0907384,-0.17621458,-0.17621458,-0.17621458,5.17137902,-0.17621458
0.0065,-0.5496928,-0.5496928,-0.5496928,-0.5496928,-0.5496928,-0.28811582,5.05947778,-0.28811582,-0.28811582,-0.28811582,-0.0907384,-0.0907384,-0.0907384,-0.0907384,-0.0907384,-0.17621458,-0.17621458,-0.17621458,-0.17621458,-0.17621458
0.0075,-0.5496928,-0.5496928,-0.5496928,4.7979008,-0.5496928,-0.28811582,-0.28811582,-0.28811582,-0.28811582,-0.28811582,-0.0907384,-0.0907384,-0.0907384,-0.0907384,-0.0907384,-0.17621458,-0.17621458,-0.17621458,-0.17621458,-0.17621458
0.0085,-0.5496928,-0.5496928,-0.5496928,-0.5496928,-0.5496928,-0.28811582,-0.28811582,-0.28811582,-0.28811582,-0.28811582,-0.0907384,-0.0907384,-0.0907384,-0.0907384,-0.0907384,-0.17621458,-0.17621458,5.14293432,-0.17621458,5.17137902
0.0095,-0.5496928,10.1454944,-0.5496928,-0.5496928,4.7979008,-0.28811582,-0.28811582,-0.28811582,-0.28811582,5.05947778,-0.0907384,-0.0907384,-0.0907384,-0.0907384,-0.0907384,-0.17621458,-0.17621458,-0.17621458,-0.17621458,-0.17621458
