,f01_stimulus_1,f01_stimulus_2,f01_stimulus_3,f01_stimulus_4,f01_stimulus_5,f02_stimulus_1,f02_stimulus_2,f02_stimulus_3,f02_stimulus_4,f02_stimulus_5,f03_stimulus_1,f03_stimulus_2,f03_stimulus_3,f03_stimulus_4,f03_stimulus_5,f04_stimulus_1,f04_stimulus_2,f04_stimulus_3,f04_stimulus_4,f04_stimulus_5
0.0005,-0.74623974,-0.74623974,5.00088666,-0.74623974,-0.74623974,-0.61408866,-0.61408866,-0.61408866,-0.61408866,-0.61408866,-0.10334976,-0.10334976,-0.10334976,-0.10334976,-0.10334976,-0.13770116,-0.13770116,-0.13770116,-0.13770116,-0.13770116
0.0015,-0.74623974,-0.74623974,-0.74623974,-0.74623974,-0.74623974,-0.61408866,-0.61408866,-0.61408866,-0.61408866,-0.61408866,-0.10334976,-0.10334976,-0.10334976,-0.10334976,-0.10334976,-0.13770116,-0.13770116,-0.13770116,-0.13770116,-0.13770116
0.0025,-0.74623974,-0.74623974,-0.74623974,-0.74623974,-0.74623974,-0.61408866,-0.61408866,-0.61408866,-0.61408866,-0.61408866,-0.10334976,-0.10334976,-0.10334976,-0.10334976,-0.10334976,-0.13770116,-0.13770116,-0.13770116,-0.13770116,-0.13770116
0.0035,-0.74623974,-0.74623974,-0.74623974,-0.74623974,-0.74623974,-0.61408866,-0.61408866,-0.61408866,-0.61408866,-0.61408866,-0.10334976,-0.10334976,-0.10334976,-0.10334976,-0.10334976,5.60942524,-0.13770116,-0.13770116,-0.13770116,-0.13770116
0.0045,-0.74623974,-0.74623974,-0.74623974,-0.74623974,-0.74623974,-0.61408866,-0.61408866,-0.61408866,-0.61408866,-0.61408866,-0.10334976,-0.10334976,-0.10334976,-0.10334976,-0.10334976,-0.13770116,-0.13770116,-0.13770116,-0.13770116,-0.13770116
0.0055,-0.74623974,-0.74623974,-0.74623974,-0.74623974,-0.74623974,-0.61408866,-0.61408866,-0.61408866,-0.61408866,-0.61408866,-0.10334976,-0.10334976,-0.10334976,-0.10334976,-0.10334976,-0.13770116,-0.13770116,-0.13770116,-0.13770116,-0.13770116
0.0065,-0.74623974,-0.74623974,-0.74623974,-0.74623974,-0.74623974,-0.61408866,-0.61408866,-0.61408866,-0.61408866,5.13303774,-0.10334976,-0.10334976,-0.10334976,-0.10334976,-0.10334976,-0.13770116,-0.13770116,-0.13770116,-0.13770116,-0.13770116
0.0075,-0.74623974,-0.74623974,-0.74623974,-0.74623974,-0.74623974,-0.61408866,-0.61408866,-0.61408866,-0.61408866,-0.61408866,-0.10334976,-0.10334976,5.64377664,-0.10334976,-0.10334976,-0.13770116,-0.13770116,-0.13770116,-0.13770116,-0.13770116
0.0085,5.00088666,-0.74623974,-0.74623974,-0.74623974,-0.74623974,-0.61408866,-0.61408866,-0.61408866,5.10019704,5.13303774,-0.10334976,-0.10334976,-0.10334976,-0.10334976,-0.10334976,5.60942524,5.60942524,-0.13770116,-0.13770116,5.60942524
0.0095,-0.74623974,-0.74623974,-0.74623974,-0.74623974,5.00088666,-0.61408866,-0.61408866,-0.61408866,22.24305424,5.13303774,-0.10334976,-0.10334976,-0.10334976,-0.10334976,5.64377664,-0.13770116,-0.13770116,-0.13770116,11.29087024,5.60942524
