,f01_stimulus_1,f01_stimulus_2,f01_stimulus_3,f01_stimulus_4,f01_stimulus_5,f02_stimulus_1,f02_stimulus_2,f02_stimulus_3,f02_stimulus_4,f02_stimulus_5,f03_stimulus_1,f03_stimulus_2,f03_stimulus_3,f03_stimulus_4,f03_stimulus_5,f04_stimulus_1,f04_stimulus_2,f04_stimulus_3,f04_stimulus_4,f04_stimulus_5,f05_stimulus_1,f05_stimulus_2,f05_stimulus_3,f05_stimulus_4,f05_stimulus_5,f06_stimulus_1,f06_stimulus_2,f06_stimulus_3,f06_stimulus_4,f06_stimulus_5
0.0005,-0.5357118,-0.5357118,-0.5357118,-0.5357118,-0.5357118,-0.25913678,-0.25913678,-0.25913678,-0.25913678,5.62321612,-0.24723286,-0.24723286,-0.24723286,-0.24723286,-0.24723286,-0.1882701,-0.1882701,-0.1882701,-0.1882701,-0.1882701,-0.07062304,-0.07062304,-0.07062304,-0.07062304,-0.07062304,-0.02944658,-0.02944658,-0.02944658,-0.02944658,-0.02944658
0.0015,-0.5357118,-0.5357118,-0.5357118,-0.5357118,-0.5357118,-0.25913678,-0.25913678,-0.25913678,-0.25913678,-0.25913678,-0.24723286,-0.24723286,-0.24723286,-0.24723286,-0.24723286,-0.1882701,-0.1882701,-0.1882701,-0.1882701,-0.1882701,-0.07062304,-0.07062304,-0.07062304,-0.07062304,-0.07062304,-0.02944658,-0.02944658,-0.02944658,-0.02944658,-0.02944658
0.0025,-0.5357118,5.3466411,-0.5357118,-0.5357118,-0.5357118,-0.25913678,-0.25913678,-0.25913678,-0.25913678,-0.25913678,-0.24723286,-0.24723286,-0.24723286,-0.24723286,-0.24723286,-0.1882701,-0.1882701,-0.1882701,-0.1882701,-0.1882701,-0.07062304,-0.07062304,-0.07062304,-0.07062304,-0.07062304,-0.02944658,-0.02944658,-0.02944658,-0.02944658,-0.02944658
0.0035,-0.5357118,-0.5357118,-0.5357118,-0.5357118,-0.5357118,-0.25913678,-0.25913678,-0.25913678,-0.25913678,-0.25913678,-0.24723286,-0.24723286,-0.24723286,5.63512004,-0.24723286,-0.1882701,-0.1882701,-0.1882701,-0.1882701,-0.1882701,-0.07062304,-0.07062304,-0.07062304,-0.07062304,-0.07062304,-0.02944658,-0.02944658,-0.02944658,-0.02944658,-0.02944658
0.0045,-0.5357118,-0.5357118,-0.5357118,-0.5357118,-0.5357118,-0.25913678,-0.25913678,-0.25913678,-0.25913678,-0.25913678,-0.24723286,-0.24723286,-0.24723286,-0.24723286,-0.24723286,-0.1882701,5.6940828,-0.1882701,-0.1882701,-0.1882701,-0.07062304,-0.07062304,-0.07062304,-0.07062304,-0.07062304,-0.02944658,-0.02944658,-0.02944658,-0.02944658,-0.02944658
0.0055,-0.5357118,-0.5357118,5.3466411,-0.5357118,-0.5357118,-0.25913678,-0.25913678,-0.25913678,-0.25913678,5.62321612,-0.24723286,-0.24723286,-0.24723286,-0.24723286,-0.24723286,-0.1882701,-0.1882701,-0.1882701,-0.1882701,-0.1882701,-0.07062304,-0.07062304,-0.07062304,-0.07062304,-0.07062304,-0.02944658,-0.02944658,-0.02944658,-0.02944658,-0.02944658
0.0065,-0.5357118,-0.5357118,-0.5357118,-0.5357118,-0.5357118,-0.25913678,-0.25913678,-0.25913678,-0.25913678,-0.25913678,-0.24723286,-0.24723286,-0.24723286,-0.24723286,-0.24723286,-0.1882701,-0.1882701,-0.1882701,-0.1882701,-0.1882701,-0.07062304,-0.07062304,-0.07062304,-0.07062304,-0.07062304,-0.02944658,-0.02944658,-0.02944658,-0.02944658,-0.02944658
0.0075,-0.5357118,-0.5357118,5.3466411,-0.5357118,-0.5357118,-0.25913678,-0.25913678,-0.25913678,-0.25913678,-0.25913678,-0.24723286,-0.24723286,-0.24723286,-0.24723286,-0.24723286,-0.1882701,-0.1882701,-0.1882701,-0.1882701,-0.1882701,-0.07062304,-0.07062304,-0.07062304,-0.07062304,-0.07062304,-0.02944658,-0.02944658,-0.02944658,-0.02944658,-0.02944658
0.0085,-0.5357118,-0.5357118,-0.5357118,-0.5357118,-0.5357118,-0.25913678,-0.25913678,-0.25913678,-0.25913678,-0.25913678,-0.24723286,-0.24723286,5.63512004,-0.24723286,-0.24723286,-0.1882701,-0.1882701,-0.1882701,-0.1882701,-0.1882701,-0.07062304,-0.07062304,-0.07062304,-0.07062304,-0.07062304,-0.02944658,-0.02944658,-0.02944658,-0.02944658,-0.02944658
0.0095,-0.5357118,-0.5357118,-0.5357118,-0.5357118,11.2289941,-0.25913678,-0.25913678,-0.25913678,-0.25913678,-0.25913678,-0.24723286,-0.24723286,5.63512004,-0.24723286,-0.24723286,-0.1882701,-0.1882701,-0.1882701,-0.1882701,-0.1882701,-0.07062304,-0.07062304,-0.07062304,-0.07062304,-0.07062304,-0.02944658,-0.02944658,-0.02944658,-0.02944658,-0.02944658
