,f01_stimulus_1,f01_stimulus_2,f01_stimulus_3,f01_stimulus_4,f01_stimulus_5,f01_stimulus_6,f01_stimulus_7,f01_stimulus_8,f01_stimulus_9,f01_stimulus_10,f02_stimulus_1,f02_stimulus_2,f02_stimulus_3,f02_stimulus_4,f02_stimulus_5,f02_stimulus_6,f02_stimulus_7,f02_stimulus_8,f02_stimulus_9,f02_stimulus_10
0.0005,-0.82510204,-0.82510204,-0.82510204,-0.82510204,-0.82510204,-0.82510204,-0.82510204,-0.82510204,-0.82510204,-0.82510204,-0.65183674,-0.65183674,-0.65183674,-0.65183674,-0.65183674,-0.65183674,-0.65183674,-0.65183674,-0.65183674,-0.65183674
0.0015,-0.82510204,-0.82510204,-0.82510204,-0.82510204,-0.82510204,-0.82510204,19.58306126,-0.82510204,-0.82510204,19.58306126,-0.65183674,-0.65183674,-0.65183674,-0.65183674,-0.65183674,-0.65183674,-0.65183674,-0.65183674,-0.65183674,-0.65183674
0.0025,-0.82510204,-0.82510204,-0.82510204,-0.82510204,-0.82510204,-0.82510204,-0.82510204,-0.82510204,-0.82510204,-0.82510204,-0.65183674,-0.65183674,-0.65183674,-0.65183674,-0.65183674,-0.65183674,-0.65183674,-0.65183674,19.75632656,-0.65183674
0.0035,-0.82510204,-0.82510204,-0.82510204,-0.82510204,-0.82510204,-0.82510204,-0.82510204,-0.82510204,-0.82510204,-0.82510204,-0.65183674,-0.65183674,-0.65183674,-0.65183674,-0.65183674,-0.65183674,-0.65183674,-0.65183674,-0.65183674,-0.65183674
0.0045,-0.82510204,-0.82510204,-0.82510204,-0.82510204,-0.82510204,-0.82510204,-0.82510204,-0.82510204,-0.82510204,-0.82510204,-0.65183674,-0.65183674,-0.65183674,-0.65183674,-0.65183674,-0.65183674,-0.65183674,-0.65183674,-0.65183674,-0.65183674
0.0055,-0.82510204,-0.82510204,-0.82510204,-0.82510204,-0.82510204,-0.82510204,-0.82510204,-0.82510204,-0.82510204,-0.82510204,-0.65183674,-0.65183674,-0.65183674,-0.65183674,-0.65183674,-0.65183674,-0.65183674,-0.65183674,19.75632656,-0.65183674
0.0065,19.58306126,-0.82510204,-0.82510204,-0.82510204,-0.82510204,-0.82510204,-0.82510204,-0.82510204,-0.82510204,-0.82510204,-0.65183674,-0.65183674,-0.65183674,-0.65183674,-0.65183674,-0.65183674,-0.65183674,-0.65183674,-0.65183674,-0.65183674
0.0075,-0.82510204,-0.82510204,-0.82510204,-0.82510204,-0.82510204,-0.82510204,-0.82510204,-0.82510204,19.58306126,-0.82510204,-0.65183674,-0.65183674,-0.65183674,-0.65183674,19.34816326,-0.65183674,-0.65183674,-0.65183674,-0.65183674,-0.65183674
0.0085,-0.82510204,-0.82510204,-0.82510204,-0.82510204,-0.82510204,-0.82510204,-0.82510204,19.58306126,-0.82510204,-0.82510204,-0.65183674,19.75632656,-0.65183674,-0.65183674,-0.65183674,-0.65183674,-0.65183674,-0.65183674,-0.65183674,-0.65183674
0.0095,-0.82510204,-0.82510204,-0.82510204,-0.82510204,-0.82510204,-0.82510204,-0.82510204,-0.82510204,-0.82510204,-0.82510204,-0.65183674,-0.65183674,-0.65183674,-0.65183674,-0.65183674,-0.65183674,-0.65183674,-0.65183674,-0.65183674,-0.65183674
