,f01_stimulus_1,f01_stimulus_2,f01_stimulus_3,f01_stimulus_4,f01_stimulus_5,f01_stimulus_6,f01_stimulus_7,f01_stimulus_8,f01_stimulus_9,f01_stimulus_10,f02_stimulus_1,f02_stimulus_2,f02_stimulus_3,f02_stimulus_4,f02_stimulus_5,f02_stimulus_6,f02_stimulus_7,f02_stimulus_8,f02_stimulus_9,f02_stimulus_10,f03_stimulus_1,f03_stimulus_2,f03_stimulus_3,f03_stimulus_4,f03_stimulus_5,f03_stimulus_6,f03_stimulus_7,f03_stimulus_8,f03_stimulus_9,f03_stimulus_10,f04_stimulus_1,f04_stimulus_2,f04_stimulus_3,f04_stimulus_4,f04_stimulus_5,f04_stimulus_6,f04_stimulus_7,f04_stimulus_8,f04_stimulus_9,f04_stimulus_10,f05_stimulus_1,f05_stimulus_2,f05_stimulus_3,f05_stimulus_4,f05_stimulus_5,f05_stimulus_6,f05_stimulus_7,f05_stimulus_8,f05_stimulus_9,f05_stimulus_10,f06_stimulus_1,f06_stimulus_2,f06_stimulus_3,f06_stimulus_4,f06_stimulus_5,f06_stimulus_6,f06_stimulus_7,f06_stimulus_8,f06_stimulus_9,f06_stimulus_10,f07_stimulus_1,f07_stimulus_2,f07_stimulus_3,f07_stimulus_4,f07_stimulus_5,f07_stimulus_6,f07_stimulus_7,f07_stimulus_8,f07_stimulus_9,f07_stimulus_10
0.0005,-7.60887096,-7.60887096,-7.60887096,-7.60887096,-7.60887096,-7.60887096,-7.60887096,-7.60887096,-7.60887096,-7.60887096,-1.57157257,-1.57157257,-1.57157257,-1.57157257,-1.57157257,-1.57157257,-1.57157257,-1.57157257,-1.57157257,-1.57157257,-1.16330644,-1.16330644,-1.16330644,-1.16330644,-1.16330644,-1.16330644,-1.16330644,-1.16330644,-1.16330644,-1.16330644,24.47782258,-6.77217742,-6.77217742,-6.77217742,-6.77217742,24.47782258,-6.77217742,25.48588708,-6.77217742,-6.77217742,-0.95564517,-0.95564517,-0.95564517,-0.95564517,-0.95564517,-0.95564517,-0.95564517,-0.95564517,-0.95564517,-0.95564517,-1.48235887,-1.48235887,-1.48235887,-1.48235887,-1.48235887,-1.48235887,-1.48235887,-1.48235887,-1.48235887,-1.48235887,-0.7782258,-0.7782258,-0.7782258,-0.7782258,-0.7782258,-0.7782258,-0.7782258,-0.7782258,-0.7782258,-0.7782258
0.0015,-7.60887096,24.64919354,-7.60887096,-7.60887096,-7.60887096,-7.60887096,-7.60887096,-7.60887096,-7.60887096,23.64112904,-1.57157257,-1.57157257,-1.57157257,-1.57157257,-1.57157257,-1.57157257,-1.57157257,-1.57157257,-1.57157257,-1.57157257,-1.16330644,-1.16330644,-1.16330644,-1.16330644,-1.16330644,-1.16330644,-1.16330644,-1.16330644,-1.16330644,-1.16330644,-6.77217742,-6.77217742,-6.77217742,-6.77217742,-6.77217742,-6.77217742,-6.77217742,-6.77217742,-6.77217742,-6.77217742,-0.95564517,-0.95564517,-0.95564517,-0.95564517,-0.95564517,-0.95564517,-0.95564517,-0.95564517,-0.95564517,-0.95564517,-1.48235887,-1.48235887,-1.48235887,-1.48235887,-1.48235887,-1.48235887,-1.48235887,-1.48235887,-1.48235887,29.76764113,-0.7782258,-0.7782258,-0.7782258,-0.7782258,-0.7782258,-0.7782258,-0.7782258,-0.7782258,-0.7782258,-0.7782258
0.0025,23.64112904,-7.60887096,-7.60887096,-7.60887096,-7.60887096,23.64112904,-7.60887096,-7.60887096,-7.60887096,-7.60887096,-1.57157257,-1.57157257,-1.57157257,-1.57157257,-1.57157257,-1.57157257,-1.57157257,-1.57157257,-1.57157257,-1.57157257,-1.16330644,-1.16330644,-1.16330644,-1.16330644,-1.16330644,-1.16330644,-1.16330644,-1.16330644,-1.16330644,-1.16330644,24.47782258,-6.77217742,-6.77217742,-6.77217742,-6.77217742,24.47782258,-6.77217742,-6.77217742,-6.77217742,24.47782258,-0.95564517,-0.95564517,-0.95564517,-0.95564517,-0.95564517,-0.95564517,-0.95564517,-0.95564517,-0.95564517,-0.95564517,-1.48235887,-1.48235887,-1.48235887,-1.48235887,-1.48235887,-1.48235887,-1.48235887,-1.48235887,-1.48235887,-1.48235887,-0.7782258,-0.7782258,-0.7782258,-0.7782258,-0.7782258,-0.7782258,-0.7782258,-0.7782258,-0.7782258,-0.7782258
0.0035,-7.60887096,24.64919354,24.64919354,-7.60887096,-7.60887096,-7.60887096,-7.60887096,-7.60887096,54.89112904,23.64112904,-1.57157257,-1.57157257,-1.57157257,-1.57157257,-1.57157257,-1.57157257,-1.57157257,-1.57157257,-1.57157257,-1.57157257,-1.16330644,-1.16330644,-1.16330644,-1.16330644,-1.16330644,-1.16330644,-1.16330644,-1.16330644,-1.16330644,-1.16330644,24.47782258,-6.77217742,25.48588708,-6.77217742,-6.77217742,-6.77217742,-6.77217742,25.48588708,-6.77217742,-6.77217742,-0.95564517,-0.95564517,-0.95564517,-0.95564517,-0.95564517,30.29435483,-0.95564517,-0.95564517,-0.95564517,-0.95564517,-1.48235887,-1.48235887,-1.48235887,-1.48235887,-1.48235887,-1.48235887,-1.48235887,-1.48235887,-1.48235887,-1.48235887,-0.7782258,-0.7782258,-0.7782258,-0.7782258,31.4798387,-0.7782258,-0.7782258,-0.7782258,-0.7782258,-0.7782258
0.0045,-7.60887096,56.90725804,-7.60887096,-7.60887096,24.64919354,-7.60887096,-7.60887096,-7.60887096,-7.60887096,23.64112904,-1.57157257,-1.57157257,-1.57157257,-1.57157257,-1.57157257,-1.57157257,-1.57157257,-1.57157257,-1.57157257,-1.57157257,30.08669356,-1.16330644,-1.16330644,-1.16330644,-1.16330644,-1.16330644,-1.16330644,-1.16330644,-1.16330644,-1.16330644,24.47782258,-6.77217742,-6.77217742,-6.77217742,-6.77217742,-6.77217742,-6.77217742,25.48588708,-6.77217742,-6.77217742,-0.95564517,-0.95564517,-0.95564517,-0.95564517,-0.95564517,-0.95564517,-0.95564517,-0.95564517,-0.95564517,-0.95564517,-1.48235887,-1.48235887,-1.48235887,-1.48235887,-1.48235887,-1.48235887,-1.48235887,-1.48235887,-1.48235887,-1.48235887,-0.7782258,-0.7782258,-0.7782258,-0.7782258,-0.7782258,-0.7782258,-0.7782258,-0.7782258,-0.7782258,-0.7782258
0.0055,-7.60887096,-7.60887096,-7.60887096,24.64919354,-7.60887096,23.64112904,-7.60887096,-7.60887096,-7.60887096,-7.60887096,-1.57157257,-1.57157257,-1.57157257,-1.57157257,-1.57157257,-1.57157257,-1.57157257,-1.57157257,-1.57157257,-1.57157257,-1.16330644,-1.16330644,-1.16330644,-1.16330644,-1.16330644,-1.16330644,-1.16330644,-1.16330644,-1.16330644,-1.16330644,-6.77217742,25.48588708,-6.77217742,-6.77217742,-6.77217742,-6.77217742,57.74395158,25.48588708,24.47782258,-6.77217742,-0.95564517,-0.95564517,-0.95564517,-0.95564517,31.30241933,-0.95564517,-0.95564517,-0.95564517,-0.95564517,-0.95564517,-1.48235887,-1.48235887,-1.48235887,-1.48235887,-1.48235887,-1.48235887,-1.48235887,-1.48235887,-1.48235887,-1.48235887,-0.7782258,-0.7782258,-0.7782258,-0.7782258,-0.7782258,-0.7782258,-0.7782258,-0.7782258,-0.7782258,-0.7782258
0.0065,23.64112904,24.64919354,24.64919354,-7.60887096,-7.60887096,-7.60887096,-7.60887096,-7.60887096,-7.60887096,-7.60887096,-1.57157257,-1.57157257,-1.57157257,-1.57157257,-1.57157257,-1.57157257,-1.57157257,-1.57157257,-1.57157257,-1.57157257,-1.16330644,-1.16330644,-1.16330644,-1.16330644,-1.16330644,-1.16330644,-1.16330644,-1.16330644,-1.16330644,-1.16330644,-6.77217742,-6.77217742,-6.77217742,-6.77217742,-6.77217742,-6.77217742,-6.77217742,-6.77217742,-6.77217742,-6.77217742,-0.95564517,-0.95564517,-0.95564517,-0.95564517,-0.95564517,-0.95564517,-0.95564517,-0.95564517,-0.95564517,-0.95564517,-1.48235887,-1.48235887,-1.48235887,-1.48235887,-1.48235887,-1.48235887,-1.48235887,-1.48235887,-1.48235887,-1.48235887,-0.7782258,-0.7782258,-0.7782258,-0.7782258,-0.7782258,-0.7782258,-0.7782258,-0.7782258,-0.7782258,-0.7782258
0.0075,-7.60887096,24.64919354,-7.60887096,-7.60887096,-7.60887096,-7.60887096,-7.60887096,-7.60887096,23.64112904,-7.60887096,-1.57157257,-1.57157257,-1.57157257,-1.57157257,-1.57157257,-1.57157257,-1.57157257,-1.57157257,-1.57157257,-1.57157257,30.08669356,-1.16330644,31.09475806,-1.16330644,-1.16330644,-1.16330644,-1.16330644,-1.16330644,-1.16330644,-1.16330644,24.47782258,-6.77217742,-6.77217742,-6.77217742,25.48588708,-6.77217742,-6.77217742,25.48588708,-6.77217742,-6.77217742,-0.95564517,-0.95564517,-0.95564517,-0.95564517,-0.95564517,-0.95564517,-0.95564517,-0.95564517,-0.95564517,-0.95564517,-1.48235887,-1.48235887,-1.48235887,-1.48235887,-1.48235887,-1.48235887,-1.48235887,-1.48235887,-1.48235887,-1.48235887,-0.7782258,-0.7782258,-0.7782258,-0.7782258,-0.7782258,-0.7782258,-0.7782258,-0.7782258,-0.7782258,-0.7782258
0.0085,-7.60887096,24.64919354,-7.60887096,-7.60887096,-7.60887096,23.64112904,-7.60887096,-7.60887096,54.89112904,-7.60887096,-1.57157257,-1.57157257,-1.57157257,-1.57157257,-1.57157257,-1.57157257,-1.57157257,-1.57157257,-1.57157257,-1.57157257,-1.16330644,-1.16330644,-1.16330644,-1.16330644,-1.16330644,-1.16330644,-1.16330644,-1.16330644,-1.16330644,-1.16330644,-6.77217742,-6.77217742,-6.77217742,-6.77217742,-6.77217742,-6.77217742,-6.77217742,-6.77217742,-6.77217742,-6.77217742,-0.95564517,-0.95564517,-0.95564517,-0.95564517,-0.95564517,-0.95564517,31.30241933,-0.95564517,-0.95564517,-0.95564517,-1.48235887,-1.48235887,-1.48235887,-1.48235887,-1.48235887,-1.48235887,-1.48235887,-1.48235887,-1.48235887,-1.48235887,-0.7782258,-0.7782258,-0.7782258,-0.7782258,-0.7782258,-0.7782258,-0.7782258,-0.7782258,-0.7782258,-0.7782258
0.0095,-7.60887096,24.64919354,-7.60887096,-7.60887096,24.64919354,-7.60887096,-7.60887096,-7.60887096,23.64112904,-7.60887096,-1.57157257,-1.57157257,-1.57157257,-1.57157257,-1.57157257,-1.57157257,-1.57157257,-1.57157257,-1.57157257,-1.57157257,-1.16330644,-1.16330644,-1.16330644,31.09475806,-1.16330644,-1.16330644,-1.16330644,-1.16330644,-1.16330644,-1.16330644,-6.77217742,57.74395158,-6.77217742,-6.77217742,-6.77217742,-6.77217742,-6.77217742,-6.77217742,-6.77217742,24.47782258,-0.95564517,-0.95564517,-0.95564517,-0.95564517,-0.95564517,-0.95564517,-0.95564517,-0.95564517,-0.95564517,-0.95564517,-1.48235887,-1.48235887,-1.48235887,-1.48235887,-1.48235887,-1.48235887,-1.48235887,-1.48235887,-1.48235887,-1.48235887,-0.7782258,-0.7782258,-0.7782258,31.4798387,31.4798387,-0.7782258,-0.7782258,-0.7782258,-0.7782258,30.4717742
