,f01_stimulus_1,f01_stimulus_2,f01_stimulus_3,f01_stimulus_4,f01_stimulus_5,f01_stimulus_6,f01_stimulus_7,f01_stimulus_8,f01_stimulus_9,f01_stimulus_10,f02_stimulus_1,f02_stimulus_2,f02_stimulus_3,f02_stimulus_4,f02_stimulus_5,f02_stimulus_6,f02_stimulus_7,f02_stimulus_8,f02_stimulus_9,f02_stimulus_10,f03_stimulus_1,f03_stimulus_2,f03_stimulus_3,f03_stimulus_4,f03_stimulus_5,f03_stimulus_6,f03_stimulus_7,f03_stimulus_8,f03_stimulus_9,f03_stimulus_10,f04_stimulus_1,f04_stimulus_2,f04_stimulus_3,f04_stimulus_4,f04_stimulus_5,f04_stimulus_6,f04_stimulus_7,f04_stimulus_8,f04_stimulus_9,f04_stimulus_10,f05_stimulus_1,f05_stimulus_2,f05_stimulus_3,f05_stimulus_4,f05_stimulus_5,f05_stimulus_6,f05_stimulus_7,f05_stimulus_8,f05_stimulus_9,f05_stimulus_10
0.0005,-2.44510204,-2.44510204,-2.44510204,-2.44510204,-2.44510204,-2.44510204,-2.44510204,-2.44510204,-2.44510204,-2.44510204,-4.90408163,-4.90408163,-4.90408163,-4.90408163,-4.90408163,-4.90408163,-4.90408163,-4.90408163,-4.90408163,15.09591837,-5.78959183,-5.78959183,-5.78959183,34.21040817,-5.78959183,-5.78959183,14.61857147,-5.78959183,-5.78959183,14.21040817,-1.66612245,18.74204085,18.74204085,-1.66612245,-1.66612245,-1.66612245,-1.66612245,-1.66612245,18.74204085,-1.66612245,-0.7977551,-0.7977551,-0.7977551,-0.7977551,-0.7977551,-0.7977551,-0.7977551,-0.7977551,-0.7977551,-0.7977551
0.0015,-2.44510204,-2.44510204,17.96306126,17.55489796,37.55489796,-2.44510204,-2.44510204,-2.44510204,-2.44510204,17.55489796,-4.90408163,-4.90408163,15.50408167,15.09591837,-4.90408163,-4.90408163,-4.90408163,-4.90408163,-4.90408163,-4.90408163,14.61857147,-5.78959183,14.61857147,14.21040817,-5.78959183,14.21040817,35.02673467,-5.78959183,-5.78959183,-5.78959183,-1.66612245,-1.66612245,-1.66612245,-1.66612245,-1.66612245,-1.66612245,-1.66612245,-1.66612245,-1.66612245,-1.66612245,-0.7977551,-0.7977551,-0.7977551,19.2022449,-0.7977551,-0.7977551,-0.7977551,-0.7977551,-0.7977551,-0.7977551
0.0025,-2.44510204,17.96306126,-2.44510204,-2.44510204,-2.44510204,-2.44510204,-2.44510204,-2.44510204,-2.44510204,-2.44510204,-4.90408163,-4.90408163,-4.90408163,-4.90408163,-4.90408163,-4.90408163,-4.90408163,15.09591837,-4.90408163,-4.90408163,-5.78959183,14.61857147,-5.78959183,-5.78959183,14.21040817,14.21040817,-5.78959183,-5.78959183,-5.78959183,14.21040817,-1.66612245,-1.66612245,18.74204085,-1.66612245,-1.66612245,-1.66612245,18.74204085,-1.66612245,-1.66612245,-1.66612245,-0.7977551,-0.7977551,-0.7977551,-0.7977551,19.2022449,-0.7977551,-0.7977551,-0.7977551,-0.7977551,-0.7977551
0.0035,-2.44510204,-2.44510204,-2.44510204,-2.44510204,-2.44510204,-2.44510204,-2.44510204,-2.44510204,-2.44510204,-2.44510204,-4.90408163,15.50408167,-4.90408163,-4.90408163,35.09591837,-4.90408163,15.50408167,-4.90408163,-4.90408163,15.09591837,-5.78959183,-5.78959183,-5.78959183,-5.78959183,-5.78959183,-5.78959183,-5.78959183,-5.78959183,14.61857147,-5.78959183,-1.66612245,18.74204085,-1.66612245,-1.66612245,18.33387755,-1.66612245,-1.66612245,-1.66612245,-1.66612245,-1.66612245,-0.7977551,-0.7977551,-0.7977551,19.2022449,-0.7977551,19.2022449,-0.7977551,-0.7977551,-0.7977551,-0.7977551
0.0045,-2.44510204,-2.44510204,-2.44510204,-2.44510204,-2.44510204,-2.44510204,17.96306126,-2.44510204,-2.44510204,-2.44510204,-4.90408163,-4.90408163,-4.90408163,-4.90408163,-4.90408163,-4.90408163,-4.90408163,-4.90408163,-4.90408163,-4.90408163,-5.78959183,14.61857147,-5.78959183,34.21040817,-5.78959183,-5.78959183,14.61857147,-5.78959183,14.61857147,-5.78959183,-1.66612245,-1.66612245,-1.66612245,-1.66612245,-1.66612245,-1.66612245,-1.66612245,-1.66612245,-1.66612245,-1.66612245,-0.7977551,19.6104082,-0.7977551,-0.7977551,-0.7977551,-0.7977551,-0.7977551,-0.7977551,-0.7977551,-0.7977551
0.0055,-2.44510204,17.96306126,17.96306126,17.55489796,-2.44510204,-2.44510204,38.37122446,-2.44510204,-2.44510204,-2.44510204,-4.90408163,-4.90408163,15.50408167,35.09591837,15.09591837,35.09591837,-4.90408163,-4.90408163,15.50408167,15.09591837,-5.78959183,-5.78959183,-5.78959183,-5.78959183,-5.78959183,14.21040817,35.02673467,-5.78959183,14.61857147,34.21040817,-1.66612245,-1.66612245,-1.66612245,-1.66612245,18.33387755,-1.66612245,59.55836735,-1.66612245,-1.66612245,-1.66612245,-0.7977551,-0.7977551,-0.7977551,-0.7977551,-0.7977551,-0.7977551,-0.7977551,-0.7977551,-0.7977551,19.2022449
0.0065,-2.44510204,17.96306126,17.96306126,-2.44510204,37.55489796,37.55489796,17.96306126,77.55489796,79.18755106,97.55489796,-4.90408163,56.32040817,137.9530613,75.09591837,195.0959184,75.09591837,35.91224487,95.09591837,76.72857147,-4.90408163,-5.78959183,14.61857147,35.02673467,14.21040817,54.21040817,34.21040817,-5.78959183,14.21040817,14.61857147,14.21040817,-1.66612245,-1.66612245,18.74204085,38.33387755,98.33387755,58.33387755,-1.66612245,18.33387755,18.74204085,38.33387755,-0.7977551,40.0185714,-0.7977551,19.2022449,-0.7977551,-0.7977551,19.6104082,19.2022449,19.6104082,39.2022449
0.0075,-2.44510204,-2.44510204,17.96306126,17.55489796,-2.44510204,37.55489796,79.18755106,37.55489796,38.37122446,37.55489796,56.32040817,56.32040817,35.91224487,75.09591837,55.09591837,-4.90408163,35.91224487,15.09591837,56.32040817,55.09591837,-5.78959183,-5.78959183,35.02673467,14.21040817,34.21040817,134.2104082,55.43489797,154.2104082,55.43489797,174.2104082,-1.66612245,59.55836735,39.15020405,38.33387755,18.33387755,-1.66612245,-1.66612245,38.33387755,18.74204085,18.33387755,-0.7977551,-0.7977551,-0.7977551,19.2022449,39.2022449,19.2022449,19.6104082,-0.7977551,-0.7977551,-0.7977551
0.0085,17.96306126,79.18755106,38.37122446,-2.44510204,-2.44510204,17.55489796,-2.44510204,37.55489796,-2.44510204,-2.44510204,-4.90408163,56.32040817,15.50408167,35.09591837,15.09591837,-4.90408163,-4.90408163,55.09591837,-4.90408163,35.09591837,-5.78959183,35.02673467,259.5165306,134.2104082,114.2104082,294.2104082,137.0675511,154.2104082,198.2920409,194.2104082,-1.66612245,39.15020405,-1.66612245,18.33387755,-1.66612245,18.33387755,-1.66612245,-1.66612245,-1.66612245,-1.66612245,-0.7977551,19.6104082,-0.7977551,-0.7977551,-0.7977551,19.2022449,-0.7977551,-0.7977551,-0.7977551,19.2022449
0.0095,17.96306126,140.4120409,38.37122446,-2.44510204,37.55489796,-2.44510204,17.96306126,-2.44510204,-2.44510204,17.55489796,56.32040817,97.13673467,56.32040817,15.09591837,55.09591837,15.09591837,15.50408167,15.09591837,15.50408167,15.09591837,157.4757143,116.6593878,116.6593878,194.2104082,214.2104082,154.2104082,218.7002041,234.2104082,75.84306127,194.2104082,18.74204085,-1.66612245,-1.66612245,-1.66612245,-1.66612245,-1.66612245,-1.66612245,-1.66612245,-1.66612245,-1.66612245,60.4267347,-0.7977551,-0.7977551,-0.7977551,-0.7977551,-0.7977551,-0.7977551,-0.7977551,-0.7977551,-0.7977551
