,f01_stimulus_1,f01_stimulus_2,f01_stimulus_3,f01_stimulus_4,f01_stimulus_5,f01_stimulus_6,f01_stimulus_7,f01_stimulus_8,f01_stimulus_9,f01_stimulus_10,f02_stimulus_1,f02_stimulus_2,f02_stimulus_3,f02_stimulus_4,f02_stimulus_5,f02_stimulus_6,f02_stimulus_7,f02_stimulus_8,f02_stimulus_9,f02_stimulus_10,f03_stimulus_1,f03_stimulus_2,f03_stimulus_3,f03_stimulus_4,f03_stimulus_5,f03_stimulus_6,f03_stimulus_7,f03_stimulus_8,f03_stimulus_9,f03_stimulus_10,f04_stimulus_1,f04_stimulus_2,f04_stimulus_3,f04_stimulus_4,f04_stimulus_5,f04_stimulus_6,f04_stimulus_7,f04_stimulus_8,f04_stimulus_9,f04_stimulus_10,f05_stimulus_1,f05_stimulus_2,f05_stimulus_3,f05_stimulus_4,f05_stimulus_5,f05_stimulus_6,f05_stimulus_7,f05_stimulus_8,f05_stimulus_9,f05_stimulus_10,f06_stimulus_1,f06_stimulus_2,f06_stimulus_3,f06_stimulus_4,f06_stimulus_5,f06_stimulus_6,f06_stimulus_7,f06_stimulus_8,f06_stimulus_9,f06_stimulus_10,f07_stimulus_1,f07_stimulus_2,f07_stimulus_3,f07_stimulus_4,f07_stimulus_5,f07_stimulus_6,f07_stimulus_7,f07_stimulus_8,f07_stimulus_9,f07_stimulus_10
0.0005,-0.86029412,-0.86029412,-0.86029412,-0.86029412,-0.86029412,-0.86029412,-0.86029412,-0.86029412,-0.86029412,-0.86029412,-1.03487934,-1.03487934,-1.03487934,-1.03487934,-1.03487934,-1.03487934,-1.03487934,18.19588986,-1.03487934,-1.03487934,-1.14309956,-1.14309956,-1.14309956,18.46474354,-1.14309956,-1.14309956,-1.14309956,-1.14309956,-1.14309956,-1.14309956,-0.34219457,-0.34219457,-0.34219457,-0.34219457,-0.34219457,-0.34219457,19.26564853,-0.34219457,-0.34219457,-0.34219457,-1.30920061,-1.30920061,-1.30920061,-1.30920061,-1.30920061,-1.30920061,-1.30920061,17.92156859,-1.30920061,-1.30920061,-0.61444192,-0.61444192,-0.61444192,-0.61444192,-0.61444192,-0.61444192,-0.61444192,-0.61444192,-0.61444192,-0.61444192,-0.91874059,-0.91874059,-0.91874059,-0.91874059,-0.91874059,-0.91874059,-0.91874059,18.31202861,-0.91874059,-0.91874059
0.0015,-0.86029412,-0.86029412,-0.86029412,18.74754898,-0.86029412,-0.86029412,-0.86029412,-0.86029412,-0.86029412,-0.86029412,-1.03487934,-1.03487934,-1.03487934,-1.03487934,-1.03487934,-1.03487934,-1.03487934,-1.03487934,-1.03487934,-1.03487934,-1.14309956,-1.14309956,-1.14309956,-1.14309956,-1.14309956,-1.14309956,-1.14309956,-1.14309956,-1.14309956,-1.14309956,-0.34219457,-0.34219457,-0.34219457,-0.34219457,-0.34219457,-0.34219457,-0.34219457,-0.34219457,-0.34219457,-0.34219457,-1.30920061,-1.30920061,-1.30920061,-1.30920061,-1.30920061,-1.30920061,-1.30920061,-1.30920061,-1.30920061,-1.30920061,18.99340118,-0.61444192,-0.61444192,-0.61444192,-0.61444192,-0.61444192,-0.61444192,-0.61444192,-0.61444192,-0.61444192,-0.91874059,-0.91874059,-0.91874059,-0.91874059,-0.91874059,-0.91874059,-0.91874059,-0.91874059,-0.91874059,-0.91874059
0.0025,-0.86029412,-0.86029412,-0.86029412,-0.86029412,-0.86029412,-0.86029412,-0.86029412,-0.86029412,-0.86029412,-0.86029412,-1.03487934,-1.03487934,-1.03487934,-1.03487934,-1.03487934,-1.03487934,-1.03487934,-1.03487934,-1.03487934,-1.03487934,-1.14309956,-1.14309956,-1.14309956,-1.14309956,-1.14309956,-1.14309956,-1.14309956,-1.14309956,-1.14309956,-1.14309956,-0.34219457,-0.34219457,-0.34219457,-0.34219457,-0.34219457,-0.34219457,-0.34219457,-0.34219457,-0.34219457,-0.34219457,-1.30920061,-1.30920061,-1.30920061,-1.30920061,-1.30920061,-1.30920061,-1.30920061,-1.30920061,-1.30920061,-1.30920061,-0.61444192,-0.61444192,-0.61444192,-0.61444192,-0.61444192,-0.61444192,-0.61444192,-0.61444192,-0.61444192,-0.61444192,-0.91874059,-0.91874059,-0.91874059,-0.91874059,-0.91874059,-0.91874059,-0.91874059,-0.91874059,-0.91874059,18.68910251
0.0035,-0.86029412,-0.86029412,-0.86029412,-0.86029412,-0.86029412,-0.86029412,-0.86029412,-0.86029412,-0.86029412,-0.86029412,-1.03487934,-1.03487934,-1.03487934,-1.03487934,-1.03487934,-1.03487934,-1.03487934,-1.03487934,-1.03487934,-1.03487934,-1.14309956,-1.14309956,-1.14309956,-1.14309956,-1.14309956,-1.14309956,18.46474354,-1.14309956,-1.14309956,-1.14309956,-0.34219457,-0.34219457,-0.34219457,-0.34219457,-0.34219457,-0.34219457,-0.34219457,-0.34219457,-0.34219457,-0.34219457,-1.30920061,-1.30920061,-1.30920061,-1.30920061,-1.30920061,-1.30920061,-1.30920061,17.92156859,-1.30920061,-1.30920061,-0.61444192,-0.61444192,-0.61444192,-0.61444192,-0.61444192,-0.61444192,-0.61444192,-0.61444192,-0.61444192,-0.61444192,-0.91874059,-0.91874059,-0.91874059,-0.91874059,-0.91874059,-0.91874059,-0.91874059,-0.91874059,-0.91874059,-0.91874059
0.0045,-0.86029412,-0.86029412,-0.86029412,-0.86029412,-0.86029412,-0.86029412,-0.86029412,-0.86029412,18.74754898,-0.86029412,-1.03487934,-1.03487934,-1.03487934,-1.03487934,-1.03487934,-1.03487934,-1.03487934,-1.03487934,-1.03487934,-1.03487934,-1.14309956,-1.14309956,-1.14309956,-1.14309956,-1.14309956,-1.14309956,-1.14309956,-1.14309956,-1.14309956,-1.14309956,-0.34219457,-0.34219457,-0.34219457,-0.34219457,-0.34219457,-0.34219457,-0.34219457,-0.34219457,-0.34219457,-0.34219457,-1.30920061,-1.30920061,-1.30920061,-1.30920061,-1.30920061,18.29864249,18.29864249,-1.30920061,-1.30920061,-1.30920061,-0.61444192,-0.61444192,-0.61444192,-0.61444192,-0.61444192,-0.61444192,-0.61444192,-0.61444192,-0.61444192,-0.61444192,18.68910251,-0.91874059,-0.91874059,-0.91874059,-0.91874059,-0.91874059,-0.91874059,-0.91874059,-0.91874059,-0.91874059
0.0055,-0.86029412,-0.86029412,18.74754898,18.74754898,-0.86029412,18.74754898,18.74754898,-0.86029412,-0.86029412,18.74754898,18.57296376,18.57296376,77.39649316,77.39649316,37.42665916,38.18080696,57.78865006,56.65742836,97.00433636,77.39649316,57.68042984,18.46474354,96.89611614,136.1118024,152.7030542,136.1118024,136.1118024,114.2415158,234.151018,175.3274886,-0.34219457,-0.34219457,-0.34219457,-0.34219457,-0.34219457,-0.34219457,-0.34219457,-0.34219457,-0.34219457,-0.34219457,-1.30920061,-1.30920061,18.29864249,18.29864249,75.61387629,18.29864249,-1.30920061,17.92156859,37.90648569,18.29864249,-0.61444192,-0.61444192,-0.61444192,-0.61444192,-0.61444192,-0.61444192,-0.61444192,-0.61444192,-0.61444192,-0.61444192,-0.91874059,-0.91874059,-0.91874059,18.68910251,-0.91874059,38.29694571,18.68910251,-0.91874059,18.68910251,-0.91874059
0.0065,-0.86029412,-0.86029412,-0.86029412,-0.86029412,-0.86029412,38.35539218,-0.86029412,-0.86029412,-0.86029412,-0.86029412,38.18080696,-1.03487934,18.57296376,18.57296376,37.42665916,18.57296376,38.18080696,-1.03487934,38.18080696,38.18080696,-1.14309956,-1.14309956,-1.14309956,-1.14309956,-1.14309956,-1.14309956,38.07258674,18.08766964,38.07258674,-1.14309956,-0.34219457,-0.34219457,-0.34219457,-0.34219457,-0.34219457,-0.34219457,-0.34219457,-0.34219457,-0.34219457,-0.34219457,-1.30920061,-1.30920061,18.29864249,37.90648569,-1.30920061,-1.30920061,-1.30920061,-1.30920061,-1.30920061,18.29864249,-0.61444192,-0.61444192,-0.61444192,-0.61444192,18.61632728,-0.61444192,-0.61444192,-0.61444192,-0.61444192,18.99340118,18.68910251,38.29694571,-0.91874059,-0.91874059,18.31202861,18.68910251,-0.91874059,18.31202861,-0.91874059,38.29694571
0.0075,-0.86029412,18.74754898,77.57107838,38.35539218,114.5243213,18.74754898,18.74754898,-0.86029412,57.96323528,38.35539218,57.78865006,18.57296376,-1.03487934,-1.03487934,37.42665916,18.57296376,38.18080696,56.65742836,-1.03487934,38.18080696,96.89611614,38.07258674,77.28827294,96.89611614,56.54920814,77.28827294,96.89611614,37.31843894,77.28827294,38.07258674,-0.34219457,-0.34219457,-0.34219457,-0.34219457,18.88857463,-0.34219457,-0.34219457,-0.34219457,-0.34219457,-0.34219457,37.90648569,-1.30920061,-1.30920061,37.90648569,37.15233789,-1.30920061,18.29864249,-1.30920061,18.29864249,37.90648569,-0.61444192,-0.61444192,-0.61444192,-0.61444192,-0.61444192,-0.61444192,58.20908748,-0.61444192,18.99340118,18.99340118,-0.91874059,38.29694571,18.68910251,116.7283182,37.54279791,77.51263191,57.90478881,37.54279791,38.29694571,38.29694571
0.0085,18.74754898,77.57107838,136.3946079,18.74754898,37.60124438,57.96323528,57.96323528,76.06278278,77.57107838,18.74754898,77.39649316,38.18080696,38.18080696,57.78865006,-1.03487934,18.57296376,18.57296376,75.88819756,57.78865006,57.78865006,-1.14309956,77.28827294,57.68042984,57.68042984,56.54920814,18.46474354,18.46474354,18.08766964,-1.14309956,96.89611614,38.87349173,19.26564853,19.26564853,-0.34219457,18.88857463,19.26564853,-0.34219457,18.88857463,19.26564853,-0.34219457,37.90648569,37.90648569,57.51432879,18.29864249,17.92156859,57.51432879,18.29864249,17.92156859,18.29864249,-1.30920061,-0.61444192,38.60124438,18.99340118,38.60124438,95.53940428,97.42477378,58.20908748,114.7701735,58.20908748,117.0326169,57.90478881,77.51263191,97.12047511,77.51263191,95.23510561,97.12047511,97.12047511,37.54279791,97.12047511,97.12047511
0.0095,77.57107838,57.96323528,38.35539218,18.74754898,18.37047508,57.96323528,38.35539218,18.37047508,-0.86029412,38.35539218,-1.03487934,38.18080696,18.57296376,-1.03487934,-1.03487934,18.57296376,-1.03487934,-1.03487934,-1.03487934,-1.03487934,116.5039592,38.07258674,38.07258674,38.07258674,18.08766964,18.46474354,-1.14309956,18.08766964,18.46474354,-1.14309956,19.26564853,-0.34219457,-0.34219457,19.26564853,18.88857463,-0.34219457,19.26564853,-0.34219457,-0.34219457,-0.34219457,37.90648569,-1.30920061,-1.30920061,18.29864249,17.92156859,-1.30920061,37.90648569,37.15233789,18.29864249,-1.30920061,38.60124438,18.99340118,-0.61444192,77.81693058,76.30863498,38.60124438,156.2483032,153.2317119,58.20908748,77.81693058,18.68910251,18.68910251,97.12047511,57.90478881,37.54279791,116.7283182,57.90478881,133.696644,77.51263191,175.5518476
