,f01_stimulus_1,f01_stimulus_2,f01_stimulus_3,f01_stimulus_4,f01_stimulus_5,f01_stimulus_6,f01_stimulus_7,f01_stimulus_8,f01_stimulus_9,f01_stimulus_10,f02_stimulus_1,f02_stimulus_2,f02_stimulus_3,f02_stimulus_4,f02_stimulus_5,f02_stimulus_6,f02_stimulus_7,f02_stimulus_8,f02_stimulus_9,f02_stimulus_10
0.0005,-0.61653061,-0.61653061,-0.61653061,-0.61653061,-0.61653061,-0.61653061,-0.61653061,-0.61653061,-0.61653061,-0.61653061,-0.41326531,-0.41326531,-0.41326531,19.99489799,-0.41326531,-0.41326531,-0.41326531,-0.41326531,-0.41326531,-0.41326531
0.0015,-0.61653061,-0.61653061,-0.61653061,-0.61653061,-0.61653061,-0.61653061,-0.61653061,-0.61653061,-0.61653061,-0.61653061,-0.41326531,-0.41326531,-0.41326531,-0.41326531,-0.41326531,-0.41326531,-0.41326531,-0.41326531,-0.41326531,-0.41326531
0.0025,-0.61653061,-0.61653061,-0.61653061,-0.61653061,-0.61653061,-0.61653061,-0.61653061,-0.61653061,-0.61653061,-0.61653061,-0.41326531,-0.41326531,-0.41326531,-0.41326531,-0.41326531,-0.41326531,-0.41326531,-0.41326531,-0.41326531,19.99489799
0.0035,-0.61653061,-0.61653061,-0.61653061,-0.61653061,-0.61653061,-0.61653061,-0.61653061,-0.61653061,-0.61653061,-0.61653061,-0.41326531,-0.41326531,-0.41326531,-0.41326531,-0.41326531,-0.41326531,-0.41326531,-0.41326531,-0.41326531,-0.41326531
0.0045,-0.61653061,-0.61653061,-0.61653061,-0.61653061,-0.61653061,-0.61653061,-0.61653061,-0.61653061,-0.61653061,-0.61653061,-0.41326531,-0.41326531,-0.41326531,-0.41326531,-0.41326531,-0.41326531,-0.41326531,-0.41326531,-0.41326531,-0.41326531
0.0055,-0.61653061,-0.61653061,-0.61653061,-0.61653061,-0.61653061,-0.61653061,-0.61653061,-0.61653061,-0.61653061,40.19979589,-0.41326531,-0.41326531,-0.41326531,-0.41326531,-0.41326531,40.40306119,-0.41326531,-0.41326531,-0.41326531,19.99489799
0.0065,-0.61653061,19.79163269,-0.61653061,-0.61653061,39.38346939,-0.61653061,-0.61653061,79.38346939,59.38346939,121.832449,-0.41326531,-0.41326531,-0.41326531,19.99489799,-0.41326531,19.99489799,39.58673469,39.58673469,39.58673469,-0.41326531
0.0075,-0.61653061,-0.61653061,-0.61653061,-0.61653061,-0.61653061,40.19979589,19.38346939,139.3834694,299.3834694,489.1793878,-0.41326531,-0.41326531,19.99489799,-0.41326531,-0.41326531,-0.41326531,19.58673469,-0.41326531,19.58673469,40.40306119
0.0085,-0.61653061,-0.61653061,-0.61653061,40.19979589,39.38346939,81.01612249,359.3834694,499.3834694,419.3834694,162.6487755,-0.41326531,-0.41326531,-0.41326531,19.99489799,-0.41326531,40.40306119,99.58673469,59.58673469,159.5867347,142.4438776
0.0095,-0.61653061,-0.61653061,19.79163269,40.19979589,59.38346939,40.19979589,159.3834694,139.3834694,59.38346939,60.60795919,-0.41326531,-0.41326531,-0.41326531,-0.41326531,39.58673469,19.99489799,59.58673469,59.58673469,119.5867347,40.40306119
0.0105,-0.61653061,19.79163269,-0.61653061,305.5059184,579.3834694,121.832449,99.38346939,99.38346939,39.38346939,40.19979589,-0.41326531,19.99489799,-0.41326531,40.40306119,79.58673469,81.21938779,19.58673469,19.58673469,99.58673469,60.81122449
0.0115,59.38346939,-0.61653061,-0.61653061,244.2814286,119.3834694,101.4242857,99.38346939,99.38346939,39.38346939,81.01612249,-0.41326531,19.99489799,40.40306119,19.99489799,59.58673469,-0.41326531,39.58673469,-0.41326531,19.58673469,19.99489799
0.0125,19.38346939,19.79163269,101.4242857,19.79163269,-0.61653061,81.01612249,99.38346939,59.38346939,39.38346939,19.79163269,19.58673469,-0.41326531,19.99489799,-0.41326531,19.58673469,19.99489799,-0.41326531,19.58673469,-0.41326531,60.81122449
0.0135,59.38346939,81.01612249,60.60795919,19.79163269,19.38346939,19.79163269,-0.61653061,-0.61653061,19.38346939,-0.61653061,-0.41326531,-0.41326531,-0.41326531,-0.41326531,19.58673469,19.99489799,19.58673469,39.58673469,-0.41326531,-0.41326531
0.0145,-0.61653061,19.79163269,19.79163269,101.4242857,39.38346939,19.79163269,19.38346939,39.38346939,19.38346939,-0.61653061,19.58673469,-0.41326531,-0.41326531,40.40306119,19.58673469,60.81122449,-0.41326531,39.58673469,-0.41326531,-0.41326531
0.0155,39.38346939,19.79163269,40.19979589,40.19979589,19.38346939,60.60795919,-0.61653061,-0.61653061,39.38346939,-0.61653061,-0.41326531,19.99489799,19.99489799,-0.41326531,-0.41326531,-0.41326531,-0.41326531,19.58673469,19.58673469,-0.41326531
0.0165,-0.61653061,-0.61653061,19.79163269,101.4242857,19.38346939,19.79163269,19.38346939,19.38346939,39.38346939,-0.61653061,-0.41326531,-0.41326531,-0.41326531,19.99489799,-0.41326531,19.99489799,19.58673469,19.58673469,19.58673469,19.99489799
0.0175,-0.61653061,40.19979589,-0.61653061,142.2406123,99.38346939,19.79163269,-0.61653061,59.38346939,19.38346939,60.60795919,19.58673469,-0.41326531,-0.41326531,19.99489799,59.58673469,-0.41326531,39.58673469,-0.41326531,19.58673469,40.40306119
0.0185,-0.61653061,19.79163269,40.19979589,81.01612249,19.38346939,81.01612249,59.38346939,119.3834694,119.3834694,19.79163269,-0.41326531,19.99489799,-0.41326531,19.99489799,59.58673469,-0.41326531,19.58673469,59.58673469,19.58673469,40.40306119
0.0195,19.38346939,-0.61653061,-0.61653061,40.19979589,59.38346939,121.832449,119.3834694,159.3834694,59.38346939,60.60795919,-0.41326531,-0.41326531,19.99489799,19.99489799,19.58673469,60.81122449,19.58673469,59.58673469,59.58673469,101.627551
0.0205,-0.61653061,-0.61653061,19.79163269,-0.61653061,-0.61653061,19.79163269,19.38346939,39.38346939,39.38346939,19.79163269,-0.41326531,-0.41326531,-0.41326531,-0.41326531,19.58673469,19.99489799,19.58673469,-0.41326531,-0.41326531,-0.41326531
0.0215,-0.61653061,-0.61653061,203.4651021,19.79163269,19.38346939,-0.61653061,-0.61653061,-0.61653061,-0.61653061,19.79163269,19.58673469,-0.41326531,19.99489799,-0.41326531,-0.41326531,19.99489799,-0.41326531,39.58673469,19.58673469,-0.41326531
0.0225,-0.61653061,-0.61653061,-0.61653061,40.19979589,-0.61653061,-0.61653061,-0.61653061,-0.61653061,-0.61653061,-0.61653061,-0.41326531,-0.41326531,-0.41326531,-0.41326531,-0.41326531,-0.41326531,-0.41326531,-0.41326531,-0.41326531,-0.41326531
0.0235,-0.61653061,-0.61653061,40.19979589,-0.61653061,-0.61653061,19.79163269,-0.61653061,-0.61653061,-0.61653061,-0.61653061,-0.41326531,-0.41326531,-0.41326531,19.99489799,19.58673469,-0.41326531,-0.41326531,-0.41326531,-0.41326531,-0.41326531
0.0245,-0.61653061,-0.61653061,-0.61653061,19.79163269,-0.61653061,19.79163269,19.38346939,-0.61653061,39.38346939,-0.61653061,-0.41326531,-0.41326531,-0.41326531,-0.41326531,19.58673469,40.40306119,-0.41326531,19.58673469,-0.41326531,19.99489799
0.0255,-0.61653061,-0.61653061,-0.61653061,40.19979589,19.38346939,19.79163269,-0.61653061,-0.61653061,-0.61653061,-0.61653061,-0.41326531,-0.41326531,-0.41326531,19.99489799,-0.41326531,-0.41326531,-0.41326531,-0.41326531,-0.41326531,-0.41326531
0.0265,-0.61653061,-0.61653061,-0.61653061,-0.61653061,39.38346939,-0.61653061,-0.61653061,-0.61653061,-0.61653061,-0.61653061,-0.41326531,-0.41326531,-0.41326531,-0.41326531,-0.41326531,-0.41326531,-0.41326531,-0.41326531,-0.41326531,-0.41326531
0.0275,-0.61653061,-0.61653061,-0.61653061,19.79163269,-0.61653061,-0.61653061,-0.61653061,-0.61653061,-0.61653061,-0.61653061,-0.41326531,-0.41326531,-0.41326531,-0.41326531,-0.41326531,-0.41326531,-0.41326531,-0.41326531,-0.41326531,-0.41326531
0.0285,-0.61653061,-0.61653061,-0.61653061,-0.61653061,-0.61653061,19.79163269,-0.61653061,-0.61653061,-0.61653061,-0.61653061,-0.41326531,-0.41326531,-0.41326531,-0.41326531,-0.41326531,-0.41326531,-0.41326531,-0.41326531,-0.41326531,-0.41326531
0.0295,-0.61653061,-0.61653061,-0.61653061,19.79163269,-0.61653061,-0.61653061,-0.61653061,-0.61653061,-0.61653061,-0.61653061,-0.41326531,-0.41326531,-0.41326531,-0.41326531,-0.41326531,-0.41326531,-0.41326531,-0.41326531,-0.41326531,-0.41326531
0.0305,-0.61653061,-0.61653061,-0.61653061,-0.61653061,19.38346939,-0.61653061,-0.61653061,-0.61653061,-0.61653061,-0.61653061,-0.41326531,-0.41326531,-0.41326531,-0.41326531,-0.41326531,-0.41326531,-0.41326531,-0.41326531,-0.41326531,-0.41326531
0.0315,-0.61653061,-0.61653061,-0.61653061,-0.61653061,-0.61653061,19.79163269,-0.61653061,-0.61653061,-0.61653061,-0.61653061,-0.41326531,-0.41326531,-0.41326531,-0.41326531,-0.41326531,-0.41326531,-0.41326531,-0.41326531,-0.41326531,-0.41326531
0.0325,-0.61653061,-0.61653061,-0.61653061,-0.61653061,-0.61653061,19.79163269,-0.61653061,-0.61653061,-0.61653061,-0.61653061,-0.41326531,-0.41326531,-0.41326531,-0.41326531,-0.41326531,-0.41326531,-0.41326531,-0.41326531,-0.41326531,-0.41326531
0.0335,-0.61653061,-0.61653061,-0.61653061,19.79163269,19.38346939,-0.61653061,-0.61653061,-0.61653061,-0.61653061,-0.61653061,-0.41326531,-0.41326531,-0.41326531,-0.41326531,-0.41326531,-0.41326531,-0.41326531,-0.41326531,-0.41326531,-0.41326531
0.0345,-0.61653061,-0.61653061,-0.61653061,-0.61653061,19.38346939,19.79163269,-0.61653061,-0.61653061,-0.61653061,-0.61653061,-0.41326531,-0.41326531,-0.41326531,-0.41326531,-0.41326531,-0.41326531,-0.41326531,-0.41326531,-0.41326531,-0.41326531
0.0355,-0.61653061,-0.61653061,-0.61653061,-0.61653061,-0.61653061,-0.61653061,-0.61653061,-0.61653061,-0.61653061,-0.61653061,-0.41326531,-0.41326531,-0.41326531,-0.41326531,-0.41326531,-0.41326531,-0.41326531,-0.41326531,-0.41326531,-0.41326531
0.0365,-0.61653061,-0.61653061,-0.61653061,-0.61653061,-0.61653061,-0.61653061,-0.61653061,-0.61653061,-0.61653061,-0.61653061,-0.41326531,-0.41326531,-0.41326531,-0.41326531,-0.41326531,-0.41326531,-0.41326531,-0.41326531,-0.41326531,-0.41326531
0.0375,-0.61653061,-0.61653061,-0.61653061,-0.61653061,-0.61653061,-0.61653061,-0.61653061,-0.61653061,-0.61653061,-0.61653061,-0.41326531,-0.41326531,-0.41326531,19.99489799,-0.41326531,-0.41326531,-0.41326531,-0.41326531,-0.41326531,-0.41326531
0.0385,-0.61653061,-0.61653061,-0.61653061,-0.61653061,-0.61653061,-0.61653061,-0.61653061,-0.61653061,-0.61653061,-0.61653061,-0.41326531,-0.41326531,-0.41326531,-0.41326531,-0.41326531,-0.41326531,-0.41326531,-0.41326531,-0.41326531,-0.41326531
0.0395,-0.61653061,-0.61653061,-0.61653061,-0.61653061,-0.61653061,19.79163269,-0.61653061,-0.61653061,-0.61653061,-0.61653061,-0.41326531,-0.41326531,19.99489799,19.99489799,-0.41326531,-0.41326531,-0.41326531,-0.41326531,-0.41326531,-0.41326531
