,f01_stimulus_1,f01_stimulus_2,f01_stimulus_3,f01_stimulus_4,f01_stimulus_5,f01_stimulus_6,f01_stimulus_7,f01_stimulus_8,f01_stimulus_9,f01_stimulus_10,f02_stimulus_1,f02_stimulus_2,f02_stimulus_3,f02_stimulus_4,f02_stimulus_5,f02_stimulus_6,f02_stimulus_7,f02_stimulus_8,f02_stimulus_9,f02_stimulus_10,f03_stimulus_1,f03_stimulus_2,f03_stimulus_3,f03_stimulus_4,f03_stimulus_5,f03_stimulus_6,f03_stimulus_7,f03_stimulus_8,f03_stimulus_9,f03_stimulus_10,f04_stimulus_1,f04_stimulus_2,f04_stimulus_3,f04_stimulus_4,f04_stimulus_5,f04_stimulus_6,f04_stimulus_7,f04_stimulus_8,f04_stimulus_9,f04_stimulus_10,f05_stimulus_1,f05_stimulus_2,f05_stimulus_3,f05_stimulus_4,f05_stimulus_5,f05_stimulus_6,f05_stimulus_7,f05_stimulus_8,f05_stimulus_9,f05_stimulus_10,f06_stimulus_1,f06_stimulus_2,f06_stimulus_3,f06_stimulus_4,f06_stimulus_5,f06_stimulus_6,f06_stimulus_7,f06_stimulus_8,f06_stimulus_9,f06_stimulus_10
0.0005,-0.32383888,-0.32383888,-0.32383888,-0.32383888,-0.32383888,-0.32383888,-0.32383888,-0.32383888,-0.32383888,-0.32383888,-0.2186139,-0.2186139,-0.2186139,-0.2186139,-0.2186139,-0.2186139,-0.2186139,-0.2186139,-0.2186139,-0.2186139,-0.15203193,-0.15203193,-0.15203193,-0.15203193,-0.15203193,-0.15203193,-0.15203193,-0.15203193,-0.15203193,-0.15203193,-0.18087808,-0.18087808,-0.18087808,-0.18087808,-0.18087808,-0.18087808,-0.18087808,-0.18087808,-0.18087808,-0.18087808,-0.09560957,-0.09560957,-0.09560957,-0.09560957,-0.09560957,-0.09560957,-0.09560957,-0.09560957,-0.09560957,-0.09560957,-0.07601594,-0.07601594,-0.07601594,-0.07601594,-0.07601594,-0.07601594,-0.07601594,-0.07601594,-0.07601594,-0.07601594
0.0015,-0.32383888,-0.32383888,-0.32383888,-0.32383888,-0.32383888,-0.32383888,-0.32383888,-0.32383888,-0.32383888,-0.32383888,-0.2186139,-0.2186139,-0.2186139,-0.2186139,-0.2186139,-0.2186139,-0.2186139,-0.2186139,-0.2186139,-0.2186139,-0.15203193,-0.15203193,-0.15203193,-0.15203193,-0.15203193,-0.15203193,-0.15203193,-0.15203193,-0.15203193,-0.15203193,-0.18087808,-0.18087808,-0.18087808,-0.18087808,-0.18087808,-0.18087808,-0.18087808,-0.18087808,-0.18087808,-0.18087808,-0.09560957,-0.09560957,-0.09560957,-0.09560957,-0.09560957,-0.09560957,-0.09560957,-0.09560957,-0.09560957,-0.09560957,-0.07601594,-0.07601594,-0.07601594,-0.07601594,-0.07601594,-0.07601594,-0.07601594,-0.07601594,-0.07601594,-0.07601594
0.0025,-0.32383888,-0.32383888,18.90693032,-0.32383888,-0.32383888,-0.32383888,-0.32383888,-0.32383888,-0.32383888,-0.32383888,-0.2186139,-0.2186139,-0.2186139,-0.2186139,-0.2186139,-0.2186139,-0.2186139,-0.2186139,-0.2186139,-0.2186139,-0.15203193,-0.15203193,-0.15203193,-0.15203193,-0.15203193,-0.15203193,-0.15203193,-0.15203193,-0.15203193,-0.15203193,-0.18087808,-0.18087808,-0.18087808,-0.18087808,-0.18087808,-0.18087808,-0.18087808,-0.18087808,-0.18087808,-0.18087808,-0.09560957,-0.09560957,-0.09560957,-0.09560957,-0.09560957,-0.09560957,-0.09560957,-0.09560957,-0.09560957,-0.09560957,-0.07601594,-0.07601594,-0.07601594,-0.07601594,-0.07601594,-0.07601594,-0.07601594,-0.07601594,-0.07601594,-0.07601594
0.0035,-0.32383888,-0.32383888,-0.32383888,-0.32383888,-0.32383888,-0.32383888,-0.32383888,-0.32383888,-0.32383888,-0.32383888,-0.2186139,-0.2186139,-0.2186139,-0.2186139,-0.2186139,-0.2186139,-0.2186139,-0.2186139,-0.2186139,-0.2186139,-0.15203193,-0.15203193,-0.15203193,-0.15203193,-0.15203193,-0.15203193,-0.15203193,-0.15203193,-0.15203193,-0.15203193,-0.18087808,-0.18087808,-0.18087808,-0.18087808,-0.18087808,-0.18087808,-0.18087808,-0.18087808,-0.18087808,-0.18087808,-0.09560957,-0.09560957,-0.09560957,-0.09560957,-0.09560957,-0.09560957,-0.09560957,-0.09560957,-0.09560957,-0.09560957,-0.07601594,-0.07601594,-0.07601594,-0.07601594,-0.07601594,-0.07601594,-0.07601594,-0.07601594,-0.07601594,-0.07601594
0.0045,-0.32383888,-0.32383888,-0.32383888,-0.32383888,-0.32383888,-0.32383888,-0.32383888,-0.32383888,-0.32383888,-0.32383888,-0.2186139,-0.2186139,-0.2186139,-0.2186139,-0.2186139,-0.2186139,-0.2186139,-0.2186139,-0.2186139,-0.2186139,-0.15203193,-0.15203193,-0.15203193,-0.15203193,-0.15203193,-0.15203193,-0.15203193,-0.15203193,-0.15203193,-0.15203193,-0.18087808,-0.18087808,-0.18087808,19.04989112,-0.18087808,-0.18087808,-0.18087808,-0.18087808,-0.18087808,-0.18087808,-0.09560957,-0.09560957,-0.09560957,-0.09560957,-0.09560957,-0.09560957,-0.09560957,-0.09560957,-0.09560957,-0.09560957,-0.07601594,-0.07601594,-0.07601594,-0.07601594,-0.07601594,-0.07601594,-0.07601594,-0.07601594,-0.07601594,-0.07601594
0.0055,-0.32383888,-0.32383888,-0.32383888,-0.32383888,-0.32383888,-0.32383888,-0.32383888,-0.32383888,-0.32383888,-0.32383888,-0.2186139,-0.2186139,-0.2186139,-0.2186139,-0.2186139,-0.2186139,-0.2186139,-0.2186139,-0.2186139,-0.2186139,-0.15203193,-0.15203193,-0.15203193,-0.15203193,-0.15203193,-0.15203193,-0.15203193,-0.15203193,-0.15203193,-0.15203193,-0.18087808,-0.18087808,-0.18087808,-0.18087808,-0.18087808,-0.18087808,-0.18087808,-0.18087808,-0.18087808,-0.18087808,-0.09560957,-0.09560957,-0.09560957,-0.09560957,-0.09560957,-0.09560957,-0.09560957,-0.09560957,-0.09560957,-0.09560957,-0.07601594,-0.07601594,-0.07601594,-0.07601594,-0.07601594,-0.07601594,-0.07601594,-0.07601594,-0.07601594,-0.07601594
0.0065,-0.32383888,-0.32383888,-0.32383888,-0.32383888,-0.32383888,-0.32383888,-0.32383888,-0.32383888,-0.32383888,-0.32383888,-0.2186139,-0.2186139,-0.2186139,-0.2186139,-0.2186139,-0.2186139,-0.2186139,-0.2186139,-0.2186139,-0.2186139,-0.15203193,-0.15203193,-0.15203193,-0.15203193,-0.15203193,-0.15203193,-0.15203193,-0.15203193,-0.15203193,-0.15203193,-0.18087808,-0.18087808,-0.18087808,-0.18087808,-0.18087808,-0.18087808,-0.18087808,-0.18087808,-0.18087808,-0.18087808,-0.09560957,-0.09560957,-0.09560957,-0.09560957,-0.09560957,-0.09560957,-0.09560957,-0.09560957,-0.09560957,-0.09560957,-0.07601594,-0.07601594,-0.07601594,-0.07601594,-0.07601594,-0.07601594,-0.07601594,-0.07601594,-0.07601594,-0.07601594
0.0075,-0.32383888,-0.32383888,-0.32383888,18.90693032,-0.32383888,-0.32383888,-0.32383888,-0.32383888,-0.32383888,-0.32383888,-0.2186139,-0.2186139,-0.2186139,-0.2186139,-0.2186139,-0.2186139,-0.2186139,-0.2186139,-0.2186139,-0.2186139,-0.15203193,-0.15203193,-0.15203193,-0.15203193,-0.15203193,-0.15203193,-0.15203193,-0.15203193,-0.15203193,-0.15203193,-0.18087808,-0.18087808,-0.18087808,-0.18087808,-0.18087808,-0.18087808,-0.18087808,-0.18087808,-0.18087808,-0.18087808,-0.09560957,-0.09560957,-0.09560957,-0.09560957,-0.09560957,-0.09560957,-0.09560957,-0.09560957,-0.09560957,-0.09560957,-0.07601594,-0.07601594,-0.07601594,-0.07601594,-0.07601594,-0.07601594,-0.07601594,-0.07601594,-0.07601594,-0.07601594
0.0085,-0.32383888,-0.32383888,18.90693032,18.90693032,18.54408562,-0.32383888,-0.32383888,-0.32383888,38.13769962,-0.32383888,-0.2186139,-0.2186139,-0.2186139,-0.2186139,-0.2186139,-0.2186139,-0.2186139,-0.2186139,-0.2186139,-0.2186139,-0.15203193,-0.15203193,-0.15203193,-0.15203193,-0.15203193,-0.15203193,-0.15203193,19.07873727,19.07873727,37.58381717,-0.18087808,-0.18087808,-0.18087808,-0.18087808,-0.18087808,-0.18087808,-0.18087808,-0.18087808,19.04989112,-0.18087808,-0.09560957,-0.09560957,-0.09560957,-0.09560957,-0.09560957,-0.09560957,-0.09560957,-0.09560957,-0.09560957,-0.09560957,-0.07601594,-0.07601594,-0.07601594,19.15475326,-0.07601594,-0.07601594,-0.07601594,-0.07601594,19.15475326,-0.07601594
0.0095,-0.32383888,-0.32383888,-0.32383888,18.90693032,18.54408562,76.59923802,18.54408562,18.90693032,18.90693032,75.14785922,-0.2186139,-0.2186139,-0.2186139,-0.2186139,-0.2186139,-0.2186139,18.6493106,-0.2186139,-0.2186139,-0.2186139,-0.15203193,-0.15203193,-0.15203193,19.07873727,-0.15203193,-0.15203193,-0.15203193,-0.15203193,19.07873727,56.45174167,-0.18087808,-0.18087808,-0.18087808,-0.18087808,-0.18087808,-0.18087808,-0.18087808,19.04989112,19.04989112,-0.18087808,-0.09560957,-0.09560957,-0.09560957,-0.09560957,18.77231493,57.59669813,37.64023953,19.13515963,38.36592893,18.77231493,-0.07601594,-0.07601594,19.15475326,19.15475326,18.79190856,19.15475326,56.52775766,38.38552256,38.38552256,18.79190856
