,f01_stimulus_1,f01_stimulus_2,f01_stimulus_3,f01_stimulus_4,f01_stimulus_5,f01_stimulus_6,f01_stimulus_7,f01_stimulus_8,f01_stimulus_9,f01_stimulus_10,f02_stimulus_1,f02_stimulus_2,f02_stimulus_3,f02_stimulus_4,f02_stimulus_5,f02_stimulus_6,f02_stimulus_7,f02_stimulus_8,f02_stimulus_9,f02_stimulus_10,f03_stimulus_1,f03_stimulus_2,f03_stimulus_3,f03_stimulus_4,f03_stimulus_5,f03_stimulus_6,f03_stimulus_7,f03_stimulus_8,f03_stimulus_9,f03_stimulus_10,f04_stimulus_1,f04_stimulus_2,f04_stimulus_3,f04_stimulus_4,f04_stimulus_5,f04_stimulus_6,f04_stimulus_7,f04_stimulus_8,f04_stimulus_9,f04_stimulus_10
0.0005,15.11061224,-4.88938776,-4.88938776,15.51877554,-4.88938776,15.11061224,-4.88938776,-4.88938776,15.11061224,-4.88938776,18.34,-1.66,18.7481633,-1.66,-1.66,-1.66,-1.66,-1.66,-1.66,-1.66,-1.43836734,-1.43836734,-1.43836734,-1.43836734,-1.43836734,-1.43836734,-1.43836734,-1.43836734,18.56163266,-1.43836734,-1.71204082,-1.71204082,-1.71204082,-1.71204082,-1.71204082,-1.71204082,-1.71204082,-1.71204082,-1.71204082,-1.71204082
0.0015,-4.88938776,-4.88938776,15.51877554,15.51877554,-4.88938776,-4.88938776,-4.88938776,-4.88938776,-4.88938776,-4.88938776,-1.66,-1.66,-1.66,-1.66,-1.66,-1.66,-1.66,-1.66,-1.66,-1.66,-1.43836734,-1.43836734,-1.43836734,-1.43836734,-1.43836734,-1.43836734,-1.43836734,-1.43836734,-1.43836734,-1.43836734,-1.71204082,-1.71204082,-1.71204082,-1.71204082,-1.71204082,-1.71204082,-1.71204082,18.28795918,-1.71204082,-1.71204082
0.0025,15.11061224,-4.88938776,-4.88938776,-4.88938776,15.11061224,15.11061224,-4.88938776,-4.88938776,-4.88938776,-4.88938776,-1.66,-1.66,-1.66,-1.66,-1.66,-1.66,-1.66,-1.66,-1.66,-1.66,-1.43836734,-1.43836734,-1.43836734,-1.43836734,-1.43836734,-1.43836734,-1.43836734,-1.43836734,-1.43836734,-1.43836734,-1.71204082,-1.71204082,-1.71204082,-1.71204082,-1.71204082,-1.71204082,-1.71204082,18.28795918,-1.71204082,-1.71204082
0.0035,-4.88938776,-4.88938776,15.51877554,15.51877554,-4.88938776,15.11061224,-4.88938776,15.11061224,35.11061224,-4.88938776,-1.66,-1.66,-1.66,-1.66,-1.66,38.34,18.7481633,-1.66,-1.66,-1.66,-1.43836734,-1.43836734,-1.43836734,-1.43836734,-1.43836734,-1.43836734,-1.43836734,18.56163266,-1.43836734,-1.43836734,-1.71204082,-1.71204082,-1.71204082,-1.71204082,-1.71204082,-1.71204082,-1.71204082,-1.71204082,-1.71204082,-1.71204082
0.0045,-4.88938776,-4.88938776,-4.88938776,-4.88938776,-4.88938776,-4.88938776,-4.88938776,-4.88938776,-4.88938776,-4.88938776,-1.66,-1.66,-1.66,-1.66,-1.66,-1.66,-1.66,-1.66,-1.66,-1.66,-1.43836734,-1.43836734,-1.43836734,-1.43836734,-1.43836734,-1.43836734,-1.43836734,-1.43836734,-1.43836734,-1.43836734,18.28795918,-1.71204082,-1.71204082,-1.71204082,-1.71204082,-1.71204082,-1.71204082,-1.71204082,-1.71204082,-1.71204082
0.0055,-4.88938776,-4.88938776,-4.88938776,-4.88938776,-4.88938776,15.11061224,-4.88938776,15.11061224,-4.88938776,-4.88938776,18.34,58.34,39.1563265,18.7481633,98.34,98.34,100.3808163,178.34,98.34,78.34,38.56163266,-1.43836734,18.96979596,18.96979596,18.56163266,-1.43836734,18.96979596,-1.43836734,18.56163266,58.56163266,18.28795918,18.28795918,79.92061228,79.92061228,138.2879592,118.2879592,202.3695919,178.2879592,198.2879592,238.2879592
0.0065,-4.88938776,15.11061224,76.74326534,-4.88938776,15.11061224,-4.88938776,15.51877554,-4.88938776,35.11061224,15.11061224,98.34,138.34,161.6053061,120.7889796,78.34,138.34,59.5644898,178.34,178.34,138.34,-1.43836734,-1.43836734,18.96979596,18.96979596,18.56163266,18.56163266,-1.43836734,-1.43836734,18.56163266,18.56163266,118.2879592,198.2879592,141.1451021,181.9614286,138.2879592,198.2879592,161.5532653,98.28795918,138.2879592,138.2879592
0.0075,-4.88938776,-4.88938776,-4.88938776,15.51877554,-4.88938776,35.11061224,35.92693874,15.11061224,35.11061224,-4.88938776,158.34,218.34,263.6461224,284.0542857,458.34,258.34,324.8706122,138.34,318.34,218.34,18.56163266,18.56163266,-1.43836734,18.96979596,58.56163266,18.56163266,-1.43836734,18.56163266,38.56163266,18.56163266,298.2879592,138.2879592,181.9614286,161.5532653,118.2879592,158.2879592,181.9614286,198.2879592,98.28795918,218.2879592
0.0085,-4.88938776,-4.88938776,35.92693874,-4.88938776,-4.88938776,55.11061224,35.92693874,15.11061224,15.11061224,35.11061224,178.34,178.34,202.4216327,100.3808163,118.34,98.34,100.3808163,178.34,158.34,158.34,58.56163266,38.56163266,18.96979596,18.96979596,58.56163266,18.56163266,18.96979596,38.56163266,18.56163266,18.56163266,198.2879592,118.2879592,141.1451021,79.92061228,118.2879592,158.2879592,120.7369388,98.28795918,98.28795918,78.28795918
0.0095,35.11061224,95.11061224,-4.88938776,-4.88938776,-4.88938776,15.11061224,35.92693874,15.11061224,35.11061224,95.11061224,158.34,98.34,182.0134694,120.7889796,78.34,78.34,182.0134694,58.34,58.34,58.34,38.56163266,38.56163266,-1.43836734,100.602449,38.56163266,58.56163266,80.19428576,38.56163266,118.5616327,38.56163266,98.28795918,58.28795918,-1.71204082,39.10428568,58.28795918,18.28795918,59.51244898,18.28795918,58.28795918,38.28795918
