,f01_stimulus_1,f01_stimulus_2,f01_stimulus_3,f01_stimulus_4,f01_stimulus_5,f01_stimulus_6,f01_stimulus_7,f01_stimulus_8,f01_stimulus_9,f01_stimulus_10,f02_stimulus_1,f02_stimulus_2,f02_stimulus_3,f02_stimulus_4,f02_stimulus_5,f02_stimulus_6,f02_stimulus_7,f02_stimulus_8,f02_stimulus_9,f02_stimulus_10,f03_stimulus_1,f03_stimulus_2,f03_stimulus_3,f03_stimulus_4,f03_stimulus_5,f03_stimulus_6,f03_stimulus_7,f03_stimulus_8,f03_stimulus_9,f03_stimulus_10,f04_stimulus_1,f04_stimulus_2,f04_stimulus_3,f04_stimulus_4,f04_stimulus_5,f04_stimulus_6,f04_stimulus_7,f04_stimulus_8,f04_stimulus_9,f04_stimulus_10,f05_stimulus_1,f05_stimulus_2,f05_stimulus_3,f05_stimulus_4,f05_stimulus_5,f05_stimulus_6,f05_stimulus_7,f05_stimulus_8,f05_stimulus_9,f05_stimulus_10
0.0005,-5.09551021,14.90448979,-5.09551021,-5.09551021,-5.09551021,-5.09551021,-5.09551021,-5.09551021,15.31265309,-5.09551021,-0.46265306,-0.46265306,-0.46265306,-0.46265306,-0.46265306,-0.46265306,-0.46265306,-0.46265306,-0.46265306,-0.46265306,-1.31857143,-1.31857143,-1.31857143,-1.31857143,-1.31857143,-1.31857143,-1.31857143,-1.31857143,-1.31857143,-1.31857143,-1.65163265,-1.65163265,-1.65163265,-1.65163265,-1.65163265,-1.65163265,-1.65163265,-1.65163265,-1.65163265,-1.65163265,-1.45265306,-1.45265306,-1.45265306,-1.45265306,-1.45265306,-1.45265306,-1.45265306,-1.45265306,-1.45265306,-1.45265306
0.0015,-5.09551021,-5.09551021,-5.09551021,-5.09551021,14.90448979,-5.09551021,-5.09551021,-5.09551021,-5.09551021,-5.09551021,-0.46265306,-0.46265306,-0.46265306,-0.46265306,-0.46265306,-0.46265306,-0.46265306,-0.46265306,19.94551024,-0.46265306,-1.31857143,-1.31857143,-1.31857143,-1.31857143,-1.31857143,-1.31857143,-1.31857143,-1.31857143,-1.31857143,-1.31857143,-1.65163265,-1.65163265,-1.65163265,-1.65163265,-1.65163265,-1.65163265,-1.65163265,-1.65163265,-1.65163265,-1.65163265,-1.45265306,-1.45265306,-1.45265306,-1.45265306,-1.45265306,-1.45265306,-1.45265306,-1.45265306,-1.45265306,-1.45265306
0.0025,-5.09551021,-5.09551021,-5.09551021,-5.09551021,-5.09551021,-5.09551021,14.90448979,-5.09551021,-5.09551021,-5.09551021,-0.46265306,-0.46265306,-0.46265306,-0.46265306,-0.46265306,-0.46265306,-0.46265306,-0.46265306,-0.46265306,-0.46265306,-1.31857143,-1.31857143,-1.31857143,-1.31857143,-1.31857143,-1.31857143,-1.31857143,-1.31857143,-1.31857143,-1.31857143,-1.65163265,-1.65163265,-1.65163265,-1.65163265,-1.65163265,-1.65163265,-1.65163265,-1.65163265,-1.65163265,-1.65163265,-1.45265306,-1.45265306,-1.45265306,-1.45265306,-1.45265306,-1.45265306,-1.45265306,-1.45265306,-1.45265306,-1.45265306
0.0035,-5.09551021,-5.09551021,-5.09551021,-5.09551021,-5.09551021,-5.09551021,-5.09551021,-5.09551021,35.72081629,15.31265309,-0.46265306,-0.46265306,-0.46265306,-0.46265306,-0.46265306,-0.46265306,-0.46265306,-0.46265306,-0.46265306,-0.46265306,-1.31857143,-1.31857143,-1.31857143,-1.31857143,-1.31857143,-1.31857143,-1.31857143,-1.31857143,-1.31857143,-1.31857143,-1.65163265,-1.65163265,-1.65163265,-1.65163265,-1.65163265,-1.65163265,-1.65163265,-1.65163265,-1.65163265,-1.65163265,-1.45265306,-1.45265306,-1.45265306,-1.45265306,-1.45265306,-1.45265306,18.54734694,-1.45265306,-1.45265306,-1.45265306
0.0045,-5.09551021,14.90448979,-5.09551021,-5.09551021,-5.09551021,14.90448979,-5.09551021,-5.09551021,15.31265309,-5.09551021,-0.46265306,-0.46265306,-0.46265306,-0.46265306,-0.46265306,-0.46265306,-0.46265306,-0.46265306,-0.46265306,-0.46265306,-1.31857143,-1.31857143,-1.31857143,-1.31857143,-1.31857143,-1.31857143,-1.31857143,-1.31857143,-1.31857143,-1.31857143,-1.65163265,-1.65163265,-1.65163265,-1.65163265,-1.65163265,-1.65163265,-1.65163265,-1.65163265,-1.65163265,-1.65163265,-1.45265306,-1.45265306,-1.45265306,-1.45265306,-1.45265306,-1.45265306,-1.45265306,-1.45265306,-1.45265306,-1.45265306
0.0055,-5.09551021,-5.09551021,-5.09551021,-5.09551021,-5.09551021,-5.09551021,-5.09551021,-5.09551021,-5.09551021,-5.09551021,-0.46265306,-0.46265306,-0.46265306,-0.46265306,-0.46265306,-0.46265306,-0.46265306,-0.46265306,-0.46265306,-0.46265306,-1.31857143,-1.31857143,-1.31857143,-1.31857143,-1.31857143,-1.31857143,-1.31857143,-1.31857143,-1.31857143,-1.31857143,-1.65163265,-1.65163265,-1.65163265,-1.65163265,-1.65163265,-1.65163265,-1.65163265,-1.65163265,-1.65163265,-1.65163265,-1.45265306,-1.45265306,-1.45265306,-1.45265306,-1.45265306,-1.45265306,-1.45265306,-1.45265306,-1.45265306,-1.45265306
0.0065,-5.09551021,94.90448979,34.90448979,56.12897959,34.90448979,114.9044898,-5.09551021,-5.09551021,15.31265309,76.53714289,-0.46265306,-0.46265306,-0.46265306,-0.46265306,-0.46265306,-0.46265306,-0.46265306,19.53734694,19.94551024,19.94551024,-1.31857143,-1.31857143,-1.31857143,39.49775507,-1.31857143,98.68142857,78.68142857,58.68142857,39.49775507,-1.31857143,-1.65163265,-1.65163265,18.34836735,18.75653065,-1.65163265,18.34836735,-1.65163265,18.34836735,18.75653065,-1.65163265,18.54734694,-1.45265306,-1.45265306,-1.45265306,18.54734694,38.54734694,18.54734694,-1.45265306,39.36367344,59.77183674
0.0075,54.90448979,94.90448979,14.90448979,56.12897959,14.90448979,14.90448979,-5.09551021,-5.09551021,56.12897959,15.31265309,19.53734694,39.53734694,79.53734694,121.9863265,119.5373469,139.5373469,159.5373469,199.5373469,224.0271428,121.9863265,-1.31857143,58.68142857,258.6814286,182.354898,178.6814286,178.6814286,118.6814286,58.68142857,59.90591837,80.31408167,-1.65163265,58.34836735,138.3483674,59.57285715,98.34836735,118.3483674,118.3483674,138.3483674,161.6136735,39.16469385,-1.45265306,18.54734694,-1.45265306,18.95551024,18.54734694,38.54734694,38.54734694,18.54734694,39.36367344,-1.45265306
0.0085,114.9044898,34.90448979,-5.09551021,76.53714289,34.90448979,34.90448979,-5.09551021,-5.09551021,15.31265309,15.31265309,19.53734694,19.53734694,139.5373469,19.94551024,99.53734694,119.5373469,59.53734694,99.53734694,101.5781632,81.17000004,-1.31857143,98.68142857,118.6814286,19.08959187,78.68142857,58.68142857,78.68142857,18.68142857,-1.31857143,19.08959187,-1.65163265,18.34836735,38.34836735,120.797347,58.34836735,78.34836735,78.34836735,58.34836735,59.57285715,59.57285715,-1.45265306,18.54734694,18.54734694,18.95551024,18.54734694,38.54734694,-1.45265306,18.54734694,-1.45265306,18.95551024
0.0095,74.90448979,34.90448979,94.90448979,15.31265309,-5.09551021,-5.09551021,-5.09551021,14.90448979,15.31265309,-5.09551021,59.53734694,79.53734694,119.5373469,81.17000004,139.5373469,179.5373469,79.53734694,139.5373469,121.9863265,40.35367344,98.68142857,38.68142857,18.68142857,59.90591837,18.68142857,118.6814286,138.6814286,118.6814286,100.7222449,59.90591837,-1.65163265,78.34836735,178.3483674,100.3891837,198.3483674,118.3483674,78.34836735,178.3483674,59.57285715,182.0218368,-1.45265306,58.54734694,18.54734694,18.95551024,58.54734694,18.54734694,58.54734694,18.54734694,18.95551024,18.95551024
