,f01_stimulus_1,f01_stimulus_2,f01_stimulus_3,f01_stimulus_4,f01_stimulus_5,f01_stimulus_6,f01_stimulus_7,f01_stimulus_8,f01_stimulus_9,f01_stimulus_10,f02_stimulus_1,f02_stimulus_2,f02_stimulus_3,f02_stimulus_4,f02_stimulus_5,f02_stimulus_6,f02_stimulus_7,f02_stimulus_8,f02_stimulus_9,f02_stimulus_10,f03_stimulus_1,f03_stimulus_2,f03_stimulus_3,f03_stimulus_4,f03_stimulus_5,f03_stimulus_6,f03_stimulus_7,f03_stimulus_8,f03_stimulus_9,f03_stimulus_10,f04_stimulus_1,f04_stimulus_2,f04_stimulus_3,f04_stimulus_4,f04_stimulus_5,f04_stimulus_6,f04_stimulus_7,f04_stimulus_8,f04_stimulus_9,f04_stimulus_10,f05_stimulus_1,f05_stimulus_2,f05_stimulus_3,f05_stimulus_4,f05_stimulus_5,f05_stimulus_6,f05_stimulus_7,f05_stimulus_8,f05_stimulus_9,f05_stimulus_10,f06_stimulus_1,f06_stimulus_2,f06_stimulus_3,f06_stimulus_4,f06_stimulus_5,f06_stimulus_6,f06_stimulus_7,f06_stimulus_8,f06_stimulus_9,f06_stimulus_10
0.0005,-0.57469387,-0.57469387,-0.57469387,-0.57469387,-0.57469387,-0.57469387,-0.57469387,-0.57469387,-0.57469387,-0.57469387,-0.3920408,-0.3920408,-0.3920408,-0.3920408,-0.3920408,-0.3920408,-0.3920408,-0.3920408,-0.3920408,-0.3920408,-0.8465306,-0.8465306,-0.8465306,-0.8465306,-0.8465306,-0.8465306,19.1534694,-0.8465306,-0.8465306,19.5616327,-0.28224489,-0.28224489,-0.28224489,-0.28224489,-0.28224489,-0.28224489,-0.28224489,-0.28224489,-0.28224489,-0.28224489,-0.35306121,-0.35306121,-0.35306121,-0.35306121,-0.35306121,-0.35306121,-0.35306121,-0.35306121,-0.35306121,-0.35306121,-0.67387754,-0.67387754,-0.67387754,-0.67387754,-0.67387754,-0.67387754,-0.67387754,-0.67387754,-0.67387754,-0.67387754
0.0015,-0.57469387,-0.57469387,-0.57469387,-0.57469387,-0.57469387,-0.57469387,-0.57469387,-0.57469387,-0.57469387,-0.57469387,-0.3920408,-0.3920408,-0.3920408,-0.3920408,-0.3920408,-0.3920408,-0.3920408,-0.3920408,-0.3920408,-0.3920408,-0.8465306,-0.8465306,-0.8465306,-0.8465306,-0.8465306,-0.8465306,-0.8465306,-0.8465306,-0.8465306,-0.8465306,-0.28224489,-0.28224489,-0.28224489,-0.28224489,-0.28224489,-0.28224489,-0.28224489,-0.28224489,-0.28224489,-0.28224489,-0.35306121,-0.35306121,-0.35306121,-0.35306121,-0.35306121,-0.35306121,-0.35306121,-0.35306121,-0.35306121,-0.35306121,-0.67387754,-0.67387754,-0.67387754,-0.67387754,-0.67387754,-0.67387754,-0.67387754,-0.67387754,-0.67387754,-0.67387754
0.0025,-0.57469387,-0.57469387,-0.57469387,-0.57469387,-0.57469387,-0.57469387,-0.57469387,-0.57469387,-0.57469387,19.83346943,-0.3920408,-0.3920408,-0.3920408,-0.3920408,-0.3920408,-0.3920408,-0.3920408,-0.3920408,-0.3920408,-0.3920408,-0.8465306,-0.8465306,19.1534694,-0.8465306,-0.8465306,-0.8465306,-0.8465306,-0.8465306,-0.8465306,-0.8465306,-0.28224489,-0.28224489,-0.28224489,-0.28224489,-0.28224489,-0.28224489,-0.28224489,-0.28224489,-0.28224489,-0.28224489,-0.35306121,-0.35306121,-0.35306121,-0.35306121,-0.35306121,-0.35306121,-0.35306121,-0.35306121,-0.35306121,-0.35306121,-0.67387754,-0.67387754,-0.67387754,-0.67387754,-0.67387754,-0.67387754,-0.67387754,-0.67387754,-0.67387754,-0.67387754
0.0035,-0.57469387,-0.57469387,-0.57469387,-0.57469387,19.83346943,-0.57469387,-0.57469387,-0.57469387,-0.57469387,-0.57469387,-0.3920408,-0.3920408,-0.3920408,-0.3920408,-0.3920408,-0.3920408,-0.3920408,-0.3920408,-0.3920408,-0.3920408,-0.8465306,-0.8465306,-0.8465306,-0.8465306,-0.8465306,-0.8465306,-0.8465306,-0.8465306,-0.8465306,-0.8465306,-0.28224489,-0.28224489,-0.28224489,-0.28224489,-0.28224489,-0.28224489,-0.28224489,-0.28224489,-0.28224489,-0.28224489,-0.35306121,-0.35306121,-0.35306121,-0.35306121,-0.35306121,-0.35306121,-0.35306121,-0.35306121,-0.35306121,-0.35306121,-0.67387754,-0.67387754,-0.67387754,-0.67387754,19.73428576,-0.67387754,-0.67387754,-0.67387754,-0.67387754,-0.67387754
0.0045,19.42530613,-0.57469387,-0.57469387,-0.57469387,-0.57469387,-0.57469387,-0.57469387,-0.57469387,-0.57469387,-0.57469387,-0.3920408,-0.3920408,-0.3920408,-0.3920408,-0.3920408,-0.3920408,-0.3920408,-0.3920408,-0.3920408,-0.3920408,-0.8465306,-0.8465306,-0.8465306,-0.8465306,-0.8465306,-0.8465306,-0.8465306,-0.8465306,-0.8465306,19.5616327,-0.28224489,-0.28224489,-0.28224489,-0.28224489,20.12591841,-0.28224489,-0.28224489,-0.28224489,-0.28224489,-0.28224489,-0.35306121,-0.35306121,-0.35306121,-0.35306121,-0.35306121,-0.35306121,-0.35306121,-0.35306121,-0.35306121,-0.35306121,-0.67387754,-0.67387754,-0.67387754,-0.67387754,-0.67387754,-0.67387754,19.32612246,-0.67387754,-0.67387754,-0.67387754
0.0055,19.42530613,59.42530613,159.4253061,60.64979593,101.4661224,179.4253061,119.4253061,101.4661224,79.42530613,40.24163263,-0.3920408,39.6079592,19.6079592,40.4242857,20.0161225,-0.3920408,19.6079592,20.0161225,39.6079592,-0.3920408,-0.8465306,39.1534694,-0.8465306,80.7861225,19.5616327,-0.8465306,19.1534694,-0.8465306,-0.8465306,19.5616327,19.71775511,-0.28224489,-0.28224489,20.12591841,-0.28224489,19.71775511,-0.28224489,-0.28224489,-0.28224489,-0.28224489,-0.35306121,-0.35306121,-0.35306121,-0.35306121,-0.35306121,-0.35306121,-0.35306121,-0.35306121,-0.35306121,-0.35306121,-0.67387754,-0.67387754,19.32612246,-0.67387754,-0.67387754,39.32612246,-0.67387754,40.14244896,-0.67387754,-0.67387754
0.0065,-0.57469387,-0.57469387,-0.57469387,19.83346943,81.05795923,19.42530613,39.42530613,101.4661224,39.42530613,142.282449,-0.3920408,19.6079592,79.6079592,60.832449,40.4242857,119.6079592,39.6079592,60.832449,79.6079592,20.0161225,19.1534694,39.1534694,19.1534694,39.9697959,-0.8465306,-0.8465306,19.1534694,60.3779592,19.1534694,60.3779592,-0.28224489,-0.28224489,-0.28224489,-0.28224489,-0.28224489,-0.28224489,-0.28224489,-0.28224489,-0.28224489,60.94224491,19.64693879,19.64693879,-0.35306121,-0.35306121,-0.35306121,-0.35306121,19.64693879,20.05510209,19.64693879,20.05510209,19.32612246,19.32612246,19.32612246,-0.67387754,19.73428576,-0.67387754,19.32612246,19.73428576,-0.67387754,40.14244896
0.0075,59.42530613,19.42530613,39.42530613,-0.57469387,40.24163263,39.42530613,79.42530613,40.24163263,-0.57469387,19.83346943,-0.3920408,-0.3920408,39.6079592,40.4242857,142.4651021,19.6079592,39.6079592,20.0161225,-0.3920408,-0.3920408,159.1534694,119.1534694,119.1534694,182.8269388,121.602449,159.1534694,99.1534694,182.8269388,59.1534694,39.9697959,19.71775511,-0.28224489,-0.28224489,81.35040821,-0.28224489,79.71775511,39.71775511,20.12591841,59.71775511,60.94224491,19.64693879,19.64693879,39.64693879,20.05510209,81.27959189,59.64693879,79.64693879,81.27959189,159.6469388,60.87142859,119.3261225,79.32612246,59.32612246,80.95877556,40.14244896,-0.67387754,-0.67387754,40.14244896,59.32612246,60.55061226
0.0085,39.42530613,59.42530613,19.42530613,19.83346943,19.83346943,-0.57469387,-0.57469387,19.83346943,39.42530613,40.24163263,19.6079592,59.6079592,19.6079592,20.0161225,20.0161225,-0.3920408,-0.3920408,-0.3920408,-0.3920408,81.2406123,159.1534694,119.1534694,59.1534694,80.7861225,121.602449,79.1534694,139.1534694,60.3779592,119.1534694,39.9697959,79.71775511,79.71775511,19.71775511,40.53408161,122.1667347,19.71775511,39.71775511,60.94224491,39.71775511,20.12591841,19.64693879,79.64693879,79.64693879,60.87142859,60.87142859,139.6469388,59.64693879,20.05510209,59.64693879,122.0959184,19.32612246,19.32612246,19.32612246,19.73428576,40.14244896,-0.67387754,19.32612246,40.14244896,-0.67387754,19.73428576
0.0095,-0.57469387,39.42530613,39.42530613,40.24163263,-0.57469387,39.42530613,19.42530613,-0.57469387,19.42530613,19.83346943,59.6079592,39.6079592,19.6079592,20.0161225,20.0161225,-0.3920408,-0.3920408,20.0161225,19.6079592,-0.3920408,79.1534694,99.1534694,59.1534694,101.1942857,60.3779592,79.1534694,139.1534694,121.602449,159.1534694,101.1942857,39.71775511,-0.28224489,99.71775511,20.12591841,40.53408161,19.71775511,59.71775511,40.53408161,19.71775511,60.94224491,99.64693879,59.64693879,99.64693879,101.6877551,40.46326529,199.6469388,99.64693879,101.6877551,39.64693879,40.46326529,-0.67387754,39.32612246,59.32612246,-0.67387754,40.14244896,-0.67387754,39.32612246,40.14244896,-0.67387754,19.73428576
0.0105,19.42530613,19.42530613,-0.57469387,19.83346943,40.24163263,-0.57469387,-0.57469387,19.83346943,19.42530613,-0.57469387,-0.3920408,19.6079592,19.6079592,40.4242857,-0.3920408,-0.3920408,19.6079592,-0.3920408,19.6079592,-0.3920408,159.1534694,139.1534694,59.1534694,142.0106123,121.602449,119.1534694,59.1534694,142.0106123,119.1534694,101.1942857,39.71775511,59.71775511,99.71775511,40.53408161,60.94224491,19.71775511,39.71775511,40.53408161,-0.28224489,20.12591841,39.64693879,39.64693879,79.64693879,40.46326529,101.6877551,79.64693879,99.64693879,60.87142859,159.6469388,81.27959189,19.32612246,19.32612246,19.32612246,-0.67387754,-0.67387754,19.32612246,19.32612246,-0.67387754,19.32612246,40.14244896
