,f01_stimulus_1,f01_stimulus_2,f01_stimulus_3,f01_stimulus_4,f01_stimulus_5,f01_stimulus_6,f01_stimulus_7,f01_stimulus_8,f01_stimulus_9,f01_stimulus_10,f02_stimulus_1,f02_stimulus_2,f02_stimulus_3,f02_stimulus_4,f02_stimulus_5,f02_stimulus_6,f02_stimulus_7,f02_stimulus_8,f02_stimulus_9,f02_stimulus_10,f03_stimulus_1,f03_stimulus_2,f03_stimulus_3,f03_stimulus_4,f03_stimulus_5,f03_stimulus_6,f03_stimulus_7,f03_stimulus_8,f03_stimulus_9,f03_stimulus_10
0.0005,-1.36183673,-1.36183673,-1.36183673,-1.36183673,-1.36183673,-1.36183673,-1.36183673,-1.36183673,-1.36183673,-1.36183673,-0.58102041,-0.58102041,-0.58102041,19.41897959,-0.58102041,-0.58102041,-0.58102041,-0.58102041,-0.58102041,-0.58102041,-2.26367347,-2.26367347,-2.26367347,-2.26367347,-2.26367347,-2.26367347,-2.26367347,-2.26367347,-2.26367347,-2.26367347
0.0015,18.63816327,-1.36183673,18.63816327,-1.36183673,-1.36183673,-1.36183673,-1.36183673,-1.36183673,-1.36183673,-1.36183673,-0.58102041,-0.58102041,-0.58102041,-0.58102041,-0.58102041,-0.58102041,-0.58102041,-0.58102041,-0.58102041,-0.58102041,17.73632653,-2.26367347,-2.26367347,-2.26367347,-2.26367347,-2.26367347,-2.26367347,-2.26367347,-2.26367347,17.73632653
0.0025,-1.36183673,-1.36183673,-1.36183673,-1.36183673,-1.36183673,-1.36183673,-1.36183673,-1.36183673,-1.36183673,-1.36183673,-0.58102041,-0.58102041,-0.58102041,-0.58102041,-0.58102041,-0.58102041,-0.58102041,-0.58102041,-0.58102041,-0.58102041,-2.26367347,-2.26367347,-2.26367347,-2.26367347,-2.26367347,-2.26367347,17.73632653,17.73632653,17.73632653,17.73632653
0.0035,-1.36183673,-1.36183673,18.63816327,-1.36183673,-1.36183673,-1.36183673,-1.36183673,-1.36183673,-1.36183673,18.63816327,-0.58102041,-0.58102041,-0.58102041,-0.58102041,-0.58102041,-0.58102041,-0.58102041,-0.58102041,-0.58102041,-0.58102041,-2.26367347,17.73632653,-2.26367347,17.73632653,-2.26367347,-2.26367347,-2.26367347,-2.26367347,-2.26367347,-2.26367347
0.0045,-1.36183673,-1.36183673,-1.36183673,-1.36183673,-1.36183673,-1.36183673,-1.36183673,-1.36183673,-1.36183673,-1.36183673,-0.58102041,-0.58102041,-0.58102041,-0.58102041,-0.58102041,-0.58102041,-0.58102041,-0.58102041,-0.58102041,-0.58102041,-2.26367347,-2.26367347,-2.26367347,-2.26367347,-2.26367347,18.14448983,17.73632653,-2.26367347,-2.26367347,-2.26367347
0.0055,-1.36183673,-1.36183673,-1.36183673,-1.36183673,-1.36183673,-1.36183673,-1.36183673,-1.36183673,-1.36183673,-1.36183673,-0.58102041,-0.58102041,-0.58102041,-0.58102041,-0.58102041,-0.58102041,-0.58102041,-0.58102041,-0.58102041,-0.58102041,-2.26367347,-2.26367347,-2.26367347,-2.26367347,17.73632653,-2.26367347,-2.26367347,17.73632653,17.73632653,57.73632653
0.0065,-1.36183673,-1.36183673,18.63816327,-1.36183673,-1.36183673,-1.36183673,-1.36183673,-1.36183673,-1.36183673,-1.36183673,-0.58102041,-0.58102041,-0.58102041,-0.58102041,-0.58102041,-0.58102041,-0.58102041,-0.58102041,19.41897959,-0.58102041,-2.26367347,-2.26367347,-2.26367347,17.73632653,37.73632653,18.14448983,77.73632653,97.73632653,37.73632653,17.73632653
0.0075,-1.36183673,18.63816327,-1.36183673,-1.36183673,-1.36183673,-1.36183673,-1.36183673,18.63816327,38.63816327,38.63816327,-0.58102041,-0.58102041,-0.58102041,-0.58102041,-0.58102041,-0.58102041,-0.58102041,-0.58102041,-0.58102041,-0.58102041,-2.26367347,-2.26367347,-2.26367347,-2.26367347,-2.26367347,38.55265303,57.73632653,17.73632653,117.7363265,97.73632653
0.0085,-1.36183673,-1.36183673,-1.36183673,-1.36183673,-1.36183673,59.86265307,38.63816327,98.63816327,58.63816327,38.63816327,-0.58102041,-0.58102041,-0.58102041,-0.58102041,-0.58102041,-0.58102041,-0.58102041,-0.58102041,-0.58102041,-0.58102041,17.73632653,17.73632653,-2.26367347,-2.26367347,17.73632653,79.36897963,37.73632653,97.73632653,97.73632653,77.73632653
0.0095,-1.36183673,-1.36183673,-1.36183673,-1.36183673,-1.36183673,-1.36183673,18.63816327,58.63816327,38.63816327,38.63816327,-0.58102041,-0.58102041,-0.58102041,-0.58102041,-0.58102041,-0.58102041,-0.58102041,-0.58102041,-0.58102041,-0.58102041,17.73632653,-2.26367347,-2.26367347,17.73632653,-2.26367347,58.96081633,97.73632653,137.7363265,57.73632653,57.73632653
