,f01_stimulus_1,f01_stimulus_2,f01_stimulus_3,f01_stimulus_4,f01_stimulus_5,f01_stimulus_6,f01_stimulus_7,f01_stimulus_8,f01_stimulus_9,f01_stimulus_10,f02_stimulus_1,f02_stimulus_2,f02_stimulus_3,f02_stimulus_4,f02_stimulus_5,f02_stimulus_6,f02_stimulus_7,f02_stimulus_8,f02_stimulus_9,f02_stimulus_10,f03_stimulus_1,f03_stimulus_2,f03_stimulus_3,f03_stimulus_4,f03_stimulus_5,f03_stimulus_6,f03_stimulus_7,f03_stimulus_8,f03_stimulus_9,f03_stimulus_10
0.0005,-6.41836735,-6.41836735,-6.41836735,-6.41836735,13.58163265,-6.41836735,-6.41836735,13.58163265,-6.41836735,-6.41836735,-1.84163265,-1.84163265,-1.84163265,-1.84163265,-1.84163265,-1.84163265,-1.84163265,18.15836735,-1.84163265,18.15836735,-0.42142856,19.98673474,-0.42142856,-0.42142856,-0.42142856,-0.42142856,-0.42142856,-0.42142856,-0.42142856,-0.42142856
0.0015,13.58163265,-6.41836735,-6.41836735,-6.41836735,-6.41836735,-6.41836735,-6.41836735,-6.41836735,13.98979595,33.58163265,-1.84163265,-1.84163265,-1.84163265,-1.84163265,-1.84163265,-1.84163265,18.15836735,-1.84163265,-1.84163265,18.15836735,-0.42142856,-0.42142856,-0.42142856,-0.42142856,-0.42142856,19.57857144,-0.42142856,-0.42142856,-0.42142856,-0.42142856
0.0025,-6.41836735,-6.41836735,-6.41836735,-6.41836735,33.58163265,-6.41836735,-6.41836735,33.58163265,13.98979595,-6.41836735,-1.84163265,-1.84163265,-1.84163265,-1.84163265,-1.84163265,-1.84163265,18.15836735,-1.84163265,-1.84163265,18.15836735,-0.42142856,-0.42142856,-0.42142856,-0.42142856,-0.42142856,-0.42142856,-0.42142856,-0.42142856,-0.42142856,-0.42142856
0.0035,-6.41836735,-6.41836735,-6.41836735,-6.41836735,-6.41836735,-6.41836735,-6.41836735,13.58163265,-6.41836735,-6.41836735,-1.84163265,-1.84163265,-1.84163265,-1.84163265,-1.84163265,-1.84163265,-1.84163265,-1.84163265,-1.84163265,-1.84163265,-0.42142856,-0.42142856,-0.42142856,-0.42142856,-0.42142856,-0.42142856,-0.42142856,-0.42142856,-0.42142856,-0.42142856
0.0045,-6.41836735,-6.41836735,-6.41836735,-6.41836735,-6.41836735,-6.41836735,-6.41836735,-6.41836735,13.98979595,-6.41836735,-1.84163265,-1.84163265,-1.84163265,18.56653065,-1.84163265,18.15836735,18.15836735,-1.84163265,18.56653065,-1.84163265,-0.42142856,-0.42142856,-0.42142856,-0.42142856,-0.42142856,-0.42142856,-0.42142856,-0.42142856,19.98673474,-0.42142856
0.0055,-6.41836735,-6.41836735,-6.41836735,-6.41836735,13.58163265,-6.41836735,-6.41836735,-6.41836735,34.39795915,-6.41836735,-1.84163265,-1.84163265,-1.84163265,-1.84163265,-1.84163265,-1.84163265,-1.84163265,-1.84163265,-1.84163265,18.15836735,-0.42142856,-0.42142856,-0.42142856,-0.42142856,19.57857144,-0.42142856,-0.42142856,-0.42142856,40.39489794,19.57857144
0.0065,-6.41836735,-6.41836735,-6.41836735,136.4387756,73.58163265,53.58163265,133.5816327,133.5816327,218.0714286,133.5816327,-1.84163265,38.97469385,58.15836735,38.97469385,78.15836735,38.15836735,58.15836735,-1.84163265,18.56653065,98.15836735,-0.42142856,-0.42142856,19.57857144,-0.42142856,19.57857144,59.57857144,-0.42142856,39.57857144,-0.42142856,-0.42142856
0.0075,33.58163265,75.21428575,113.5816327,13.98979595,53.58163265,213.5816327,53.58163265,193.5816327,136.4387756,153.5816327,-1.84163265,59.38285715,18.15836735,18.56653065,58.15836735,38.15836735,38.15836735,98.15836735,79.79102045,18.15836735,-0.42142856,-0.42142856,19.57857144,60.80306124,19.57857144,19.57857144,99.57857144,-0.42142856,-0.42142856,19.57857144
0.0085,33.58163265,95.62244895,53.58163265,218.0714286,73.58163265,53.58163265,233.5816327,213.5816327,218.0714286,73.58163265,-1.84163265,38.97469385,18.15836735,38.97469385,38.15836735,-1.84163265,38.15836735,18.15836735,18.56653065,18.15836735,-0.42142856,-0.42142856,19.57857144,-0.42142856,-0.42142856,-0.42142856,19.57857144,-0.42142856,-0.42142856,-0.42142856
0.0095,73.58163265,136.4387756,173.5816327,279.2959184,273.5816327,333.5816327,233.5816327,293.5816327,258.8877551,293.5816327,58.15836735,38.97469385,-1.84163265,-1.84163265,-1.84163265,18.15836735,18.15836735,-1.84163265,-1.84163265,18.15836735,-0.42142856,-0.42142856,19.57857144,-0.42142856,-0.42142856,19.57857144,19.57857144,-0.42142856,40.39489794,-0.42142856
0.0105,253.5816327,340.5204082,233.5816327,279.2959184,313.5816327,253.5816327,253.5816327,153.5816327,177.2551021,113.5816327,18.15836735,18.56653065,-1.84163265,38.97469385,18.15836735,-1.84163265,38.15836735,18.15836735,38.97469385,38.15836735,19.57857144,-0.42142856,-0.42142856,-0.42142856,-0.42142856,-0.42142856,19.57857144,19.57857144,19.98673474,-0.42142856
0.0115,133.5816327,75.21428575,293.5816327,156.8469388,253.5816327,273.5816327,93.58163265,153.5816327,218.0714286,153.5816327,-1.84163265,38.97469385,38.15836735,59.38285715,18.15836735,-1.84163265,18.15836735,58.15836735,18.56653065,18.15836735,-0.42142856,-0.42142856,19.57857144,19.98673474,19.57857144,39.57857144,39.57857144,-0.42142856,40.39489794,-0.42142856
0.0125,253.5816327,299.7040817,93.58163265,156.8469388,133.5816327,233.5816327,173.5816327,173.5816327,136.4387756,173.5816327,18.15836735,120.607347,-1.84163265,-1.84163265,18.15836735,58.15836735,58.15836735,58.15836735,18.56653065,18.15836735,59.57857144,-0.42142856,19.57857144,-0.42142856,39.57857144,-0.42142856,19.57857144,-0.42142856,19.98673474,19.57857144
