,f01_stimulus_1,f01_stimulus_2,f01_stimulus_3,f01_stimulus_4,f01_stimulus_5,f01_stimulus_6,f01_stimulus_7,f01_stimulus_8,f01_stimulus_9,f01_stimulus_10,f02_stimulus_1,f02_stimulus_2,f02_stimulus_3,f02_stimulus_4,f02_stimulus_5,f02_stimulus_6,f02_stimulus_7,f02_stimulus_8,f02_stimulus_9,f02_stimulus_10,f03_stimulus_1,f03_stimulus_2,f03_stimulus_3,f03_stimulus_4,f03_stimulus_5,f03_stimulus_6,f03_stimulus_7,f03_stimulus_8,f03_stimulus_9,f03_stimulus_10,f04_stimulus_1,f04_stimulus_2,f04_stimulus_3,f04_stimulus_4,f04_stimulus_5,f04_stimulus_6,f04_stimulus_7,f04_stimulus_8,f04_stimulus_9,f04_stimulus_10,f05_stimulus_1,f05_stimulus_2,f05_stimulus_3,f05_stimulus_4,f05_stimulus_5,f05_stimulus_6,f05_stimulus_7,f05_stimulus_8,f05_stimulus_9,f05_stimulus_10
0.0005,-2.11571428,-2.11571428,-2.11571428,-2.11571428,-2.11571428,-2.11571428,-2.11571428,-2.11571428,-2.11571428,-2.11571428,-4.1222449,-4.1222449,-4.1222449,-4.1222449,-4.1222449,-4.1222449,-4.1222449,15.8777551,-4.1222449,-4.1222449,-4.97632653,-4.97632653,-4.97632653,15.43183677,-4.97632653,-4.97632653,-4.97632653,-4.97632653,-4.97632653,15.43183677,-1.2187755,-1.2187755,-1.2187755,19.1893878,-1.2187755,-1.2187755,-1.2187755,-1.2187755,-1.2187755,-1.2187755,-0.69326532,-0.69326532,-0.69326532,-0.69326532,-0.69326532,-0.69326532,-0.69326532,-0.69326532,-0.69326532,-0.69326532
0.0015,-2.11571428,-2.11571428,-2.11571428,-2.11571428,-2.11571428,17.88428572,-2.11571428,-2.11571428,-2.11571428,-2.11571428,16.2859184,-4.1222449,-4.1222449,-4.1222449,-4.1222449,-4.1222449,-4.1222449,-4.1222449,-4.1222449,-4.1222449,-4.97632653,-4.97632653,-4.97632653,-4.97632653,-4.97632653,-4.97632653,-4.97632653,-4.97632653,15.02367347,-4.97632653,-1.2187755,-1.2187755,-1.2187755,-1.2187755,-1.2187755,-1.2187755,-1.2187755,-1.2187755,-1.2187755,-1.2187755,-0.69326532,-0.69326532,-0.69326532,-0.69326532,-0.69326532,-0.69326532,-0.69326532,-0.69326532,-0.69326532,-0.69326532
0.0025,-2.11571428,17.88428572,-2.11571428,-2.11571428,-2.11571428,-2.11571428,17.88428572,-2.11571428,-2.11571428,-2.11571428,-4.1222449,15.8777551,-4.1222449,-4.1222449,-4.1222449,-4.1222449,-4.1222449,-4.1222449,15.8777551,-4.1222449,-4.97632653,-4.97632653,-4.97632653,15.43183677,-4.97632653,15.02367347,-4.97632653,-4.97632653,-4.97632653,-4.97632653,-1.2187755,-1.2187755,-1.2187755,-1.2187755,-1.2187755,-1.2187755,-1.2187755,-1.2187755,-1.2187755,-1.2187755,-0.69326532,-0.69326532,-0.69326532,-0.69326532,-0.69326532,39.30673468,-0.69326532,19.30673468,-0.69326532,-0.69326532
0.0035,-2.11571428,17.88428572,-2.11571428,-2.11571428,-2.11571428,-2.11571428,-2.11571428,-2.11571428,-2.11571428,-2.11571428,-4.1222449,-4.1222449,-4.1222449,16.2859184,-4.1222449,15.8777551,-4.1222449,-4.1222449,15.8777551,16.2859184,15.43183677,-4.97632653,-4.97632653,-4.97632653,-4.97632653,-4.97632653,15.02367347,-4.97632653,-4.97632653,-4.97632653,-1.2187755,-1.2187755,-1.2187755,-1.2187755,-1.2187755,-1.2187755,-1.2187755,-1.2187755,-1.2187755,-1.2187755,-0.69326532,-0.69326532,-0.69326532,-0.69326532,-0.69326532,-0.69326532,-0.69326532,-0.69326532,19.30673468,-0.69326532
0.0045,-2.11571428,-2.11571428,-2.11571428,-2.11571428,17.88428572,-2.11571428,17.88428572,17.88428572,-2.11571428,-2.11571428,-4.1222449,-4.1222449,-4.1222449,-4.1222449,-4.1222449,-4.1222449,15.8777551,-4.1222449,-4.1222449,-4.1222449,-4.97632653,35.02367347,15.43183677,15.43183677,-4.97632653,15.02367347,-4.97632653,-4.97632653,15.02367347,-4.97632653,-1.2187755,-1.2187755,-1.2187755,-1.2187755,-1.2187755,-1.2187755,-1.2187755,-1.2187755,-1.2187755,-1.2187755,-0.69326532,-0.69326532,-0.69326532,-0.69326532,-0.69326532,-0.69326532,-0.69326532,-0.69326532,-0.69326532,-0.69326532
0.0055,18.29244902,-2.11571428,-2.11571428,-2.11571428,-2.11571428,-2.11571428,17.88428572,-2.11571428,-2.11571428,-2.11571428,-4.1222449,-4.1222449,-4.1222449,-4.1222449,-4.1222449,-4.1222449,15.8777551,15.8777551,55.8777551,16.2859184,-4.97632653,-4.97632653,-4.97632653,15.43183677,15.02367347,15.02367347,-4.97632653,-4.97632653,-4.97632653,-4.97632653,-1.2187755,-1.2187755,-1.2187755,-1.2187755,-1.2187755,-1.2187755,18.7812245,-1.2187755,18.7812245,-1.2187755,-0.69326532,-0.69326532,-0.69326532,-0.69326532,-0.69326532,-0.69326532,-0.69326532,-0.69326532,-0.69326532,-0.69326532
0.0065,-2.11571428,17.88428572,59.10877552,-2.11571428,17.88428572,37.88428572,17.88428572,97.88428572,57.88428572,-2.11571428,-4.1222449,15.8777551,-4.1222449,57.1022449,55.8777551,55.8777551,55.8777551,95.8777551,95.8777551,97.9185714,-4.97632653,-4.97632653,35.83999997,15.43183677,35.02367347,15.02367347,-4.97632653,15.02367347,35.02367347,-4.97632653,-1.2187755,-1.2187755,39.597551,-1.2187755,-1.2187755,38.7812245,18.7812245,-1.2187755,18.7812245,19.1893878,-0.69326532,19.30673468,19.71489798,19.71489798,-0.69326532,-0.69326532,19.30673468,-0.69326532,59.30673468,-0.69326532
0.0075,-2.11571428,17.88428572,18.29244902,18.29244902,-2.11571428,17.88428572,-2.11571428,37.88428572,77.88428572,18.29244902,-4.1222449,75.8777551,16.2859184,77.5104082,35.8777551,-4.1222449,75.8777551,-4.1222449,15.8777551,-4.1222449,-4.97632653,15.02367347,-4.97632653,-4.97632653,-4.97632653,-4.97632653,35.02367347,35.02367347,15.02367347,35.83999997,19.1893878,38.7812245,-1.2187755,39.597551,38.7812245,-1.2187755,38.7812245,18.7812245,-1.2187755,19.1893878,19.71489798,-0.69326532,-0.69326532,-0.69326532,-0.69326532,-0.69326532,-0.69326532,-0.69326532,-0.69326532,40.12306118
0.0085,18.29244902,-2.11571428,38.70061222,-2.11571428,17.88428572,37.88428572,-2.11571428,17.88428572,57.88428572,-2.11571428,16.2859184,15.8777551,36.6940816,36.6940816,15.8777551,75.8777551,35.8777551,15.8777551,15.8777551,-4.1222449,-4.97632653,35.02367347,97.06448977,56.24816327,95.02367347,115.0236735,35.02367347,115.0236735,115.0236735,199.1053062,19.1893878,-1.2187755,-1.2187755,-1.2187755,-1.2187755,-1.2187755,-1.2187755,-1.2187755,18.7812245,-1.2187755,-0.69326532,-0.69326532,-0.69326532,-0.69326532,19.30673468,-0.69326532,39.30673468,19.30673468,-0.69326532,19.71489798
0.0095,-2.11571428,57.88428572,18.29244902,18.29244902,-2.11571428,-2.11571428,17.88428572,17.88428572,17.88428572,18.29244902,57.1022449,155.8777551,77.5104082,-4.1222449,35.8777551,35.8777551,55.8777551,35.8777551,-4.1222449,16.2859184,56.24816327,115.0236735,219.5134694,219.5134694,255.0236735,175.0236735,355.0236735,235.0236735,275.0236735,178.6971429,-1.2187755,18.7812245,-1.2187755,-1.2187755,-1.2187755,-1.2187755,-1.2187755,-1.2187755,-1.2187755,-1.2187755,-0.69326532,99.30673468,-0.69326532,19.71489798,39.30673468,39.30673468,19.30673468,19.30673468,-0.69326532,19.71489798
