,f01_stimulus_1,f01_stimulus_2,f01_stimulus_3,f01_stimulus_4,f01_stimulus_5,f01_stimulus_6,f01_stimulus_7,f01_stimulus_8,f01_stimulus_9,f01_stimulus_10,f02_stimulus_1,f02_stimulus_2,f02_stimulus_3,f02_stimulus_4,f02_stimulus_5,f02_stimulus_6,f02_stimulus_7,f02_stimulus_8,f02_stimulus_9,f02_stimulus_10,f03_stimulus_1,f03_stimulus_2,f03_stimulus_3,f03_stimulus_4,f03_stimulus_5,f03_stimulus_6,f03_stimulus_7,f03_stimulus_8,f03_stimulus_9,f03_stimulus_10,f04_stimulus_1,f04_stimulus_2,f04_stimulus_3,f04_stimulus_4,f04_stimulus_5,f04_stimulus_6,f04_stimulus_7,f04_stimulus_8,f04_stimulus_9,f04_stimulus_10
0.0005,-1.93020408,-1.93020408,-1.93020408,-1.93020408,-1.93020408,-1.93020408,-1.93020408,18.47795922,18.06979592,-1.93020408,-1.80979592,-1.80979592,-1.80979592,-1.80979592,-1.80979592,-1.80979592,-1.80979592,-1.80979592,-1.80979592,-1.80979592,19.43693878,-0.56306122,-0.56306122,-0.56306122,-0.56306122,-0.56306122,-0.56306122,-0.56306122,-0.56306122,-0.56306122,-0.91408164,-0.91408164,-0.91408164,-0.91408164,-0.91408164,-0.91408164,-0.91408164,-0.91408164,-0.91408164,-0.91408164
0.0015,-1.93020408,-1.93020408,-1.93020408,-1.93020408,-1.93020408,-1.93020408,-1.93020408,-1.93020408,18.06979592,-1.93020408,-1.80979592,-1.80979592,-1.80979592,-1.80979592,-1.80979592,-1.80979592,-1.80979592,-1.80979592,-1.80979592,-1.80979592,-0.56306122,-0.56306122,-0.56306122,-0.56306122,-0.56306122,-0.56306122,-0.56306122,-0.56306122,-0.56306122,-0.56306122,-0.91408164,-0.91408164,-0.91408164,-0.91408164,-0.91408164,-0.91408164,-0.91408164,-0.91408164,-0.91408164,-0.91408164
0.0025,-1.93020408,-1.93020408,-1.93020408,-1.93020408,-1.93020408,-1.93020408,-1.93020408,-1.93020408,-1.93020408,-1.93020408,-1.80979592,-1.80979592,-1.80979592,-1.80979592,18.19020408,-1.80979592,-1.80979592,-1.80979592,-1.80979592,-1.80979592,-0.56306122,-0.56306122,-0.56306122,-0.56306122,-0.56306122,-0.56306122,-0.56306122,-0.56306122,-0.56306122,-0.56306122,-0.91408164,-0.91408164,19.49408166,-0.91408164,-0.91408164,19.08591836,-0.91408164,-0.91408164,-0.91408164,-0.91408164
0.0035,-1.93020408,-1.93020408,-1.93020408,-1.93020408,-1.93020408,-1.93020408,-1.93020408,-1.93020408,-1.93020408,-1.93020408,18.19020408,-1.80979592,-1.80979592,-1.80979592,-1.80979592,-1.80979592,-1.80979592,-1.80979592,-1.80979592,-1.80979592,-0.56306122,-0.56306122,-0.56306122,-0.56306122,-0.56306122,-0.56306122,-0.56306122,-0.56306122,-0.56306122,-0.56306122,-0.91408164,-0.91408164,-0.91408164,-0.91408164,-0.91408164,-0.91408164,19.08591836,-0.91408164,-0.91408164,-0.91408164
0.0045,-1.93020408,-1.93020408,-1.93020408,-1.93020408,-1.93020408,-1.93020408,-1.93020408,-1.93020408,-1.93020408,-1.93020408,38.19020408,-1.80979592,-1.80979592,-1.80979592,-1.80979592,18.19020408,-1.80979592,-1.80979592,18.19020408,-1.80979592,-0.56306122,-0.56306122,-0.56306122,-0.56306122,-0.56306122,-0.56306122,-0.56306122,-0.56306122,-0.56306122,-0.56306122,-0.91408164,-0.91408164,19.49408166,-0.91408164,-0.91408164,-0.91408164,-0.91408164,-0.91408164,-0.91408164,-0.91408164
0.0055,-1.93020408,-1.93020408,-1.93020408,-1.93020408,-1.93020408,-1.93020408,18.06979592,-1.93020408,-1.93020408,-1.93020408,-1.80979592,-1.80979592,-1.80979592,-1.80979592,-1.80979592,-1.80979592,-1.80979592,-1.80979592,-1.80979592,-1.80979592,-0.56306122,-0.56306122,-0.56306122,-0.56306122,-0.56306122,-0.56306122,-0.56306122,-0.56306122,-0.56306122,-0.56306122,-0.91408164,-0.91408164,-0.91408164,-0.91408164,-0.91408164,-0.91408164,-0.91408164,-0.91408164,-0.91408164,-0.91408164
0.0065,-1.93020408,-1.93020408,-1.93020408,-1.93020408,-1.93020408,-1.93020408,-1.93020408,18.47795922,-1.93020408,-1.93020408,-1.80979592,-1.80979592,-1.80979592,-1.80979592,-1.80979592,-1.80979592,-1.80979592,18.59836738,18.19020408,18.19020408,-0.56306122,-0.56306122,-0.56306122,-0.56306122,-0.56306122,-0.56306122,-0.56306122,-0.56306122,-0.56306122,-0.56306122,-0.91408164,-0.91408164,-0.91408164,-0.91408164,-0.91408164,-0.91408164,-0.91408164,-0.91408164,-0.91408164,-0.91408164
0.0075,-1.93020408,-1.93020408,-1.93020408,-1.93020408,-1.93020408,-1.93020408,18.06979592,-1.93020408,-1.93020408,18.06979592,-1.80979592,-1.80979592,-1.80979592,-1.80979592,-1.80979592,18.19020408,18.19020408,18.59836738,18.19020408,38.19020408,-0.56306122,-0.56306122,-0.56306122,-0.56306122,-0.56306122,-0.56306122,-0.56306122,-0.56306122,-0.56306122,-0.56306122,-0.91408164,-0.91408164,-0.91408164,-0.91408164,-0.91408164,19.08591836,19.08591836,19.49408166,-0.91408164,19.08591836
0.0085,-1.93020408,-1.93020408,-1.93020408,18.06979592,-1.93020408,-1.93020408,-1.93020408,-1.93020408,18.06979592,18.06979592,-1.80979592,-1.80979592,-1.80979592,18.19020408,18.19020408,-1.80979592,-1.80979592,39.00653058,38.19020408,18.19020408,-0.56306122,-0.56306122,-0.56306122,-0.56306122,-0.56306122,-0.56306122,-0.56306122,-0.56306122,19.43693878,-0.56306122,19.08591836,-0.91408164,-0.91408164,-0.91408164,-0.91408164,-0.91408164,19.08591836,-0.91408164,-0.91408164,19.08591836
0.0095,-1.93020408,-1.93020408,-1.93020408,-1.93020408,-1.93020408,98.06979592,138.0697959,100.1106122,58.06979592,138.0697959,-1.80979592,18.19020408,-1.80979592,38.19020408,18.19020408,138.1902041,58.19020408,79.82285718,38.19020408,-1.80979592,-0.56306122,19.43693878,19.84510208,-0.56306122,-0.56306122,19.43693878,19.43693878,19.84510208,19.43693878,39.43693878,-0.91408164,-0.91408164,-0.91408164,-0.91408164,19.08591836,-0.91408164,59.08591836,-0.91408164,-0.91408164,99.08591836
