,f01_stimulus_1,f01_stimulus_2,f01_stimulus_3,f01_stimulus_4,f01_stimulus_5,f01_stimulus_6,f01_stimulus_7,f01_stimulus_8,f01_stimulus_9,f01_stimulus_10,f02_stimulus_1,f02_stimulus_2,f02_stimulus_3,f02_stimulus_4,f02_stimulus_5,f02_stimulus_6,f02_stimulus_7,f02_stimulus_8,f02_stimulus_9,f02_stimulus_10,f03_stimulus_1,f03_stimulus_2,f03_stimulus_3,f03_stimulus_4,f03_stimulus_5,f03_stimulus_6,f03_stimulus_7,f03_stimulus_8,f03_stimulus_9,f03_stimulus_10,f04_stimulus_1,f04_stimulus_2,f04_stimulus_3,f04_stimulus_4,f04_stimulus_5,f04_stimulus_6,f04_stimulus_7,f04_stimulus_8,f04_stimulus_9,f04_stimulus_10,f05_stimulus_1,f05_stimulus_2,f05_stimulus_3,f05_stimulus_4,f05_stimulus_5,f05_stimulus_6,f05_stimulus_7,f05_stimulus_8,f05_stimulus_9,f05_stimulus_10
0.0005,-1.55346939,-1.55346939,-1.55346939,-1.55346939,-1.55346939,-1.55346939,-1.55346939,-1.55346939,-1.55346939,-1.55346939,-0.92204082,-0.92204082,-0.92204082,-0.92204082,-0.92204082,-0.92204082,-0.92204082,-0.92204082,-0.92204082,-0.92204082,-1.02306122,-1.02306122,-1.02306122,-1.02306122,-1.02306122,-1.02306122,-1.02306122,-1.02306122,-1.02306122,18.97693878,-0.93142857,-0.93142857,-0.93142857,-0.93142857,-0.93142857,-0.93142857,-0.93142857,-0.93142857,-0.93142857,-0.93142857,-0.86183673,-0.86183673,-0.86183673,-0.86183673,-0.86183673,-0.86183673,-0.86183673,-0.86183673,-0.86183673,-0.86183673
0.0015,-1.55346939,-1.55346939,-1.55346939,-1.55346939,-1.55346939,-1.55346939,18.44653061,18.44653061,-1.55346939,-1.55346939,-0.92204082,-0.92204082,-0.92204082,-0.92204082,-0.92204082,-0.92204082,-0.92204082,-0.92204082,-0.92204082,-0.92204082,-1.02306122,18.97693878,-1.02306122,18.97693878,-1.02306122,-1.02306122,-1.02306122,-1.02306122,-1.02306122,-1.02306122,-0.93142857,-0.93142857,-0.93142857,-0.93142857,-0.93142857,-0.93142857,-0.93142857,-0.93142857,-0.93142857,-0.93142857,-0.86183673,-0.86183673,-0.86183673,-0.86183673,-0.86183673,-0.86183673,-0.86183673,-0.86183673,-0.86183673,-0.86183673
0.0025,-1.55346939,-1.55346939,-1.55346939,-1.55346939,-1.55346939,-1.55346939,-1.55346939,-1.55346939,-1.55346939,-1.55346939,-0.92204082,-0.92204082,-0.92204082,-0.92204082,-0.92204082,-0.92204082,-0.92204082,-0.92204082,-0.92204082,-0.92204082,-1.02306122,-1.02306122,-1.02306122,-1.02306122,-1.02306122,-1.02306122,-1.02306122,-1.02306122,-1.02306122,-1.02306122,-0.93142857,-0.93142857,-0.93142857,-0.93142857,-0.93142857,-0.93142857,-0.93142857,-0.93142857,-0.93142857,-0.93142857,-0.86183673,-0.86183673,-0.86183673,19.13816327,-0.86183673,-0.86183673,-0.86183673,-0.86183673,-0.86183673,-0.86183673
0.0035,-1.55346939,-1.55346939,-1.55346939,-1.55346939,-1.55346939,-1.55346939,-1.55346939,-1.55346939,-1.55346939,-1.55346939,-0.92204082,-0.92204082,-0.92204082,-0.92204082,-0.92204082,-0.92204082,-0.92204082,-0.92204082,-0.92204082,-0.92204082,-1.02306122,-1.02306122,-1.02306122,-1.02306122,-1.02306122,-1.02306122,-1.02306122,-1.02306122,-1.02306122,-1.02306122,-0.93142857,-0.93142857,-0.93142857,-0.93142857,19.06857143,-0.93142857,-0.93142857,19.06857143,-0.93142857,-0.93142857,-0.86183673,-0.86183673,-0.86183673,-0.86183673,-0.86183673,-0.86183673,-0.86183673,-0.86183673,-0.86183673,-0.86183673
0.0045,18.44653061,18.44653061,18.44653061,-1.55346939,-1.55346939,-1.55346939,18.44653061,-1.55346939,-1.55346939,-1.55346939,-0.92204082,-0.92204082,-0.92204082,-0.92204082,-0.92204082,-0.92204082,-0.92204082,-0.92204082,-0.92204082,-0.92204082,-1.02306122,-1.02306122,-1.02306122,-1.02306122,-1.02306122,19.38510208,-1.02306122,-1.02306122,-1.02306122,-1.02306122,-0.93142857,-0.93142857,-0.93142857,-0.93142857,-0.93142857,-0.93142857,-0.93142857,-0.93142857,-0.93142857,-0.93142857,-0.86183673,-0.86183673,-0.86183673,-0.86183673,-0.86183673,-0.86183673,-0.86183673,-0.86183673,-0.86183673,-0.86183673
0.0055,-1.55346939,-1.55346939,-1.55346939,-1.55346939,-1.55346939,-1.55346939,-1.55346939,-1.55346939,-1.55346939,-1.55346939,-0.92204082,-0.92204082,-0.92204082,-0.92204082,-0.92204082,-0.92204082,-0.92204082,-0.92204082,-0.92204082,-0.92204082,-1.02306122,-1.02306122,-1.02306122,-1.02306122,-1.02306122,-1.02306122,-1.02306122,-1.02306122,-1.02306122,-1.02306122,-0.93142857,-0.93142857,-0.93142857,-0.93142857,-0.93142857,-0.93142857,-0.93142857,-0.93142857,-0.93142857,-0.93142857,-0.86183673,-0.86183673,-0.86183673,-0.86183673,19.13816327,-0.86183673,-0.86183673,-0.86183673,-0.86183673,-0.86183673
0.0065,-1.55346939,-1.55346939,-1.55346939,-1.55346939,18.44653061,-1.55346939,18.44653061,18.44653061,-1.55346939,-1.55346939,-0.92204082,-0.92204082,-0.92204082,-0.92204082,-0.92204082,-0.92204082,-0.92204082,-0.92204082,-0.92204082,-0.92204082,-1.02306122,-1.02306122,-1.02306122,-1.02306122,-1.02306122,-1.02306122,-1.02306122,-1.02306122,-1.02306122,-1.02306122,-0.93142857,-0.93142857,19.06857143,-0.93142857,-0.93142857,-0.93142857,-0.93142857,-0.93142857,19.06857143,-0.93142857,-0.86183673,-0.86183673,-0.86183673,-0.86183673,-0.86183673,-0.86183673,19.13816327,-0.86183673,-0.86183673,-0.86183673
0.0075,-1.55346939,18.44653061,-1.55346939,-1.55346939,-1.55346939,-1.55346939,-1.55346939,18.44653061,18.44653061,18.44653061,-0.92204082,-0.92204082,-0.92204082,-0.92204082,-0.92204082,-0.92204082,-0.92204082,19.07795918,-0.92204082,-0.92204082,-1.02306122,-1.02306122,18.97693878,-1.02306122,-1.02306122,-1.02306122,18.97693878,-1.02306122,-1.02306122,-1.02306122,-0.93142857,-0.93142857,-0.93142857,-0.93142857,-0.93142857,-0.93142857,19.06857143,-0.93142857,-0.93142857,-0.93142857,-0.86183673,-0.86183673,-0.86183673,-0.86183673,-0.86183673,-0.86183673,-0.86183673,-0.86183673,-0.86183673,-0.86183673
0.0085,-1.55346939,-1.55346939,-1.55346939,-1.55346939,-1.55346939,-1.55346939,-1.55346939,-1.55346939,-1.55346939,-1.55346939,-0.92204082,-0.92204082,19.07795918,-0.92204082,-0.92204082,-0.92204082,-0.92204082,-0.92204082,39.07795918,19.07795918,-1.02306122,18.97693878,-1.02306122,58.97693878,-1.02306122,-1.02306122,-1.02306122,38.97693878,18.97693878,18.97693878,-0.93142857,-0.93142857,-0.93142857,19.06857143,39.06857143,19.47673473,19.06857143,59.06857143,-0.93142857,59.06857143,-0.86183673,-0.86183673,-0.86183673,-0.86183673,-0.86183673,19.54632657,19.13816327,-0.86183673,-0.86183673,19.13816327
0.0095,-1.55346939,-1.55346939,-1.55346939,-1.55346939,-1.55346939,-1.55346939,-1.55346939,38.44653061,38.44653061,-1.55346939,-0.92204082,-0.92204082,-0.92204082,-0.92204082,-0.92204082,19.48612248,19.07795918,-0.92204082,19.07795918,59.07795918,-1.02306122,-1.02306122,-1.02306122,78.97693878,-1.02306122,39.79326528,58.97693878,-1.02306122,98.97693878,18.97693878,-0.93142857,19.06857143,19.06857143,19.06857143,119.0685714,182.7420408,139.0685714,119.0685714,179.0685714,139.0685714,-0.86183673,-0.86183673,-0.86183673,-0.86183673,-0.86183673,-0.86183673,-0.86183673,19.13816327,19.13816327,-0.86183673
0.0105,-1.55346939,-1.55346939,-1.55346939,18.44653061,-1.55346939,18.85469391,18.44653061,18.44653061,58.44653061,-1.55346939,-0.92204082,-0.92204082,-0.92204082,-0.92204082,19.07795918,101.1187755,-0.92204082,19.07795918,59.07795918,19.07795918,-1.02306122,18.97693878,-1.02306122,18.97693878,38.97693878,60.20142858,38.97693878,58.97693878,38.97693878,58.97693878,-0.93142857,-0.93142857,39.06857143,79.06857143,19.06857143,80.70122453,39.06857143,79.06857143,19.06857143,79.06857143,-0.86183673,-0.86183673,-0.86183673,-0.86183673,-0.86183673,-0.86183673,-0.86183673,39.13816327,39.13816327,19.13816327
0.0115,-1.55346939,-1.55346939,-1.55346939,18.44653061,-1.55346939,18.85469391,118.4465306,78.44653061,78.44653061,98.44653061,-0.92204082,-0.92204082,-0.92204082,-0.92204082,-0.92204082,19.48612248,19.07795918,59.07795918,19.07795918,-0.92204082,-1.02306122,-1.02306122,38.97693878,-1.02306122,18.97693878,39.79326528,18.97693878,98.97693878,58.97693878,38.97693878,19.06857143,19.06857143,19.06857143,19.06857143,-0.93142857,39.88489793,79.06857143,19.06857143,19.06857143,79.06857143,-0.86183673,-0.86183673,-0.86183673,-0.86183673,19.13816327,-0.86183673,-0.86183673,59.13816327,79.13816327,-0.86183673
0.0125,-1.55346939,-1.55346939,-1.55346939,-1.55346939,98.44653061,80.07918371,38.44653061,118.4465306,18.44653061,78.44653061,-0.92204082,19.07795918,39.07795918,19.07795918,39.07795918,101.1187755,59.07795918,39.07795918,79.07795918,19.07795918,18.97693878,-1.02306122,18.97693878,-1.02306122,38.97693878,19.38510208,-1.02306122,-1.02306122,18.97693878,18.97693878,-0.93142857,-0.93142857,19.06857143,19.06857143,-0.93142857,101.1093877,39.06857143,-0.93142857,39.06857143,-0.93142857,-0.86183673,-0.86183673,-0.86183673,59.13816327,19.13816327,19.54632657,39.13816327,79.13816327,79.13816327,99.13816327
0.0135,-1.55346939,18.44653061,58.44653061,118.4465306,118.4465306,59.67102041,78.44653061,138.4465306,38.44653061,38.44653061,-0.92204082,19.07795918,-0.92204082,39.07795918,59.07795918,60.30244898,59.07795918,59.07795918,59.07795918,79.07795918,-1.02306122,-1.02306122,-1.02306122,38.97693878,38.97693878,19.38510208,18.97693878,18.97693878,-1.02306122,18.97693878,-0.93142857,-0.93142857,39.06857143,-0.93142857,59.06857143,80.70122453,59.06857143,19.06857143,39.06857143,39.06857143,-0.86183673,19.13816327,19.13816327,39.13816327,39.13816327,60.36265307,79.13816327,79.13816327,39.13816327,199.1381633
0.0145,-1.55346939,-1.55346939,58.44653061,38.44653061,18.44653061,18.85469391,158.4465306,58.44653061,18.44653061,18.44653061,-0.92204082,-0.92204082,79.07795918,19.07795918,39.07795918,19.48612248,139.0779592,99.07795918,79.07795918,39.07795918,-1.02306122,18.97693878,38.97693878,78.97693878,38.97693878,19.38510208,18.97693878,38.97693878,-1.02306122,-1.02306122,19.06857143,19.06857143,39.06857143,79.06857143,59.06857143,19.47673473,39.06857143,99.06857143,99.06857143,59.06857143,-0.86183673,-0.86183673,19.13816327,59.13816327,39.13816327,80.77081637,59.13816327,59.13816327,39.13816327,19.13816327
0.0155,-1.55346939,-1.55346939,78.44653061,18.44653061,38.44653061,-1.55346939,38.44653061,18.44653061,38.44653061,18.44653061,19.07795918,39.07795918,39.07795918,19.07795918,99.07795918,39.89428568,59.07795918,39.07795918,39.07795918,59.07795918,-1.02306122,38.97693878,58.97693878,-1.02306122,18.97693878,-1.02306122,-1.02306122,-1.02306122,18.97693878,-1.02306122,-0.93142857,-0.93142857,59.06857143,99.06857143,19.06857143,80.70122453,39.06857143,139.0685714,59.06857143,39.06857143,-0.86183673,19.13816327,19.13816327,39.13816327,139.1381633,19.54632657,19.13816327,-0.86183673,19.13816327,19.13816327
0.0165,18.44653061,38.44653061,18.44653061,18.44653061,18.44653061,-1.55346939,18.44653061,-1.55346939,18.44653061,58.44653061,79.07795918,79.07795918,79.07795918,19.07795918,39.07795918,19.48612248,99.07795918,59.07795918,39.07795918,19.07795918,-1.02306122,-1.02306122,58.97693878,18.97693878,58.97693878,39.79326528,18.97693878,18.97693878,18.97693878,-1.02306122,-0.93142857,19.06857143,19.06857143,79.06857143,39.06857143,39.88489793,59.06857143,-0.93142857,19.06857143,59.06857143,-0.86183673,-0.86183673,-0.86183673,-0.86183673,-0.86183673,-0.86183673,-0.86183673,19.13816327,-0.86183673,-0.86183673
0.0175,18.44653061,-1.55346939,38.44653061,58.44653061,18.44653061,18.85469391,-1.55346939,-1.55346939,-1.55346939,-1.55346939,39.07795918,79.07795918,119.0779592,59.07795918,39.07795918,39.89428568,-0.92204082,39.07795918,19.07795918,-0.92204082,-1.02306122,-1.02306122,38.97693878,38.97693878,38.97693878,60.20142858,18.97693878,18.97693878,38.97693878,18.97693878,-0.93142857,-0.93142857,39.06857143,19.06857143,79.06857143,19.47673473,-0.93142857,-0.93142857,39.06857143,59.06857143,-0.86183673,19.13816327,19.13816327,19.13816327,19.13816327,-0.86183673,-0.86183673,-0.86183673,-0.86183673,-0.86183673
0.0185,-1.55346939,-1.55346939,18.44653061,58.44653061,38.44653061,-1.55346939,18.44653061,-1.55346939,-1.55346939,18.44653061,39.07795918,39.07795918,39.07795918,19.07795918,39.07795918,-0.92204082,-0.92204082,-0.92204082,-0.92204082,-0.92204082,-1.02306122,18.97693878,38.97693878,18.97693878,18.97693878,39.79326528,18.97693878,18.97693878,18.97693878,-1.02306122,19.06857143,39.06857143,79.06857143,39.06857143,19.06857143,39.88489793,59.06857143,-0.93142857,-0.93142857,19.06857143,-0.86183673,39.13816327,19.13816327,-0.86183673,-0.86183673,-0.86183673,-0.86183673,-0.86183673,-0.86183673,-0.86183673
0.0195,-1.55346939,18.44653061,18.44653061,38.44653061,-1.55346939,-1.55346939,18.44653061,18.44653061,38.44653061,-1.55346939,-0.92204082,39.07795918,19.07795918,-0.92204082,19.07795918,-0.92204082,-0.92204082,-0.92204082,-0.92204082,19.07795918,-1.02306122,-1.02306122,58.97693878,58.97693878,18.97693878,19.38510208,18.97693878,-1.02306122,18.97693878,-1.02306122,39.06857143,19.06857143,59.06857143,19.06857143,-0.93142857,-0.93142857,19.06857143,-0.93142857,-0.93142857,39.06857143,-0.86183673,-0.86183673,59.13816327,-0.86183673,-0.86183673,-0.86183673,-0.86183673,-0.86183673,-0.86183673,-0.86183673
