,f01_stimulus_1,f01_stimulus_2,f01_stimulus_3,f01_stimulus_4,f01_stimulus_5,f01_stimulus_6,f01_stimulus_7,f01_stimulus_8,f01_stimulus_9,f01_stimulus_10,f02_stimulus_1,f02_stimulus_2,f02_stimulus_3,f02_stimulus_4,f02_stimulus_5,f02_stimulus_6,f02_stimulus_7,f02_stimulus_8,f02_stimulus_9,f02_stimulus_10,f03_stimulus_1,f03_stimulus_2,f03_stimulus_3,f03_stimulus_4,f03_stimulus_5,f03_stimulus_6,f03_stimulus_7,f03_stimulus_8,f03_stimulus_9,f03_stimulus_10
0.0005,-2.19117647,-2.19117647,-2.19117647,-2.19117647,-2.19117647,17.41666663,-2.19117647,-2.19117647,-2.19117647,-2.19117647,16.22352939,-3.38431371,-3.38431371,16.22352939,-3.38431371,-3.38431371,16.61568629,35.83137259,16.61568629,-3.38431371,-1.55921567,-1.55921567,-1.55921567,-1.55921567,-1.55921567,-1.55921567,-1.55921567,-1.55921567,-1.55921567,-1.55921567
0.0015,-2.19117647,-2.19117647,-2.19117647,-2.19117647,-2.19117647,-2.19117647,-2.19117647,-2.19117647,-2.19117647,-2.19117647,-3.38431371,-3.38431371,-3.38431371,-3.38431371,-3.38431371,-3.38431371,-3.38431371,-3.38431371,-3.38431371,-3.38431371,-1.55921567,18.04862743,18.04862743,-1.55921567,-1.55921567,-1.55921567,18.44078433,-1.55921567,-1.55921567,-1.55921567
0.0025,-2.19117647,-2.19117647,-2.19117647,-2.19117647,-2.19117647,-2.19117647,-2.19117647,-2.19117647,-2.19117647,-2.19117647,-3.38431371,16.22352939,-3.38431371,-3.38431371,-3.38431371,16.22352939,-3.38431371,-3.38431371,-3.38431371,-3.38431371,-1.55921567,-1.55921567,-1.55921567,18.04862743,-1.55921567,-1.55921567,-1.55921567,-1.55921567,-1.55921567,-1.55921567
0.0035,-2.19117647,-2.19117647,-2.19117647,17.41666663,-2.19117647,-2.19117647,-2.19117647,-2.19117647,-2.19117647,-2.19117647,16.22352939,16.22352939,-3.38431371,-3.38431371,16.61568629,-3.38431371,16.61568629,-3.38431371,-3.38431371,-3.38431371,-1.55921567,-1.55921567,-1.55921567,-1.55921567,-1.55921567,-1.55921567,-1.55921567,-1.55921567,-1.55921567,-1.55921567
0.0045,-2.19117647,-2.19117647,-2.19117647,-2.19117647,-2.19117647,-2.19117647,-2.19117647,-2.19117647,-2.19117647,-2.19117647,-3.38431371,-3.38431371,-3.38431371,-3.38431371,-3.38431371,-3.38431371,-3.38431371,-3.38431371,-3.38431371,-3.38431371,-1.55921567,-1.55921567,-1.55921567,-1.55921567,-1.55921567,18.04862743,18.44078433,-1.55921567,-1.55921567,-1.55921567
0.0055,-2.19117647,-2.19117647,17.41666663,37.02450983,17.80882353,-2.19117647,17.80882353,37.02450983,17.80882353,-2.19117647,-3.38431371,-3.38431371,16.22352939,-3.38431371,-3.38431371,-3.38431371,-3.38431371,-3.38431371,16.61568629,-3.38431371,-1.55921567,57.26431373,18.04862743,-1.55921567,18.44078433,-1.55921567,18.44078433,37.65647063,-1.55921567,18.04862743
0.0065,37.02450983,95.84803923,154.6715686,174.2794117,197.8088235,291.9264706,257.8088235,272.3186274,317.8088235,331.1421568,35.83137259,-3.38431371,-3.38431371,35.83137259,-3.38431371,35.83137259,-3.38431371,35.83137259,56.61568629,-3.38431371,-1.55921567,96.48000003,18.04862743,135.6956863,198.4407843,135.6956863,218.4407843,76.87215683,118.4407843,116.0878431
0.0075,56.63235293,37.02450983,272.3186274,154.6715686,97.80882353,135.0637255,157.8088235,95.84803923,157.8088235,115.4558823,16.22352939,16.22352939,35.83137259,16.22352939,96.61568629,-3.38431371,16.61568629,-3.38431371,56.61568629,75.04705879,18.04862743,57.26431373,96.48000003,37.65647063,38.44078433,76.87215683,38.44078433,174.9113725,38.44078433,76.87215683
0.0085,95.84803923,135.0637255,56.63235293,95.84803923,97.80882353,76.24019603,97.80882353,193.8872549,137.8088235,115.4558823,-3.38431371,-3.38431371,-3.38431371,55.43921569,36.61568629,75.04705879,76.61568629,16.22352939,36.61568629,35.83137259,57.26431373,135.6956863,155.3035294,214.1270588,278.4407843,116.0878431,118.4407843,155.3035294,298.4407843,214.1270588
0.0095,291.9264706,95.84803923,174.2794117,233.1029411,77.80882353,135.0637255,117.8088235,17.41666663,77.80882353,-2.19117647,16.22352939,-3.38431371,55.43921569,16.22352939,76.61568629,35.83137259,116.6156863,55.43921569,36.61568629,35.83137259,116.0878431,174.9113725,194.5192157,155.3035294,218.4407843,155.3035294,178.4407843,253.3427451,78.44078433,194.5192157
