,f01_stimulus_1,f01_stimulus_2,f01_stimulus_3,f01_stimulus_4,f01_stimulus_5,f01_stimulus_6,f01_stimulus_7,f01_stimulus_8,f01_stimulus_9,f01_stimulus_10,f02_stimulus_1,f02_stimulus_2,f02_stimulus_3,f02_stimulus_4,f02_stimulus_5,f02_stimulus_6,f02_stimulus_7,f02_stimulus_8,f02_stimulus_9,f02_stimulus_10,f03_stimulus_1,f03_stimulus_2,f03_stimulus_3,f03_stimulus_4,f03_stimulus_5,f03_stimulus_6,f03_stimulus_7,f03_stimulus_8,f03_stimulus_9,f03_stimulus_10,f04_stimulus_1,f04_stimulus_2,f04_stimulus_3,f04_stimulus_4,f04_stimulus_5,f04_stimulus_6,f04_stimulus_7,f04_stimulus_8,f04_stimulus_9,f04_stimulus_10
0.0005,9.69339621,9.69339621,-9.17452829,-9.17452829,-9.17452829,27.86250871,-9.17452829,9.69339621,-9.17452829,-9.17452829,-0.90059399,-0.90059399,-0.90059399,-0.90059399,-0.90059399,-0.90059399,-0.90059399,-0.90059399,-0.90059399,-0.90059399,-4.94689029,-4.94689029,-4.94689029,-4.94689029,-4.94689029,-4.94689029,13.92103421,-4.94689029,-4.94689029,-4.94689029,-2.25436757,-2.25436757,-2.25436757,-2.25436757,-2.25436757,-2.25436757,-2.25436757,-2.25436757,16.26415093,-2.25436757
0.0015,9.69339621,-9.17452829,9.69339621,9.69339621,9.34399021,9.34399021,-9.17452829,9.69339621,-9.17452829,9.34399021,-0.90059399,-0.90059399,-0.90059399,-0.90059399,-0.90059399,-0.90059399,-0.90059399,-0.90059399,-0.90059399,17.61792451,-4.94689029,-4.94689029,-4.94689029,-4.94689029,-4.94689029,-4.94689029,-4.94689029,-4.94689029,-4.94689029,-4.94689029,-2.25436757,-2.25436757,-2.25436757,-2.25436757,-2.25436757,-2.25436757,16.61355693,-2.25436757,-2.25436757,-2.25436757
0.0025,-9.17452829,9.69339621,-9.17452829,9.69339621,9.34399021,-9.17452829,-9.17452829,9.69339621,-9.17452829,-9.17452829,-0.90059399,-0.90059399,-0.90059399,17.96733051,17.61792451,-0.90059399,17.96733051,-0.90059399,-0.90059399,-0.90059399,13.92103421,32.78895881,13.92103421,-4.94689029,-4.94689029,-4.94689029,-4.94689029,-4.94689029,-4.94689029,-4.94689029,-2.25436757,-2.25436757,-2.25436757,-2.25436757,-2.25436757,-2.25436757,-2.25436757,-2.25436757,-2.25436757,-2.25436757
0.0035,9.69339621,-9.17452829,-9.17452829,9.69339621,-9.17452829,-9.17452829,-9.17452829,9.69339621,-9.17452829,9.34399021,-0.90059399,-0.90059399,-0.90059399,-0.90059399,17.61792451,-0.90059399,-0.90059399,-0.90059399,-0.90059399,-0.90059399,-4.94689029,-4.94689029,-4.94689029,-4.94689029,-4.94689029,-4.94689029,-4.94689029,-4.94689029,-4.94689029,-4.94689029,-2.25436757,-2.25436757,-2.25436757,-2.25436757,-2.25436757,16.26415093,-2.25436757,-2.25436757,-2.25436757,-2.25436757
0.0045,28.56132081,-9.17452829,-9.17452829,28.56132081,9.34399021,-9.17452829,-9.17452829,-9.17452829,-9.17452829,-9.17452829,-0.90059399,-0.90059399,-0.90059399,-0.90059399,17.61792451,-0.90059399,-0.90059399,-0.90059399,17.61792451,-0.90059399,-4.94689029,-4.94689029,-4.94689029,-4.94689029,-4.94689029,-4.94689029,-4.94689029,13.92103421,13.57162821,13.57162821,-2.25436757,-2.25436757,-2.25436757,-2.25436757,-2.25436757,16.26415093,-2.25436757,16.61355693,16.26415093,16.26415093
0.0055,-9.17452829,66.29716981,9.69339621,66.29716981,27.86250871,64.89954581,66.29716981,122.9009434,101.9365828,64.89954581,-0.90059399,36.83525511,-0.90059399,-0.90059399,-0.90059399,-0.90059399,-0.90059399,-0.90059399,-0.90059399,-0.90059399,-4.94689029,32.78895881,13.92103421,-4.94689029,-4.94689029,-4.94689029,-4.94689029,13.92103421,-4.94689029,-4.94689029,-2.25436757,35.48148153,16.61355693,-2.25436757,-2.25436757,-2.25436757,16.61355693,-2.25436757,-2.25436757,-2.25436757
0.0065,28.56132081,254.9764151,556.8632075,405.9198113,509.3439902,564.8995458,462.5235849,481.3915094,435.2699161,546.3810273,17.96733051,-0.90059399,-0.90059399,-0.90059399,-0.90059399,-0.90059399,-0.90059399,-0.90059399,-0.90059399,-0.90059399,-4.94689029,-4.94689029,-4.94689029,-4.94689029,-4.94689029,-4.94689029,-4.94689029,-4.94689029,-4.94689029,-4.94689029,-2.25436757,35.48148153,16.61355693,16.61355693,34.78266943,16.26415093,-2.25436757,35.48148153,-2.25436757,16.26415093
0.0075,179.504717,462.5235849,330.4481132,387.0518868,361.1958421,324.158805,405.9198113,481.3915094,509.3439902,509.3439902,17.96733051,-0.90059399,17.96733051,-0.90059399,17.61792451,17.61792451,17.96733051,-0.90059399,-0.90059399,-0.90059399,13.92103421,-4.94689029,-4.94689029,-4.94689029,-4.94689029,13.57162821,-4.94689029,-4.94689029,13.57162821,-4.94689029,-2.25436757,16.61355693,-2.25436757,-2.25436757,16.26415093,-2.25436757,35.48148153,35.48148153,-2.25436757,-2.25436757
0.0085,311.5801887,368.1839623,443.6556604,575.7311321,453.7884347,305.6402865,443.6556604,387.0518868,379.7143606,379.7143606,-0.90059399,36.83525511,36.83525511,-0.90059399,17.61792451,36.13644301,17.96733051,17.96733051,17.61792451,54.65496161,-4.94689029,-4.94689029,-4.94689029,13.92103421,-4.94689029,32.09014671,13.92103421,-4.94689029,-4.94689029,32.09014671,16.61355693,16.61355693,16.61355693,73.21733053,71.81970653,145.8937805,54.34940603,73.21733053,53.30118803,90.33822503
0.0095,500.259434,405.9198113,424.7877359,236.1084906,250.084731,176.0106569,330.4481132,217.240566,157.4921384,120.4551013,36.83525511,17.96733051,-0.90059399,36.83525511,36.13644301,36.13644301,-0.90059399,74.57110411,54.65496161,17.61792451,-4.94689029,-4.94689029,-4.94689029,51.65688331,-4.94689029,32.09014671,-4.94689029,-4.94689029,32.09014671,-4.94689029,16.61355693,-2.25436757,54.34940603,73.21733053,34.78266943,34.78266943,35.48148153,54.34940603,71.81970653,34.78266943
