,f01_stimulus_1,f01_stimulus_2,f01_stimulus_3,f01_stimulus_4,f01_stimulus_5,f01_stimulus_6,f01_stimulus_7,f01_stimulus_8,f01_stimulus_9,f01_stimulus_10,f02_stimulus_1,f02_stimulus_2,f02_stimulus_3,f02_stimulus_4,f02_stimulus_5,f02_stimulus_6,f02_stimulus_7,f02_stimulus_8,f02_stimulus_9,f02_stimulus_10,f03_stimulus_1,f03_stimulus_2,f03_stimulus_3,f03_stimulus_4,f03_stimulus_5,f03_stimulus_6,f03_stimulus_7,f03_stimulus_8,f03_stimulus_9,f03_stimulus_10
0.0005,-0.70941176,-0.70941176,-0.70941176,-0.70941176,-0.70941176,-0.70941176,-0.70941176,-0.70941176,-0.70941176,-0.70941176,-0.91843137,-0.91843137,-0.91843137,-0.91843137,-0.91843137,-0.91843137,-0.91843137,-0.91843137,-0.91843137,-0.91843137,-0.42882353,-0.42882353,-0.42882353,-0.42882353,-0.42882353,-0.42882353,-0.42882353,-0.42882353,-0.42882353,-0.42882353
0.0015,-0.70941176,-0.70941176,-0.70941176,-0.70941176,-0.70941176,-0.70941176,-0.70941176,-0.70941176,-0.70941176,-0.70941176,-0.91843137,-0.91843137,19.08156863,19.08156863,-0.91843137,-0.91843137,-0.91843137,-0.91843137,-0.91843137,-0.91843137,-0.42882353,-0.42882353,-0.42882353,-0.42882353,-0.42882353,-0.42882353,-0.42882353,-0.42882353,-0.42882353,-0.42882353
0.0025,-0.70941176,-0.70941176,-0.70941176,-0.70941176,-0.70941176,-0.70941176,-0.70941176,-0.70941176,-0.70941176,-0.70941176,-0.91843137,-0.91843137,-0.91843137,-0.91843137,-0.91843137,-0.91843137,-0.91843137,-0.91843137,-0.91843137,-0.91843137,-0.42882353,-0.42882353,-0.42882353,-0.42882353,-0.42882353,-0.42882353,-0.42882353,-0.42882353,-0.42882353,-0.42882353
0.0035,-0.70941176,-0.70941176,-0.70941176,-0.70941176,-0.70941176,-0.70941176,-0.70941176,-0.70941176,-0.70941176,-0.70941176,-0.91843137,-0.91843137,-0.91843137,-0.91843137,-0.91843137,-0.91843137,-0.91843137,-0.91843137,-0.91843137,-0.91843137,-0.42882353,-0.42882353,-0.42882353,-0.42882353,-0.42882353,-0.42882353,-0.42882353,-0.42882353,-0.42882353,-0.42882353
0.0045,19.29058824,-0.70941176,-0.70941176,-0.70941176,-0.70941176,-0.70941176,-0.70941176,-0.70941176,-0.70941176,-0.70941176,-0.91843137,-0.91843137,19.08156863,-0.91843137,-0.91843137,-0.91843137,-0.91843137,-0.91843137,-0.91843137,-0.91843137,-0.42882353,-0.42882353,-0.42882353,-0.42882353,-0.42882353,-0.42882353,-0.42882353,-0.42882353,-0.42882353,-0.42882353
0.0055,19.29058824,-0.70941176,-0.70941176,-0.70941176,-0.70941176,-0.70941176,-0.70941176,-0.70941176,-0.70941176,-0.70941176,-0.91843137,-0.91843137,-0.91843137,-0.91843137,-0.91843137,-0.91843137,-0.91843137,-0.91843137,-0.91843137,-0.91843137,-0.42882353,-0.42882353,-0.42882353,-0.42882353,-0.42882353,-0.42882353,-0.42882353,-0.42882353,-0.42882353,-0.42882353
0.0065,-0.70941176,-0.70941176,-0.70941176,-0.70941176,-0.70941176,-0.70941176,-0.70941176,-0.70941176,-0.70941176,-0.70941176,-0.91843137,-0.91843137,-0.91843137,-0.91843137,-0.91843137,-0.91843137,-0.91843137,-0.91843137,-0.91843137,-0.91843137,-0.42882353,-0.42882353,-0.42882353,-0.42882353,-0.42882353,-0.42882353,-0.42882353,-0.42882353,-0.42882353,-0.42882353
0.0075,-0.70941176,-0.70941176,-0.70941176,-0.70941176,-0.70941176,-0.70941176,-0.70941176,-0.70941176,-0.70941176,-0.70941176,-0.91843137,-0.91843137,19.08156863,-0.91843137,-0.91843137,-0.91843137,-0.91843137,-0.91843137,-0.91843137,19.08156863,-0.42882353,-0.42882353,-0.42882353,-0.42882353,-0.42882353,-0.42882353,-0.42882353,-0.42882353,-0.42882353,-0.42882353
0.0085,-0.70941176,-0.70941176,-0.70941176,-0.70941176,-0.70941176,-0.70941176,-0.70941176,-0.70941176,-0.70941176,-0.70941176,-0.91843137,-0.91843137,-0.91843137,-0.91843137,-0.91843137,-0.91843137,-0.91843137,-0.91843137,19.08156863,-0.91843137,-0.42882353,-0.42882353,-0.42882353,-0.42882353,-0.42882353,-0.42882353,-0.42882353,-0.42882353,-0.42882353,-0.42882353
0.0095,-0.70941176,-0.70941176,-0.70941176,-0.70941176,-0.70941176,-0.70941176,-0.70941176,-0.70941176,19.29058824,-0.70941176,-0.91843137,-0.91843137,-0.91843137,-0.91843137,-0.91843137,-0.91843137,18.68941173,19.08156863,39.08156863,19.08156863,-0.42882353,-0.42882353,-0.42882353,-0.42882353,-0.42882353,-0.42882353,-0.42882353,-0.42882353,19.57117647,-0.42882353
