,f01_stimulus_1,f01_stimulus_2,f01_stimulus_3,f01_stimulus_4,f01_stimulus_5,f01_stimulus_6,f01_stimulus_7,f01_stimulus_8,f01_stimulus_9,f01_stimulus_10,f02_stimulus_1,f02_stimulus_2,f02_stimulus_3,f02_stimulus_4,f02_stimulus_5,f02_stimulus_6,f02_stimulus_7,f02_stimulus_8,f02_stimulus_9,f02_stimulus_10,f03_stimulus_1,f03_stimulus_2,f03_stimulus_3,f03_stimulus_4,f03_stimulus_5,f03_stimulus_6,f03_stimulus_7,f03_stimulus_8,f03_stimulus_9,f03_stimulus_10,f04_stimulus_1,f04_stimulus_2,f04_stimulus_3,f04_stimulus_4,f04_stimulus_5,f04_stimulus_6,f04_stimulus_7,f04_stimulus_8,f04_stimulus_9,f04_stimulus_10,f05_stimulus_1,f05_stimulus_2,f05_stimulus_3,f05_stimulus_4,f05_stimulus_5,f05_stimulus_6,f05_stimulus_7,f05_stimulus_8,f05_stimulus_9,f05_stimulus_10,f06_stimulus_1,f06_stimulus_2,f06_stimulus_3,f06_stimulus_4,f06_stimulus_5,f06_stimulus_6,f06_stimulus_7,f06_stimulus_8,f06_stimulus_9,f06_stimulus_10,f07_stimulus_1,f07_stimulus_2,f07_stimulus_3,f07_stimulus_4,f07_stimulus_5,f07_stimulus_6,f07_stimulus_7,f07_stimulus_8,f07_stimulus_9,f07_stimulus_10,f08_stimulus_1,f08_stimulus_2,f08_stimulus_3,f08_stimulus_4,f08_stimulus_5,f08_stimulus_6,f08_stimulus_7,f08_stimulus_8,f08_stimulus_9,f08_stimulus_10
0.0005,15.30522601,-1.36144069,-1.36144069,-1.36144069,-1.36144069,-1.36144069,-1.36144069,-1.36144069,-1.36144069,-1.36144069,-0.92641243,-0.92641243,-0.92641243,-0.92641243,-0.92641243,-0.92641243,-0.92641243,-0.92641243,-0.92641243,-0.92641243,15.8653955,-0.8012712,-0.8012712,-0.8012712,-0.8012712,-0.8012712,-0.8012712,-0.8012712,-0.8012712,-0.8012712,-0.70141242,-0.70141242,-0.70141242,-0.70141242,-0.70141242,-0.70141242,-0.70141242,-0.70141242,-0.70141242,-0.70141242,-1.25296609,-1.25296609,-1.25296609,-1.25296609,-1.25296609,-1.25296609,-1.25296609,-1.25296609,-1.25296609,-1.25296609,-0.48403956,-0.48403956,-0.48403956,-0.48403956,-0.48403956,-0.48403956,-0.48403956,-0.48403956,-0.48403956,-0.48403956,-0.10014125,-0.10014125,-0.10014125,-0.10014125,-0.10014125,-0.10014125,-0.10014125,-0.10014125,-0.10014125,-0.10014125,-0.7183616,15.9483051,-0.7183616,-0.7183616,-0.7183616,-0.7183616,-0.7183616,-0.7183616,-0.7183616,-0.7183616
0.0015,-1.36144069,-1.36144069,-1.36144069,-1.36144069,-1.36144069,-1.36144069,-1.36144069,-1.36144069,-1.36144069,-1.36144069,-0.92641243,-0.92641243,-0.92641243,-0.92641243,-0.92641243,-0.92641243,-0.92641243,-0.92641243,-0.92641243,-0.92641243,-0.8012712,-0.8012712,-0.8012712,-0.8012712,-0.8012712,-0.8012712,-0.8012712,-0.8012712,-0.8012712,-0.8012712,-0.70141242,-0.70141242,-0.70141242,-0.70141242,-0.70141242,-0.70141242,-0.70141242,-0.70141242,-0.70141242,-0.70141242,-1.25296609,-1.25296609,-1.25296609,-1.25296609,-1.25296609,-1.25296609,-1.25296609,-1.25296609,-1.25296609,-1.25296609,-0.48403956,16.18262714,-0.48403956,-0.48403956,-0.48403956,-0.48403956,-0.48403956,-0.48403956,-0.48403956,-0.48403956,-0.10014125,-0.10014125,-0.10014125,-0.10014125,-0.10014125,-0.10014125,-0.10014125,-0.10014125,-0.10014125,-0.10014125,-0.7183616,-0.7183616,-0.7183616,-0.7183616,-0.7183616,-0.7183616,-0.7183616,-0.7183616,-0.7183616,-0.7183616
0.0025,15.30522601,-1.36144069,-1.36144069,-1.36144069,-1.36144069,-1.36144069,-1.36144069,-1.36144069,-1.36144069,-1.36144069,-0.92641243,-0.92641243,-0.92641243,-0.92641243,-0.92641243,-0.92641243,-0.92641243,-0.92641243,-0.92641243,-0.92641243,-0.8012712,-0.8012712,-0.8012712,-0.8012712,-0.8012712,-0.8012712,-0.8012712,-0.8012712,-0.8012712,-0.8012712,-0.70141242,-0.70141242,-0.70141242,-0.70141242,-0.70141242,-0.70141242,-0.70141242,-0.70141242,-0.70141242,-0.70141242,-1.25296609,-1.25296609,-1.25296609,-1.25296609,-1.25296609,-1.25296609,-1.25296609,-1.25296609,-1.25296609,-1.25296609,-0.48403956,-0.48403956,-0.48403956,-0.48403956,-0.48403956,-0.48403956,-0.48403956,-0.48403956,-0.48403956,-0.48403956,-0.10014125,-0.10014125,-0.10014125,-0.10014125,-0.10014125,-0.10014125,-0.10014125,-0.10014125,-0.10014125,-0.10014125,-0.7183616,-0.7183616,-0.7183616,-0.7183616,-0.7183616,-0.7183616,-0.7183616,-0.7183616,-0.7183616,-0.7183616
0.0035,15.30522601,-1.36144069,-1.36144069,-1.36144069,-1.36144069,-1.36144069,-1.36144069,-1.36144069,-1.36144069,-1.36144069,-0.92641243,-0.92641243,-0.92641243,-0.92641243,-0.92641243,-0.92641243,-0.92641243,-0.92641243,-0.92641243,-0.92641243,-0.8012712,-0.8012712,-0.8012712,-0.8012712,-0.8012712,-0.8012712,-0.8012712,-0.8012712,-0.8012712,-0.8012712,-0.70141242,-0.70141242,-0.70141242,-0.70141242,-0.70141242,-0.70141242,-0.70141242,-0.70141242,-0.70141242,-0.70141242,-1.25296609,-1.25296609,-1.25296609,15.41370061,-1.25296609,-1.25296609,-1.25296609,-1.25296609,-1.25296609,-1.25296609,-0.48403956,16.18262714,-0.48403956,-0.48403956,-0.48403956,-0.48403956,-0.48403956,-0.48403956,-0.48403956,-0.48403956,-0.10014125,-0.10014125,-0.10014125,-0.10014125,-0.10014125,-0.10014125,-0.10014125,-0.10014125,-0.10014125,-0.10014125,-0.7183616,-0.7183616,-0.7183616,-0.7183616,-0.7183616,-0.7183616,-0.7183616,-0.7183616,-0.7183616,-0.7183616
0.0045,-1.36144069,-1.36144069,-1.36144069,-1.36144069,-1.36144069,-1.36144069,-1.36144069,-1.36144069,-1.36144069,-1.36144069,-0.92641243,15.74025427,-0.92641243,-0.92641243,-0.92641243,-0.92641243,-0.92641243,-0.92641243,-0.92641243,-0.92641243,-0.8012712,-0.8012712,-0.8012712,-0.8012712,-0.8012712,-0.8012712,-0.8012712,-0.8012712,-0.8012712,-0.8012712,-0.70141242,-0.70141242,-0.70141242,-0.70141242,-0.70141242,-0.70141242,-0.70141242,-0.70141242,-0.70141242,-0.70141242,-1.25296609,-1.25296609,-1.25296609,-1.25296609,-1.25296609,-1.25296609,-1.25296609,-1.25296609,-1.25296609,-1.25296609,-0.48403956,-0.48403956,-0.48403956,-0.48403956,-0.48403956,-0.48403956,-0.48403956,-0.48403956,-0.48403956,-0.48403956,-0.10014125,-0.10014125,-0.10014125,-0.10014125,-0.10014125,-0.10014125,-0.10014125,-0.10014125,-0.10014125,-0.10014125,-0.7183616,-0.7183616,-0.7183616,-0.7183616,-0.7183616,-0.7183616,-0.7183616,-0.7183616,-0.7183616,-0.7183616
0.0055,-1.36144069,-1.36144069,-1.36144069,-1.36144069,-1.36144069,-1.36144069,-1.36144069,-1.36144069,-1.36144069,-1.36144069,-0.92641243,-0.92641243,15.74025427,-0.92641243,-0.92641243,-0.92641243,-0.92641243,-0.92641243,-0.92641243,15.74025427,-0.8012712,-0.8012712,-0.8012712,-0.8012712,-0.8012712,-0.8012712,-0.8012712,-0.8012712,-0.8012712,-0.8012712,-0.70141242,-0.70141242,-0.70141242,-0.70141242,-0.70141242,-0.70141242,-0.70141242,-0.70141242,-0.70141242,-0.70141242,-1.25296609,-1.25296609,-1.25296609,-1.25296609,-1.25296609,-1.25296609,-1.25296609,-1.25296609,-1.25296609,-1.25296609,-0.48403956,-0.48403956,-0.48403956,-0.48403956,-0.48403956,-0.48403956,-0.48403956,-0.48403956,-0.48403956,-0.48403956,-0.10014125,-0.10014125,-0.10014125,-0.10014125,-0.10014125,-0.10014125,-0.10014125,-0.10014125,-0.10014125,-0.10014125,15.9483051,-0.7183616,-0.7183616,-0.7183616,-0.7183616,-0.7183616,-0.7183616,-0.7183616,-0.7183616,-0.7183616
0.0065,-1.36144069,-1.36144069,-1.36144069,-1.36144069,-1.36144069,-1.36144069,-1.36144069,15.30522601,-1.36144069,-1.36144069,15.74025427,-0.92641243,15.74025427,-0.92641243,-0.92641243,-0.92641243,-0.92641243,-0.92641243,-0.92641243,-0.92641243,15.8653955,-0.8012712,-0.8012712,-0.8012712,-0.8012712,-0.8012712,-0.8012712,-0.8012712,16.1478813,-0.8012712,-0.70141242,-0.70141242,-0.70141242,-0.70141242,-0.70141242,-0.70141242,-0.70141242,-0.70141242,-0.70141242,-0.70141242,-1.25296609,-1.25296609,-1.25296609,-1.25296609,-1.25296609,-1.25296609,-1.25296609,-1.25296609,-1.25296609,-1.25296609,-0.48403956,-0.48403956,-0.48403956,-0.48403956,-0.48403956,-0.48403956,-0.48403956,-0.48403956,-0.48403956,-0.48403956,-0.10014125,16.56652545,-0.10014125,-0.10014125,-0.10014125,-0.10014125,-0.10014125,-0.10014125,-0.10014125,-0.10014125,-0.7183616,-0.7183616,-0.7183616,-0.7183616,-0.7183616,-0.7183616,-0.7183616,-0.7183616,16.2307909,-0.7183616
0.0075,-1.36144069,-1.36144069,-1.36144069,-1.36144069,-1.36144069,-1.36144069,-1.36144069,-1.36144069,-1.36144069,-1.36144069,-0.92641243,-0.92641243,-0.92641243,-0.92641243,-0.92641243,-0.92641243,-0.92641243,-0.92641243,-0.92641243,-0.92641243,-0.8012712,-0.8012712,-0.8012712,-0.8012712,-0.8012712,-0.8012712,-0.8012712,-0.8012712,-0.8012712,-0.8012712,-0.70141242,-0.70141242,-0.70141242,-0.70141242,-0.70141242,-0.70141242,-0.70141242,-0.70141242,-0.70141242,-0.70141242,-1.25296609,-1.25296609,-1.25296609,-1.25296609,-1.25296609,-1.25296609,15.41370061,-1.25296609,-1.25296609,-1.25296609,-0.48403956,-0.48403956,-0.48403956,-0.48403956,-0.48403956,-0.48403956,-0.48403956,-0.48403956,-0.48403956,-0.48403956,-0.10014125,-0.10014125,-0.10014125,-0.10014125,-0.10014125,-0.10014125,-0.10014125,-0.10014125,-0.10014125,-0.10014125,-0.7183616,-0.7183616,-0.7183616,-0.7183616,-0.7183616,-0.7183616,-0.7183616,-0.7183616,-0.7183616,-0.7183616
0.0085,-1.36144069,-1.36144069,-1.36144069,-1.36144069,-1.36144069,-1.36144069,-1.36144069,-1.36144069,-1.36144069,15.30522601,-0.92641243,-0.92641243,-0.92641243,-0.92641243,-0.92641243,-0.92641243,-0.92641243,-0.92641243,-0.92641243,-0.92641243,-0.8012712,-0.8012712,-0.8012712,-0.8012712,-0.8012712,-0.8012712,-0.8012712,-0.8012712,-0.8012712,-0.8012712,-0.70141242,-0.70141242,-0.70141242,-0.70141242,-0.70141242,-0.70141242,-0.70141242,-0.70141242,-0.70141242,-0.70141242,-1.25296609,-1.25296609,-1.25296609,-1.25296609,-1.25296609,-1.25296609,-1.25296609,-1.25296609,-1.25296609,-1.25296609,-0.48403956,-0.48403956,16.18262714,-0.48403956,-0.48403956,-0.48403956,-0.48403956,-0.48403956,16.46511294,-0.48403956,-0.10014125,-0.10014125,-0.10014125,-0.10014125,-0.10014125,-0.10014125,-0.10014125,-0.10014125,-0.10014125,-0.10014125,-0.7183616,-0.7183616,-0.7183616,-0.7183616,-0.7183616,-0.7183616,-0.7183616,-0.7183616,-0.7183616,-0.7183616
0.0095,-1.36144069,-1.36144069,-1.36144069,-1.36144069,-1.36144069,-1.36144069,-1.36144069,-1.36144069,15.58771181,-1.36144069,-0.92641243,15.74025427,-0.92641243,-0.92641243,-0.92641243,-0.92641243,-0.92641243,-0.92641243,-0.92641243,15.74025427,-0.8012712,-0.8012712,-0.8012712,-0.8012712,-0.8012712,-0.8012712,-0.8012712,-0.8012712,-0.8012712,-0.8012712,-0.70141242,-0.70141242,-0.70141242,-0.70141242,-0.70141242,-0.70141242,-0.70141242,-0.70141242,-0.70141242,-0.70141242,-1.25296609,-1.25296609,-1.25296609,-1.25296609,-1.25296609,-1.25296609,-1.25296609,-1.25296609,15.69618641,-1.25296609,-0.48403956,-0.48403956,-0.48403956,-0.48403956,-0.48403956,-0.48403956,-0.48403956,-0.48403956,-0.48403956,-0.48403956,-0.10014125,-0.10014125,16.56652545,-0.10014125,-0.10014125,-0.10014125,-0.10014125,-0.10014125,-0.10014125,-0.10014125,-0.7183616,15.9483051,-0.7183616,-0.7183616,-0.7183616,-0.7183616,-0.7183616,-0.7183616,-0.7183616,-0.7183616
