,f01_stimulus_1,f01_stimulus_2,f01_stimulus_3,f01_stimulus_4,f01_stimulus_5,f01_stimulus_6,f01_stimulus_7,f01_stimulus_8,f01_stimulus_9,f01_stimulus_10,f02_stimulus_1,f02_stimulus_2,f02_stimulus_3,f02_stimulus_4,f02_stimulus_5,f02_stimulus_6,f02_stimulus_7,f02_stimulus_8,f02_stimulus_9,f02_stimulus_10,f03_stimulus_1,f03_stimulus_2,f03_stimulus_3,f03_stimulus_4,f03_stimulus_5,f03_stimulus_6,f03_stimulus_7,f03_stimulus_8,f03_stimulus_9,f03_stimulus_10,f04_stimulus_1,f04_stimulus_2,f04_stimulus_3,f04_stimulus_4,f04_stimulus_5,f04_stimulus_6,f04_stimulus_7,f04_stimulus_8,f04_stimulus_9,f04_stimulus_10,f05_stimulus_1,f05_stimulus_2,f05_stimulus_3,f05_stimulus_4,f05_stimulus_5,f05_stimulus_6,f05_stimulus_7,f05_stimulus_8,f05_stimulus_9,f05_stimulus_10
0.0005,-0.40627451,-0.40627451,-0.40627451,-0.40627451,-0.40627451,-0.40627451,-0.40627451,-0.40627451,-0.40627451,-0.40627451,-0.39686274,-0.39686274,-0.39686274,-0.39686274,-0.39686274,-0.39686274,-0.39686274,-0.39686274,-0.39686274,-0.39686274,-0.42588235,-0.42588235,-0.42588235,-0.42588235,-0.42588235,-0.42588235,-0.42588235,-0.42588235,-0.42588235,-0.42588235,-0.3772549,-0.3772549,-0.3772549,-0.3772549,-0.3772549,-0.3772549,-0.3772549,-0.3772549,-0.3772549,-0.3772549,-0.28725489,-0.28725489,-0.28725489,-0.28725489,-0.28725489,19.71274511,-0.28725489,-0.28725489,-0.28725489,-0.28725489
0.0015,-0.40627451,-0.40627451,-0.40627451,-0.40627451,-0.40627451,-0.40627451,-0.40627451,-0.40627451,-0.40627451,-0.40627451,-0.39686274,-0.39686274,-0.39686274,19.21098036,-0.39686274,-0.39686274,-0.39686274,-0.39686274,-0.39686274,-0.39686274,-0.42588235,-0.42588235,-0.42588235,-0.42588235,-0.42588235,-0.42588235,-0.42588235,-0.42588235,-0.42588235,-0.42588235,-0.3772549,-0.3772549,-0.3772549,-0.3772549,-0.3772549,-0.3772549,-0.3772549,19.2305882,-0.3772549,-0.3772549,-0.28725489,-0.28725489,-0.28725489,-0.28725489,-0.28725489,-0.28725489,-0.28725489,-0.28725489,-0.28725489,-0.28725489
0.0025,-0.40627451,-0.40627451,-0.40627451,-0.40627451,-0.40627451,-0.40627451,-0.40627451,-0.40627451,-0.40627451,-0.40627451,-0.39686274,-0.39686274,-0.39686274,-0.39686274,-0.39686274,-0.39686274,-0.39686274,-0.39686274,-0.39686274,-0.39686274,-0.42588235,-0.42588235,-0.42588235,-0.42588235,-0.42588235,-0.42588235,-0.42588235,-0.42588235,-0.42588235,-0.42588235,-0.3772549,-0.3772549,-0.3772549,-0.3772549,-0.3772549,-0.3772549,-0.3772549,-0.3772549,-0.3772549,-0.3772549,-0.28725489,-0.28725489,-0.28725489,-0.28725489,-0.28725489,-0.28725489,-0.28725489,-0.28725489,-0.28725489,-0.28725489
0.0035,-0.40627451,-0.40627451,-0.40627451,-0.40627451,-0.40627451,-0.40627451,-0.40627451,-0.40627451,-0.40627451,-0.40627451,-0.39686274,-0.39686274,-0.39686274,-0.39686274,-0.39686274,-0.39686274,-0.39686274,-0.39686274,-0.39686274,-0.39686274,-0.42588235,-0.42588235,-0.42588235,-0.42588235,-0.42588235,-0.42588235,-0.42588235,-0.42588235,-0.42588235,-0.42588235,-0.3772549,-0.3772549,-0.3772549,-0.3772549,-0.3772549,-0.3772549,-0.3772549,-0.3772549,-0.3772549,-0.3772549,-0.28725489,-0.28725489,-0.28725489,-0.28725489,-0.28725489,-0.28725489,-0.28725489,-0.28725489,-0.28725489,-0.28725489
0.0045,-0.40627451,-0.40627451,-0.40627451,-0.40627451,-0.40627451,-0.40627451,-0.40627451,-0.40627451,-0.40627451,-0.40627451,-0.39686274,-0.39686274,-0.39686274,-0.39686274,-0.39686274,-0.39686274,-0.39686274,-0.39686274,-0.39686274,-0.39686274,-0.42588235,-0.42588235,-0.42588235,-0.42588235,-0.42588235,-0.42588235,-0.42588235,-0.42588235,-0.42588235,-0.42588235,-0.3772549,-0.3772549,-0.3772549,-0.3772549,-0.3772549,-0.3772549,-0.3772549,-0.3772549,-0.3772549,-0.3772549,-0.28725489,-0.28725489,-0.28725489,-0.28725489,-0.28725489,-0.28725489,-0.28725489,-0.28725489,-0.28725489,-0.28725489
0.0055,-0.40627451,-0.40627451,-0.40627451,-0.40627451,-0.40627451,-0.40627451,-0.40627451,-0.40627451,-0.40627451,-0.40627451,-0.39686274,-0.39686274,-0.39686274,-0.39686274,-0.39686274,-0.39686274,-0.39686274,-0.39686274,-0.39686274,-0.39686274,-0.42588235,-0.42588235,-0.42588235,-0.42588235,-0.42588235,-0.42588235,-0.42588235,-0.42588235,-0.42588235,-0.42588235,-0.3772549,-0.3772549,-0.3772549,-0.3772549,-0.3772549,-0.3772549,-0.3772549,-0.3772549,-0.3772549,-0.3772549,-0.28725489,-0.28725489,-0.28725489,-0.28725489,-0.28725489,-0.28725489,-0.28725489,-0.28725489,-0.28725489,-0.28725489
0.0065,-0.40627451,-0.40627451,-0.40627451,-0.40627451,-0.40627451,-0.40627451,-0.40627451,-0.40627451,-0.40627451,-0.40627451,-0.39686274,-0.39686274,19.60313726,-0.39686274,19.60313726,-0.39686274,-0.39686274,-0.39686274,-0.39686274,-0.39686274,-0.42588235,-0.42588235,-0.42588235,-0.42588235,-0.42588235,-0.42588235,-0.42588235,-0.42588235,-0.42588235,-0.42588235,-0.3772549,-0.3772549,-0.3772549,-0.3772549,-0.3772549,-0.3772549,-0.3772549,-0.3772549,-0.3772549,-0.3772549,-0.28725489,-0.28725489,-0.28725489,-0.28725489,-0.28725489,-0.28725489,-0.28725489,-0.28725489,-0.28725489,-0.28725489
0.0075,-0.40627451,-0.40627451,-0.40627451,-0.40627451,-0.40627451,-0.40627451,-0.40627451,-0.40627451,-0.40627451,-0.40627451,-0.39686274,-0.39686274,-0.39686274,-0.39686274,-0.39686274,-0.39686274,-0.39686274,-0.39686274,-0.39686274,-0.39686274,-0.42588235,-0.42588235,-0.42588235,-0.42588235,-0.42588235,-0.42588235,-0.42588235,-0.42588235,-0.42588235,-0.42588235,-0.3772549,-0.3772549,-0.3772549,-0.3772549,-0.3772549,-0.3772549,-0.3772549,-0.3772549,-0.3772549,-0.3772549,-0.28725489,-0.28725489,-0.28725489,-0.28725489,-0.28725489,-0.28725489,-0.28725489,-0.28725489,-0.28725489,-0.28725489
0.0085,-0.40627451,-0.40627451,-0.40627451,-0.40627451,-0.40627451,-0.40627451,-0.40627451,-0.40627451,-0.40627451,-0.40627451,-0.39686274,-0.39686274,-0.39686274,-0.39686274,-0.39686274,-0.39686274,-0.39686274,-0.39686274,-0.39686274,-0.39686274,-0.42588235,-0.42588235,-0.42588235,-0.42588235,-0.42588235,-0.42588235,-0.42588235,-0.42588235,-0.42588235,-0.42588235,-0.3772549,-0.3772549,-0.3772549,-0.3772549,-0.3772549,-0.3772549,-0.3772549,-0.3772549,-0.3772549,-0.3772549,-0.28725489,-0.28725489,-0.28725489,-0.28725489,-0.28725489,-0.28725489,-0.28725489,-0.28725489,-0.28725489,-0.28725489
0.0095,-0.40627451,-0.40627451,-0.40627451,-0.40627451,-0.40627451,-0.40627451,-0.40627451,-0.40627451,-0.40627451,-0.40627451,-0.39686274,-0.39686274,-0.39686274,-0.39686274,-0.39686274,-0.39686274,-0.39686274,-0.39686274,-0.39686274,-0.39686274,-0.42588235,-0.42588235,-0.42588235,-0.42588235,-0.42588235,-0.42588235,-0.42588235,-0.42588235,-0.42588235,-0.42588235,-0.3772549,-0.3772549,-0.3772549,-0.3772549,-0.3772549,-0.3772549,-0.3772549,-0.3772549,-0.3772549,-0.3772549,-0.28725489,-0.28725489,-0.28725489,-0.28725489,-0.28725489,-0.28725489,-0.28725489,-0.28725489,-0.28725489,19.71274511
0.0105,-0.40627451,-0.40627451,-0.40627451,-0.40627451,-0.40627451,-0.40627451,-0.40627451,-0.40627451,-0.40627451,-0.40627451,-0.39686274,19.21098036,-0.39686274,-0.39686274,-0.39686274,-0.39686274,19.21098036,-0.39686274,-0.39686274,-0.39686274,-0.42588235,-0.42588235,-0.42588235,-0.42588235,-0.42588235,-0.42588235,-0.42588235,-0.42588235,-0.42588235,-0.42588235,-0.3772549,-0.3772549,-0.3772549,-0.3772549,-0.3772549,-0.3772549,-0.3772549,-0.3772549,-0.3772549,-0.3772549,-0.28725489,-0.28725489,-0.28725489,-0.28725489,-0.28725489,-0.28725489,-0.28725489,-0.28725489,-0.28725489,-0.28725489
0.0115,-0.40627451,-0.40627451,-0.40627451,-0.40627451,-0.40627451,-0.40627451,-0.40627451,-0.40627451,-0.40627451,-0.40627451,-0.39686274,-0.39686274,-0.39686274,-0.39686274,-0.39686274,-0.39686274,-0.39686274,-0.39686274,-0.39686274,-0.39686274,-0.42588235,-0.42588235,-0.42588235,-0.42588235,-0.42588235,-0.42588235,-0.42588235,-0.42588235,-0.42588235,-0.42588235,-0.3772549,-0.3772549,-0.3772549,-0.3772549,-0.3772549,-0.3772549,-0.3772549,-0.3772549,-0.3772549,-0.3772549,-0.28725489,-0.28725489,-0.28725489,-0.28725489,-0.28725489,-0.28725489,-0.28725489,19.32058821,-0.28725489,-0.28725489
0.0125,-0.40627451,-0.40627451,-0.40627451,-0.40627451,-0.40627451,-0.40627451,-0.40627451,-0.40627451,-0.40627451,-0.40627451,-0.39686274,-0.39686274,-0.39686274,-0.39686274,-0.39686274,-0.39686274,-0.39686274,-0.39686274,-0.39686274,-0.39686274,-0.42588235,-0.42588235,-0.42588235,-0.42588235,-0.42588235,-0.42588235,-0.42588235,-0.42588235,-0.42588235,-0.42588235,-0.3772549,-0.3772549,-0.3772549,-0.3772549,-0.3772549,-0.3772549,-0.3772549,-0.3772549,-0.3772549,-0.3772549,-0.28725489,-0.28725489,-0.28725489,-0.28725489,-0.28725489,-0.28725489,-0.28725489,-0.28725489,-0.28725489,-0.28725489
